ERROR: Unable to locate a modulefile for 'torque/default'
ERROR: Unable to locate a modulefile for 'oldwheezy/1.0'
ERROR: Unable to locate a modulefile for 'licenses/1.0'
ERROR: Unable to locate a modulefile for 'stdenv/1.3'
ERROR: Unable to locate a modulefile for 'libgfortran/32/1'
----------------------------------------------INPUT LENGTH  5  iteration  0  ------------------------

/home/lgpu0119/DL_assignments_2019/assignment_2/part1/train.py:104: UserWarning: torch.nn.utils.clip_grad_norm is now deprecated in favor of torch.nn.utils.clip_grad_norm_.
  torch.nn.utils.clip_grad_norm(model.parameters(), max_norm=config.max_norm)
[2019-11-28 16:06] Train Step 0000/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 4680.45, Accuracy = 0.15, Loss = 2.301
[2019-11-28 16:30] Train Step 6700/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 2404.42, Accuracy = 0.07, Loss = 2.302
[2019-11-28 16:30] Train Step 6710/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 2308.04, Accuracy = 0.09, Loss = 2.303
[2019-11-28 16:30] Train Step 6720/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 2344.46, Accuracy = 0.13, Loss = 2.302
[2019-11-28 16:30] Train Step 6730/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 2436.30, Accuracy = 0.12, Loss = 2.302
[2019-11-28 16:30] Train Step 6740/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 2401.41, Accuracy = 0.09, Loss = 2.303
[2019-11-28 16:30] Train Step 6750/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 2315.73, Accuracy = 0.09, Loss = 2.304
[2019-11-28 16:30] Train Step 6760/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 2349.47, Accuracy = 0.12, Loss = 2.302
[2019-11-28 16:30] Train Step 6770/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 2336.57, Accuracy = 0.12, Loss = 2.302
[2019-11-28 16:30] Train Step 6780/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 2416.63, Accuracy = 0.12, Loss = 2.303
[2019-11-28 16:30] Train Step 6790/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 2337.77, Accuracy = 0.09, Loss = 2.302
[2019-11-28 16:30] Train Step 6800/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 2355.61, Accuracy = 0.05, Loss = 2.303
[2019-11-28 16:30] Train Step 6810/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 2387.72, Accuracy = 0.10, Loss = 2.303
[2019-11-28 16:30] Train Step 6820/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 2301.91, Accuracy = 0.08, Loss = 2.302
[2019-11-28 16:30] Train Step 6830/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 2348.79, Accuracy = 0.12, Loss = 2.303
[2019-11-28 16:30] Train Step 6840/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 2299.38, Accuracy = 0.12, Loss = 2.303
[2019-11-28 16:30] Train Step 6850/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 2368.88, Accuracy = 0.07, Loss = 2.301
[2019-11-28 16:30] Train Step 6860/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 2311.58, Accuracy = 0.08, Loss = 2.304
[2019-11-28 16:30] Train Step 6870/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 2349.31, Accuracy = 0.12, Loss = 2.303
[2019-11-28 16:30] Train Step 6880/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 2344.87, Accuracy = 0.08, Loss = 2.304
[2019-11-28 16:30] Train Step 6890/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 2306.74, Accuracy = 0.09, Loss = 2.303
[2019-11-28 16:30] Train Step 6900/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 2289.63, Accuracy = 0.07, Loss = 2.303
[2019-11-28 16:30] Train Step 6910/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 2350.45, Accuracy = 0.09, Loss = 2.304
[2019-11-28 16:30] Train Step 6920/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 2429.86, Accuracy = 0.12, Loss = 2.300
[2019-11-28 16:30] Train Step 6930/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 2372.60, Accuracy = 0.10, Loss = 2.302
[2019-11-28 16:30] Train Step 6940/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 2361.13, Accuracy = 0.09, Loss = 2.303
[2019-11-28 16:30] Train Step 6950/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 2355.08, Accuracy = 0.09, Loss = 2.304
[2019-11-28 16:30] Train Step 6960/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 2317.72, Accuracy = 0.11, Loss = 2.305
[2019-11-28 16:30] Train Step 6970/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 2389.96, Accuracy = 0.13, Loss = 2.303
[2019-11-28 16:30] Train Step 6980/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 2420.99, Accuracy = 0.05, Loss = 2.306
[2019-11-28 16:30] Train Step 6990/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 2383.08, Accuracy = 0.10, Loss = 2.303
[2019-11-28 16:30] Train Step 7000/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 2406.56, Accuracy = 0.09, Loss = 2.302
[2019-11-28 16:30] Train Step 7010/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 2417.15, Accuracy = 0.08, Loss = 2.303
[2019-11-28 16:30] Train Step 7020/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 2408.72, Accuracy = 0.09, Loss = 2.303
[2019-11-28 16:30] Train Step 7030/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 2354.97, Accuracy = 0.15, Loss = 2.300
[2019-11-28 16:30] Train Step 7040/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 2318.24, Accuracy = 0.15, Loss = 2.302
[2019-11-28 16:30] Train Step 7050/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 2375.08, Accuracy = 0.12, Loss = 2.304
[2019-11-28 16:30] Train Step 7060/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 2318.16, Accuracy = 0.11, Loss = 2.302
[2019-11-28 16:30] Train Step 7070/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 2363.73, Accuracy = 0.06, Loss = 2.303
[2019-11-28 16:30] Train Step 7080/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 2397.27, Accuracy = 0.09, Loss = 2.302
[2019-11-28 16:30] Train Step 7090/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 2401.55, Accuracy = 0.10, Loss = 2.303
[2019-11-28 16:30] Train Step 7100/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 2385.51, Accuracy = 0.09, Loss = 2.303
[2019-11-28 16:30] Train Step 7110/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 2344.08, Accuracy = 0.11, Loss = 2.302
[2019-11-28 16:30] Train Step 7120/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 2338.16, Accuracy = 0.09, Loss = 2.301
[2019-11-28 16:30] Train Step 7130/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 2405.86, Accuracy = 0.13, Loss = 2.302
[2019-11-28 16:30] Train Step 7140/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 2277.79, Accuracy = 0.11, Loss = 2.301
[2019-11-28 16:30] Train Step 7150/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 2364.14, Accuracy = 0.09, Loss = 2.302
[2019-11-28 16:30] Train Step 7160/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 2325.68, Accuracy = 0.12, Loss = 2.303
[2019-11-28 16:30] Train Step 7170/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 2304.66, Accuracy = 0.08, Loss = 2.305
[2019-11-28 16:30] Train Step 7180/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 2378.24, Accuracy = 0.12, Loss = 2.302
[2019-11-28 16:30] Train Step 7190/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 2339.69, Accuracy = 0.10, Loss = 2.300
[2019-11-28 16:30] Train Step 7200/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 2359.32, Accuracy = 0.11, Loss = 2.303
[2019-11-28 16:30] Train Step 7210/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 2351.25, Accuracy = 0.08, Loss = 2.302
[2019-11-28 16:30] Train Step 7220/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 2378.34, Accuracy = 0.08, Loss = 2.303
[2019-11-28 16:30] Train Step 7230/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 2354.26, Accuracy = 0.10, Loss = 2.305
[2019-11-28 16:30] Train Step 7240/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 2315.83, Accuracy = 0.10, Loss = 2.303
[2019-11-28 16:30] Train Step 7250/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 2364.46, Accuracy = 0.07, Loss = 2.304
[2019-11-28 16:30] Train Step 7260/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 2307.86, Accuracy = 0.06, Loss = 2.304
[2019-11-28 16:30] Train Step 7270/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 2323.45, Accuracy = 0.13, Loss = 2.302
[2019-11-28 16:30] Train Step 7280/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 2366.98, Accuracy = 0.13, Loss = 2.302
[2019-11-28 16:30] Train Step 7290/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 2427.75, Accuracy = 0.12, Loss = 2.303
[2019-11-28 16:30] Train Step 7300/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 2369.88, Accuracy = 0.12, Loss = 2.300
[2019-11-28 16:30] Train Step 7310/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 2328.57, Accuracy = 0.09, Loss = 2.303
[2019-11-28 16:30] Train Step 7320/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 2408.25, Accuracy = 0.12, Loss = 2.301
[2019-11-28 16:30] Train Step 7330/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 2435.40, Accuracy = 0.12, Loss = 2.302
[2019-11-28 16:30] Train Step 7340/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 2391.72, Accuracy = 0.09, Loss = 2.304
[2019-11-28 16:30] Train Step 7350/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 2403.13, Accuracy = 0.09, Loss = 2.303
[2019-11-28 16:30] Train Step 7360/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 2271.97, Accuracy = 0.11, Loss = 2.302
[2019-11-28 16:30] Train Step 7370/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 2387.51, Accuracy = 0.09, Loss = 2.304
[2019-11-28 16:30] Train Step 7380/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 2352.48, Accuracy = 0.10, Loss = 2.304
[2019-11-28 16:30] Train Step 7390/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 2421.01, Accuracy = 0.12, Loss = 2.303
[2019-11-28 16:30] Train Step 7400/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 2378.93, Accuracy = 0.08, Loss = 2.303
[2019-11-28 16:30] Train Step 7410/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 2357.09, Accuracy = 0.05, Loss = 2.305
[2019-11-28 16:30] Train Step 7420/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 2281.74, Accuracy = 0.11, Loss = 2.302
[2019-11-28 16:30] Train Step 7430/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 2418.22, Accuracy = 0.09, Loss = 2.301
[2019-11-28 16:30] Train Step 7440/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 2387.74, Accuracy = 0.10, Loss = 2.303
[2019-11-28 16:30] Train Step 7450/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 2395.47, Accuracy = 0.10, Loss = 2.305
[2019-11-28 16:30] Train Step 7460/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 2366.77, Accuracy = 0.13, Loss = 2.299
[2019-11-28 16:30] Train Step 7470/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 2335.34, Accuracy = 0.09, Loss = 2.301
[2019-11-28 16:30] Train Step 7480/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 2274.00, Accuracy = 0.09, Loss = 2.305
[2019-11-28 16:30] Train Step 7490/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 2389.16, Accuracy = 0.13, Loss = 2.302
[2019-11-28 16:30] Train Step 7500/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 2296.95, Accuracy = 0.12, Loss = 2.303
[2019-11-28 16:30] Train Step 7510/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 2312.78, Accuracy = 0.15, Loss = 2.301
[2019-11-28 16:31] Train Step 7520/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 2295.11, Accuracy = 0.05, Loss = 2.305
[2019-11-28 16:31] Train Step 7530/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 2323.94, Accuracy = 0.09, Loss = 2.301
[2019-11-28 16:31] Train Step 7540/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 2314.92, Accuracy = 0.09, Loss = 2.302
[2019-11-28 16:31] Train Step 7550/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 2385.41, Accuracy = 0.10, Loss = 2.302
[2019-11-28 16:31] Train Step 7560/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 2345.36, Accuracy = 0.08, Loss = 2.303
[2019-11-28 16:31] Train Step 7570/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 2309.86, Accuracy = 0.11, Loss = 2.302
[2019-11-28 16:31] Train Step 7580/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 2376.20, Accuracy = 0.13, Loss = 2.302
[2019-11-28 16:31] Train Step 7590/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 2380.18, Accuracy = 0.11, Loss = 2.302
[2019-11-28 16:31] Train Step 7600/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 2295.84, Accuracy = 0.07, Loss = 2.304
[2019-11-28 16:31] Train Step 7610/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 2274.07, Accuracy = 0.09, Loss = 2.302
[2019-11-28 16:31] Train Step 7620/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 2322.30, Accuracy = 0.12, Loss = 2.302
[2019-11-28 16:31] Train Step 7630/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 2306.09, Accuracy = 0.10, Loss = 2.303
[2019-11-28 16:31] Train Step 7640/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 2363.06, Accuracy = 0.10, Loss = 2.304
[2019-11-28 16:31] Train Step 7650/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 2290.05, Accuracy = 0.13, Loss = 2.303
[2019-11-28 16:31] Train Step 7660/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 2321.77, Accuracy = 0.08, Loss = 2.302
[2019-11-28 16:31] Train Step 7670/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 2286.99, Accuracy = 0.13, Loss = 2.303
[2019-11-28 16:31] Train Step 7680/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 2388.85, Accuracy = 0.08, Loss = 2.302
[2019-11-28 16:31] Train Step 7690/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 2397.92, Accuracy = 0.12, Loss = 2.302
[2019-11-28 16:31] Train Step 7700/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 2427.34, Accuracy = 0.15, Loss = 2.301
[2019-11-28 16:31] Train Step 7710/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 2353.50, Accuracy = 0.12, Loss = 2.305
[2019-11-28 16:31] Train Step 7720/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 2386.68, Accuracy = 0.08, Loss = 2.302
[2019-11-28 16:31] Train Step 7730/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 2332.46, Accuracy = 0.15, Loss = 2.301
[2019-11-28 16:31] Train Step 7740/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 2387.13, Accuracy = 0.08, Loss = 2.303
[2019-11-28 16:31] Train Step 7750/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 2393.25, Accuracy = 0.09, Loss = 2.303
[2019-11-28 16:31] Train Step 7760/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 2300.16, Accuracy = 0.15, Loss = 2.301
[2019-11-28 16:31] Train Step 7770/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 2324.76, Accuracy = 0.07, Loss = 2.305
[2019-11-28 16:31] Train Step 7780/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 2311.61, Accuracy = 0.14, Loss = 2.302
[2019-11-28 16:31] Train Step 7790/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 2307.91, Accuracy = 0.14, Loss = 2.300
[2019-11-28 16:31] Train Step 7800/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 2430.19, Accuracy = 0.09, Loss = 2.304
[2019-11-28 16:31] Train Step 7810/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 2418.08, Accuracy = 0.09, Loss = 2.303
[2019-11-28 16:31] Train Step 7820/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 2420.79, Accuracy = 0.09, Loss = 2.303
[2019-11-28 16:31] Train Step 7830/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 2335.39, Accuracy = 0.09, Loss = 2.300
[2019-11-28 16:31] Train Step 7840/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 2388.80, Accuracy = 0.09, Loss = 2.302
[2019-11-28 16:31] Train Step 7850/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 2306.67, Accuracy = 0.06, Loss = 2.305
[2019-11-28 16:31] Train Step 7860/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 2354.89, Accuracy = 0.09, Loss = 2.303
[2019-11-28 16:31] Train Step 7870/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 2558.48, Accuracy = 0.09, Loss = 2.303
[2019-11-28 16:31] Train Step 7880/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 2287.74, Accuracy = 0.08, Loss = 2.304
[2019-11-28 16:31] Train Step 7890/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 2254.18, Accuracy = 0.11, Loss = 2.301
[2019-11-28 16:31] Train Step 7900/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 2285.02, Accuracy = 0.09, Loss = 2.302
[2019-11-28 16:31] Train Step 7910/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 2634.85, Accuracy = 0.10, Loss = 2.304
[2019-11-28 16:31] Train Step 7920/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 2319.37, Accuracy = 0.10, Loss = 2.301
[2019-11-28 16:31] Train Step 7930/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 2370.63, Accuracy = 0.12, Loss = 2.302
[2019-11-28 16:31] Train Step 7940/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 2296.52, Accuracy = 0.11, Loss = 2.302
[2019-11-28 16:31] Train Step 7950/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 2310.76, Accuracy = 0.09, Loss = 2.303
[2019-11-28 16:31] Train Step 7960/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 2657.22, Accuracy = 0.10, Loss = 2.303
[2019-11-28 16:31] Train Step 7970/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 2355.72, Accuracy = 0.10, Loss = 2.302
[2019-11-28 16:31] Train Step 7980/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 2299.13, Accuracy = 0.10, Loss = 2.303
[2019-11-28 16:31] Train Step 7990/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 2419.58, Accuracy = 0.09, Loss = 2.303
[2019-11-28 16:31] Train Step 8000/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 2282.32, Accuracy = 0.05, Loss = 2.305
[2019-11-28 16:31] Train Step 8010/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 2592.75, Accuracy = 0.13, Loss = 2.302
[2019-11-28 16:31] Train Step 8020/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 2347.70, Accuracy = 0.12, Loss = 2.303
[2019-11-28 16:31] Train Step 8030/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 2293.36, Accuracy = 0.11, Loss = 2.303
[2019-11-28 16:31] Train Step 8040/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 2612.32, Accuracy = 0.09, Loss = 2.303
[2019-11-28 16:31] Train Step 8050/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 2409.64, Accuracy = 0.09, Loss = 2.303
[2019-11-28 16:31] Train Step 8060/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 2363.27, Accuracy = 0.12, Loss = 2.305
[2019-11-28 16:31] Train Step 8070/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 2313.53, Accuracy = 0.07, Loss = 2.303
[2019-11-28 16:31] Train Step 8080/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 2295.12, Accuracy = 0.09, Loss = 2.302
[2019-11-28 16:31] Train Step 8090/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 2395.37, Accuracy = 0.16, Loss = 2.301
[2019-11-28 16:31] Train Step 8100/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 2292.14, Accuracy = 0.07, Loss = 2.302
[2019-11-28 16:31] Train Step 8110/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 2371.14, Accuracy = 0.08, Loss = 2.303
[2019-11-28 16:31] Train Step 8120/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 2527.38, Accuracy = 0.12, Loss = 2.303
[2019-11-28 16:31] Train Step 8130/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 2266.66, Accuracy = 0.08, Loss = 2.303
[2019-11-28 16:31] Train Step 8140/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 2327.88, Accuracy = 0.10, Loss = 2.302
[2019-11-28 16:31] Train Step 8150/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 2284.81, Accuracy = 0.12, Loss = 2.303
[2019-11-28 16:31] Train Step 8160/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 2316.65, Accuracy = 0.18, Loss = 2.300
[2019-11-28 16:31] Train Step 8170/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 2302.65, Accuracy = 0.16, Loss = 2.302
[2019-11-28 16:31] Train Step 8180/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 2371.56, Accuracy = 0.09, Loss = 2.303
[2019-11-28 16:31] Train Step 8190/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 2413.24, Accuracy = 0.11, Loss = 2.302
[2019-11-28 16:31] Train Step 8200/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 2338.77, Accuracy = 0.13, Loss = 2.301
[2019-11-28 16:31] Train Step 8210/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 2306.71, Accuracy = 0.12, Loss = 2.302
[2019-11-28 16:31] Train Step 8220/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 2328.46, Accuracy = 0.10, Loss = 2.303
[2019-11-28 16:31] Train Step 8230/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 2350.60, Accuracy = 0.08, Loss = 2.303
[2019-11-28 16:31] Train Step 8240/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 2299.50, Accuracy = 0.12, Loss = 2.303
[2019-11-28 16:31] Train Step 8250/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 2339.09, Accuracy = 0.12, Loss = 2.301
[2019-11-28 16:31] Train Step 8260/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 2397.47, Accuracy = 0.06, Loss = 2.303
[2019-11-28 16:31] Train Step 8270/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 2304.07, Accuracy = 0.15, Loss = 2.302
[2019-11-28 16:31] Train Step 8280/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 2386.39, Accuracy = 0.06, Loss = 2.303
[2019-11-28 16:31] Train Step 8290/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 2384.24, Accuracy = 0.09, Loss = 2.303
[2019-11-28 16:31] Train Step 8300/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 2367.81, Accuracy = 0.14, Loss = 2.300
[2019-11-28 16:31] Train Step 8310/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 2325.14, Accuracy = 0.12, Loss = 2.304
[2019-11-28 16:31] Train Step 8320/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 2405.81, Accuracy = 0.07, Loss = 2.308
[2019-11-28 16:31] Train Step 8330/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 2393.08, Accuracy = 0.08, Loss = 2.305
[2019-11-28 16:31] Train Step 8340/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 2314.80, Accuracy = 0.09, Loss = 2.303
[2019-11-28 16:31] Train Step 8350/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 2408.96, Accuracy = 0.11, Loss = 2.302
[2019-11-28 16:31] Train Step 8360/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 2422.94, Accuracy = 0.09, Loss = 2.301
[2019-11-28 16:31] Train Step 8370/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 2383.41, Accuracy = 0.09, Loss = 2.303
[2019-11-28 16:31] Train Step 8380/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 2377.43, Accuracy = 0.06, Loss = 2.304
[2019-11-28 16:31] Train Step 8390/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 2350.69, Accuracy = 0.10, Loss = 2.303
[2019-11-28 16:31] Train Step 8400/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 2436.78, Accuracy = 0.11, Loss = 2.304
[2019-11-28 16:31] Train Step 8410/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 2324.10, Accuracy = 0.11, Loss = 2.303
[2019-11-28 16:31] Train Step 8420/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 2322.80, Accuracy = 0.10, Loss = 2.302
[2019-11-28 16:31] Train Step 8430/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 2431.10, Accuracy = 0.09, Loss = 2.303
[2019-11-28 16:31] Train Step 8440/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 2395.30, Accuracy = 0.12, Loss = 2.304
[2019-11-28 16:31] Train Step 8450/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 2376.14, Accuracy = 0.12, Loss = 2.303
[2019-11-28 16:31] Train Step 8460/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 2321.16, Accuracy = 0.14, Loss = 2.300
[2019-11-28 16:31] Train Step 8470/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 2300.65, Accuracy = 0.13, Loss = 2.302
[2019-11-28 16:31] Train Step 8480/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 2386.07, Accuracy = 0.16, Loss = 2.300
[2019-11-28 16:31] Train Step 8490/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 2373.31, Accuracy = 0.07, Loss = 2.303
[2019-11-28 16:31] Train Step 8500/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 2319.88, Accuracy = 0.09, Loss = 2.304
[2019-11-28 16:31] Train Step 8510/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 2357.32, Accuracy = 0.05, Loss = 2.302
[2019-11-28 16:31] Train Step 8520/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 2368.66, Accuracy = 0.05, Loss = 2.303
[2019-11-28 16:31] Train Step 8530/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 2314.25, Accuracy = 0.14, Loss = 2.303
