ERROR: Unable to locate a modulefile for 'torque/default'
ERROR: Unable to locate a modulefile for 'oldwheezy/1.0'
ERROR: Unable to locate a modulefile for 'licenses/1.0'
ERROR: Unable to locate a modulefile for 'stdenv/1.3'
ERROR: Unable to locate a modulefile for 'libgfortran/32/1'
----------------------------------------------INPUT LENGTH  5 ------------------------

/home/lgpu0119/DL_assignments_2019/assignment_2/part1/train.py:104: UserWarning: torch.nn.utils.clip_grad_norm is now deprecated in favor of torch.nn.utils.clip_grad_norm_.
  torch.nn.utils.clip_grad_norm(model.parameters(), max_norm=config.max_norm)
[2019-11-27 17:27] Train Step 0000/10000, Batch Size = 128, Model type RNN, Examples/Sec = 8762.09, Accuracy = 0.09, Loss = 2.304
[2019-11-27 17:33] Train Step 0420/10000, Batch Size = 128, Model type RNN, Examples/Sec = 14921.37, Accuracy = 0.84, Loss = 0.388
[2019-11-27 17:33] Train Step 0430/10000, Batch Size = 128, Model type RNN, Examples/Sec = 14720.08, Accuracy = 0.83, Loss = 0.389
[2019-11-27 17:33] Train Step 0440/10000, Batch Size = 128, Model type RNN, Examples/Sec = 14935.07, Accuracy = 0.77, Loss = 0.407
[2019-11-27 17:33] Train Step 0450/10000, Batch Size = 128, Model type RNN, Examples/Sec = 14933.41, Accuracy = 0.84, Loss = 0.355
[2019-11-27 17:33] Train Step 0460/10000, Batch Size = 128, Model type RNN, Examples/Sec = 15119.29, Accuracy = 0.98, Loss = 0.235
[2019-11-27 17:33] Train Step 0470/10000, Batch Size = 128, Model type RNN, Examples/Sec = 14843.81, Accuracy = 0.80, Loss = 0.317
[2019-11-27 17:33] Train Step 0480/10000, Batch Size = 128, Model type RNN, Examples/Sec = 14929.67, Accuracy = 0.89, Loss = 0.271
[2019-11-27 17:33] Train Step 0490/10000, Batch Size = 128, Model type RNN, Examples/Sec = 14931.75, Accuracy = 0.79, Loss = 0.353
[2019-11-27 17:33] Train Step 0500/10000, Batch Size = 128, Model type RNN, Examples/Sec = 14925.52, Accuracy = 0.82, Loss = 0.299
[2019-11-27 17:33] Train Step 0510/10000, Batch Size = 128, Model type RNN, Examples/Sec = 14938.81, Accuracy = 0.92, Loss = 0.236
[2019-11-27 17:33] Train Step 0520/10000, Batch Size = 128, Model type RNN, Examples/Sec = 14884.14, Accuracy = 0.90, Loss = 0.297
[2019-11-27 17:33] Train Step 0530/10000, Batch Size = 128, Model type RNN, Examples/Sec = 14980.49, Accuracy = 0.81, Loss = 0.351
[2019-11-27 17:33] Train Step 0540/10000, Batch Size = 128, Model type RNN, Examples/Sec = 15075.14, Accuracy = 0.95, Loss = 0.205
[2019-11-27 17:33] Train Step 0550/10000, Batch Size = 128, Model type RNN, Examples/Sec = 14810.23, Accuracy = 0.91, Loss = 0.237
[2019-11-27 17:33] Train Step 0560/10000, Batch Size = 128, Model type RNN, Examples/Sec = 14837.66, Accuracy = 0.78, Loss = 0.309
[2019-11-27 17:33] Train Step 0570/10000, Batch Size = 128, Model type RNN, Examples/Sec = 14875.07, Accuracy = 0.87, Loss = 0.311
[2019-11-27 17:33] Train Step 0580/10000, Batch Size = 128, Model type RNN, Examples/Sec = 14810.64, Accuracy = 0.80, Loss = 0.368
[2019-11-27 17:33] Train Step 0590/10000, Batch Size = 128, Model type RNN, Examples/Sec = 14873.01, Accuracy = 0.91, Loss = 0.215
[2019-11-27 17:33] Train Step 0600/10000, Batch Size = 128, Model type RNN, Examples/Sec = 15032.51, Accuracy = 0.96, Loss = 0.203
[2019-11-27 17:33] Train Step 0610/10000, Batch Size = 128, Model type RNN, Examples/Sec = 14836.02, Accuracy = 0.83, Loss = 0.272
[2019-11-27 17:33] Train Step 0620/10000, Batch Size = 128, Model type RNN, Examples/Sec = 14907.70, Accuracy = 0.88, Loss = 0.250
[2019-11-27 17:33] Train Step 0630/10000, Batch Size = 128, Model type RNN, Examples/Sec = 14767.86, Accuracy = 0.88, Loss = 0.264
[2019-11-27 17:33] Train Step 0640/10000, Batch Size = 128, Model type RNN, Examples/Sec = 14818.00, Accuracy = 0.80, Loss = 0.381
[2019-11-27 17:33] Train Step 0650/10000, Batch Size = 128, Model type RNN, Examples/Sec = 14834.79, Accuracy = 0.80, Loss = 0.375
[2019-11-27 17:33] Train Step 0660/10000, Batch Size = 128, Model type RNN, Examples/Sec = 14738.27, Accuracy = 0.84, Loss = 0.320
[2019-11-27 17:33] Train Step 0670/10000, Batch Size = 128, Model type RNN, Examples/Sec = 14895.29, Accuracy = 0.76, Loss = 0.319
[2019-11-27 17:33] Train Step 0680/10000, Batch Size = 128, Model type RNN, Examples/Sec = 14797.17, Accuracy = 0.88, Loss = 0.234
[2019-11-27 17:33] Train Step 0690/10000, Batch Size = 128, Model type RNN, Examples/Sec = 14812.68, Accuracy = 0.84, Loss = 0.219
[2019-11-27 17:33] Train Step 0700/10000, Batch Size = 128, Model type RNN, Examples/Sec = 14868.89, Accuracy = 0.88, Loss = 0.206
[2019-11-27 17:33] Train Step 0710/10000, Batch Size = 128, Model type RNN, Examples/Sec = 14825.36, Accuracy = 0.91, Loss = 0.231
[2019-11-27 17:33] Train Step 0720/10000, Batch Size = 128, Model type RNN, Examples/Sec = 14869.30, Accuracy = 0.82, Loss = 0.297
[2019-11-27 17:33] Train Step 0730/10000, Batch Size = 128, Model type RNN, Examples/Sec = 14838.48, Accuracy = 0.92, Loss = 0.239
[2019-11-27 17:33] Train Step 0740/10000, Batch Size = 128, Model type RNN, Examples/Sec = 15084.46, Accuracy = 0.90, Loss = 0.213
[2019-11-27 17:33] Train Step 0750/10000, Batch Size = 128, Model type RNN, Examples/Sec = 14894.46, Accuracy = 0.86, Loss = 0.236
[2019-11-27 17:33] Train Step 0760/10000, Batch Size = 128, Model type RNN, Examples/Sec = 15015.69, Accuracy = 0.93, Loss = 0.210
[2019-11-27 17:33] Train Step 0770/10000, Batch Size = 128, Model type RNN, Examples/Sec = 15008.55, Accuracy = 0.99, Loss = 0.194
[2019-11-27 17:33] Train Step 0780/10000, Batch Size = 128, Model type RNN, Examples/Sec = 14971.72, Accuracy = 0.95, Loss = 0.159
[2019-11-27 17:33] Train Step 0790/10000, Batch Size = 128, Model type RNN, Examples/Sec = 14756.09, Accuracy = 0.84, Loss = 0.285
[2019-11-27 17:33] Train Step 0800/10000, Batch Size = 128, Model type RNN, Examples/Sec = 14948.79, Accuracy = 0.89, Loss = 0.232
[2019-11-27 17:33] Train Step 0810/10000, Batch Size = 128, Model type RNN, Examples/Sec = 14749.61, Accuracy = 0.84, Loss = 0.261
[2019-11-27 17:33] Train Step 0820/10000, Batch Size = 128, Model type RNN, Examples/Sec = 14905.63, Accuracy = 0.84, Loss = 0.268
[2019-11-27 17:33] Train Step 0830/10000, Batch Size = 128, Model type RNN, Examples/Sec = 15059.07, Accuracy = 0.99, Loss = 0.151
[2019-11-27 17:33] Train Step 0840/10000, Batch Size = 128, Model type RNN, Examples/Sec = 15033.77, Accuracy = 0.93, Loss = 0.163
[2019-11-27 17:33] Train Step 0850/10000, Batch Size = 128, Model type RNN, Examples/Sec = 14928.84, Accuracy = 0.79, Loss = 0.539
[2019-11-27 17:33] Train Step 0860/10000, Batch Size = 128, Model type RNN, Examples/Sec = 14947.13, Accuracy = 0.86, Loss = 0.286
[2019-11-27 17:33] Train Step 0870/10000, Batch Size = 128, Model type RNN, Examples/Sec = 14852.84, Accuracy = 0.88, Loss = 0.233
[2019-11-27 17:33] Train Step 0880/10000, Batch Size = 128, Model type RNN, Examples/Sec = 14891.57, Accuracy = 0.97, Loss = 0.134
[2019-11-27 17:33] Train Step 0890/10000, Batch Size = 128, Model type RNN, Examples/Sec = 14796.76, Accuracy = 0.91, Loss = 0.190
[2019-11-27 17:33] Train Step 0900/10000, Batch Size = 128, Model type RNN, Examples/Sec = 14774.77, Accuracy = 0.82, Loss = 0.278
[2019-11-27 17:33] Train Step 0910/10000, Batch Size = 128, Model type RNN, Examples/Sec = 14949.62, Accuracy = 0.85, Loss = 0.248
[2019-11-27 17:33] Train Step 0920/10000, Batch Size = 128, Model type RNN, Examples/Sec = 14942.55, Accuracy = 0.99, Loss = 0.142
[2019-11-27 17:33] Train Step 0930/10000, Batch Size = 128, Model type RNN, Examples/Sec = 14867.65, Accuracy = 0.82, Loss = 0.356
[2019-11-27 17:33] Train Step 0940/10000, Batch Size = 128, Model type RNN, Examples/Sec = 14883.73, Accuracy = 0.99, Loss = 0.107
[2019-11-27 17:33] Train Step 0950/10000, Batch Size = 128, Model type RNN, Examples/Sec = 14807.37, Accuracy = 0.95, Loss = 0.149
[2019-11-27 17:33] Train Step 0960/10000, Batch Size = 128, Model type RNN, Examples/Sec = 14974.23, Accuracy = 1.00, Loss = 0.089
[2019-11-27 17:33] Train Step 0970/10000, Batch Size = 128, Model type RNN, Examples/Sec = 14820.45, Accuracy = 0.54, Loss = 1.807
[2019-11-27 17:33] Train Step 0980/10000, Batch Size = 128, Model type RNN, Examples/Sec = 14804.51, Accuracy = 0.98, Loss = 0.139
[2019-11-27 17:33] Train Step 0990/10000, Batch Size = 128, Model type RNN, Examples/Sec = 14734.22, Accuracy = 0.92, Loss = 0.168
[2019-11-27 17:33] Train Step 1000/10000, Batch Size = 128, Model type RNN, Examples/Sec = 14976.31, Accuracy = 0.98, Loss = 0.091
[2019-11-27 17:33] Train Step 1010/10000, Batch Size = 128, Model type RNN, Examples/Sec = 14953.79, Accuracy = 1.00, Loss = 0.071
[2019-11-27 17:33] Train Step 1020/10000, Batch Size = 128, Model type RNN, Examples/Sec = 15027.46, Accuracy = 1.00, Loss = 0.057
[2019-11-27 17:33] Train Step 1030/10000, Batch Size = 128, Model type RNN, Examples/Sec = 13526.26, Accuracy = 0.85, Loss = 0.233
[2019-11-27 17:33] Train Step 1040/10000, Batch Size = 128, Model type RNN, Examples/Sec = 14687.47, Accuracy = 0.91, Loss = 0.152
[2019-11-27 17:33] Train Step 1050/10000, Batch Size = 128, Model type RNN, Examples/Sec = 14770.30, Accuracy = 0.98, Loss = 0.099
[2019-11-27 17:33] Train Step 1060/10000, Batch Size = 128, Model type RNN, Examples/Sec = 14785.76, Accuracy = 0.91, Loss = 0.218
[2019-11-27 17:33] Train Step 1070/10000, Batch Size = 128, Model type RNN, Examples/Sec = 14848.74, Accuracy = 0.98, Loss = 0.108
[2019-11-27 17:33] Train Step 1080/10000, Batch Size = 128, Model type RNN, Examples/Sec = 14822.09, Accuracy = 0.88, Loss = 0.152
[2019-11-27 17:33] Train Step 1090/10000, Batch Size = 128, Model type RNN, Examples/Sec = 14957.95, Accuracy = 1.00, Loss = 0.081
[2019-11-27 17:33] Train Step 1100/10000, Batch Size = 128, Model type RNN, Examples/Sec = 14998.07, Accuracy = 1.00, Loss = 0.058
[2019-11-27 17:33] Train Step 1110/10000, Batch Size = 128, Model type RNN, Examples/Sec = 14866.83, Accuracy = 1.00, Loss = 0.040
[2019-11-27 17:33] Train Step 1120/10000, Batch Size = 128, Model type RNN, Examples/Sec = 15101.43, Accuracy = 0.72, Loss = 0.663
[2019-11-27 17:33] Train Step 1130/10000, Batch Size = 128, Model type RNN, Examples/Sec = 15287.19, Accuracy = 1.00, Loss = 0.038
[2019-11-27 17:33] Train Step 1140/10000, Batch Size = 128, Model type RNN, Examples/Sec = 15334.79, Accuracy = 1.00, Loss = 0.030
[2019-11-27 17:33] Train Step 1150/10000, Batch Size = 128, Model type RNN, Examples/Sec = 15300.26, Accuracy = 1.00, Loss = 0.036
[2019-11-27 17:33] Train Step 1160/10000, Batch Size = 128, Model type RNN, Examples/Sec = 15366.83, Accuracy = 1.00, Loss = 0.023
[2019-11-27 17:33] Train Step 1170/10000, Batch Size = 128, Model type RNN, Examples/Sec = 15276.32, Accuracy = 1.00, Loss = 0.022
[2019-11-27 17:33] Train Step 1180/10000, Batch Size = 128, Model type RNN, Examples/Sec = 14848.33, Accuracy = 1.00, Loss = 0.023
[2019-11-27 17:33] Train Step 1190/10000, Batch Size = 128, Model type RNN, Examples/Sec = 15355.40, Accuracy = 1.00, Loss = 0.016
[2019-11-27 17:33] Train Step 1200/10000, Batch Size = 128, Model type RNN, Examples/Sec = 15176.13, Accuracy = 0.34, Loss = 3.345
[2019-11-27 17:33] Train Step 1210/10000, Batch Size = 128, Model type RNN, Examples/Sec = 15197.61, Accuracy = 0.91, Loss = 0.291
[2019-11-27 17:33] Train Step 1220/10000, Batch Size = 128, Model type RNN, Examples/Sec = 15209.67, Accuracy = 0.95, Loss = 0.120
[2019-11-27 17:33] Train Step 1230/10000, Batch Size = 128, Model type RNN, Examples/Sec = 15454.41, Accuracy = 0.98, Loss = 0.092
[2019-11-27 17:33] Train Step 1240/10000, Batch Size = 128, Model type RNN, Examples/Sec = 15196.32, Accuracy = 0.88, Loss = 0.220
[2019-11-27 17:33] Train Step 1250/10000, Batch Size = 128, Model type RNN, Examples/Sec = 15217.86, Accuracy = 0.88, Loss = 0.188
[2019-11-27 17:33] Train Step 1260/10000, Batch Size = 128, Model type RNN, Examples/Sec = 15381.80, Accuracy = 1.00, Loss = 0.063
[2019-11-27 17:33] Train Step 1270/10000, Batch Size = 128, Model type RNN, Examples/Sec = 15289.80, Accuracy = 0.90, Loss = 0.223
[2019-11-27 17:33] Train Step 1280/10000, Batch Size = 128, Model type RNN, Examples/Sec = 15479.81, Accuracy = 0.86, Loss = 0.259
[2019-11-27 17:33] Train Step 1290/10000, Batch Size = 128, Model type RNN, Examples/Sec = 15123.55, Accuracy = 0.88, Loss = 0.200
[2019-11-27 17:33] Train Step 1300/10000, Batch Size = 128, Model type RNN, Examples/Sec = 15391.94, Accuracy = 1.00, Loss = 0.040
[2019-11-27 17:33] Train Step 1310/10000, Batch Size = 128, Model type RNN, Examples/Sec = 15803.34, Accuracy = 1.00, Loss = 0.023
[2019-11-27 17:33] Train Step 1320/10000, Batch Size = 128, Model type RNN, Examples/Sec = 15840.17, Accuracy = 1.00, Loss = 0.020
[2019-11-27 17:33] Train Step 1330/10000, Batch Size = 128, Model type RNN, Examples/Sec = 15617.15, Accuracy = 1.00, Loss = 0.017
[2019-11-27 17:33] Train Step 1340/10000, Batch Size = 128, Model type RNN, Examples/Sec = 15581.35, Accuracy = 1.00, Loss = 0.017
[2019-11-27 17:33] Train Step 1350/10000, Batch Size = 128, Model type RNN, Examples/Sec = 15674.61, Accuracy = 1.00, Loss = 0.016
[2019-11-27 17:33] Train Step 1360/10000, Batch Size = 128, Model type RNN, Examples/Sec = 14962.12, Accuracy = 1.00, Loss = 0.013
[2019-11-27 17:33] Train Step 1370/10000, Batch Size = 128, Model type RNN, Examples/Sec = 14778.84, Accuracy = 1.00, Loss = 0.011
[2019-11-27 17:33] Train Step 1380/10000, Batch Size = 128, Model type RNN, Examples/Sec = 15724.19, Accuracy = 1.00, Loss = 0.012
[2019-11-27 17:33] Train Step 1390/10000, Batch Size = 128, Model type RNN, Examples/Sec = 15757.42, Accuracy = 1.00, Loss = 0.012
[2019-11-27 17:33] Train Step 1400/10000, Batch Size = 128, Model type RNN, Examples/Sec = 15621.70, Accuracy = 1.00, Loss = 0.010
[2019-11-27 17:33] Train Step 1410/10000, Batch Size = 128, Model type RNN, Examples/Sec = 15638.08, Accuracy = 1.00, Loss = 0.010
[2019-11-27 17:33] Train Step 1420/10000, Batch Size = 128, Model type RNN, Examples/Sec = 15618.52, Accuracy = 1.00, Loss = 0.009
[2019-11-27 17:33] Train Step 1430/10000, Batch Size = 128, Model type RNN, Examples/Sec = 15714.98, Accuracy = 1.00, Loss = 0.008
[2019-11-27 17:33] Train Step 1440/10000, Batch Size = 128, Model type RNN, Examples/Sec = 14859.83, Accuracy = 1.00, Loss = 0.007
[2019-11-27 17:33] Train Step 1450/10000, Batch Size = 128, Model type RNN, Examples/Sec = 14940.47, Accuracy = 1.00, Loss = 0.009
[2019-11-27 17:33] Train Step 1460/10000, Batch Size = 128, Model type RNN, Examples/Sec = 15667.29, Accuracy = 0.88, Loss = 0.602
[2019-11-27 17:33] Train Step 1470/10000, Batch Size = 128, Model type RNN, Examples/Sec = 15597.19, Accuracy = 0.80, Loss = 0.456
[2019-11-27 17:33] Train Step 1480/10000, Batch Size = 128, Model type RNN, Examples/Sec = 12223.00, Accuracy = 0.98, Loss = 0.097
[2019-11-27 17:33] Train Step 1490/10000, Batch Size = 128, Model type RNN, Examples/Sec = 15449.08, Accuracy = 0.70, Loss = 0.964
[2019-11-27 17:33] Train Step 1500/10000, Batch Size = 128, Model type RNN, Examples/Sec = 15589.94, Accuracy = 0.81, Loss = 0.568
[2019-11-27 17:33] Train Step 1510/10000, Batch Size = 128, Model type RNN, Examples/Sec = 15552.01, Accuracy = 0.84, Loss = 0.387
[2019-11-27 17:33] Train Step 1520/10000, Batch Size = 128, Model type RNN, Examples/Sec = 14780.47, Accuracy = 0.88, Loss = 0.213
[2019-11-27 17:33] Train Step 1530/10000, Batch Size = 128, Model type RNN, Examples/Sec = 14997.23, Accuracy = 1.00, Loss = 0.028
[2019-11-27 17:33] Train Step 1540/10000, Batch Size = 128, Model type RNN, Examples/Sec = 15763.89, Accuracy = 1.00, Loss = 0.014
[2019-11-27 17:33] Train Step 1550/10000, Batch Size = 128, Model type RNN, Examples/Sec = 15753.72, Accuracy = 1.00, Loss = 0.011
[2019-11-27 17:33] Train Step 1560/10000, Batch Size = 128, Model type RNN, Examples/Sec = 15629.88, Accuracy = 1.00, Loss = 0.010
[2019-11-27 17:33] Train Step 1570/10000, Batch Size = 128, Model type RNN, Examples/Sec = 15657.23, Accuracy = 1.00, Loss = 0.009
[2019-11-27 17:33] Train Step 1580/10000, Batch Size = 128, Model type RNN, Examples/Sec = 15806.59, Accuracy = 1.00, Loss = 0.009
[2019-11-27 17:33] Train Step 1590/10000, Batch Size = 128, Model type RNN, Examples/Sec = 15643.09, Accuracy = 1.00, Loss = 0.008
[2019-11-27 17:33] Train Step 1600/10000, Batch Size = 128, Model type RNN, Examples/Sec = 14995.14, Accuracy = 1.00, Loss = 0.007
[2019-11-27 17:33] Train Step 1610/10000, Batch Size = 128, Model type RNN, Examples/Sec = 15008.13, Accuracy = 1.00, Loss = 0.007
[2019-11-27 17:33] Train Step 1620/10000, Batch Size = 128, Model type RNN, Examples/Sec = 15782.89, Accuracy = 1.00, Loss = 0.006
[2019-11-27 17:33] Train Step 1630/10000, Batch Size = 128, Model type RNN, Examples/Sec = 15485.62, Accuracy = 1.00, Loss = 0.006
----------------------------------------------INPUT LENGTH  10 ------------------------

[2019-11-27 17:33] Train Step 0000/10000, Batch Size = 128, Model type RNN, Examples/Sec = 7105.13, Accuracy = 0.06, Loss = 2.311
[2019-11-27 17:33] Train Step 0010/10000, Batch Size = 128, Model type RNN, Examples/Sec = 14297.49, Accuracy = 0.12, Loss = 2.253
[2019-11-27 17:33] Train Step 0020/10000, Batch Size = 128, Model type RNN, Examples/Sec = 14718.87, Accuracy = 0.18, Loss = 2.120
[2019-11-27 17:33] Train Step 0030/10000, Batch Size = 128, Model type RNN, Examples/Sec = 14475.99, Accuracy = 0.23, Loss = 1.794
[2019-11-27 17:33] Train Step 0040/10000, Batch Size = 128, Model type RNN, Examples/Sec = 14456.11, Accuracy = 0.25, Loss = 1.763
[2019-11-27 17:33] Train Step 0050/10000, Batch Size = 128, Model type RNN, Examples/Sec = 14818.41, Accuracy = 0.36, Loss = 1.605
[2019-11-27 17:33] Train Step 0060/10000, Batch Size = 128, Model type RNN, Examples/Sec = 14718.87, Accuracy = 0.27, Loss = 1.607
[2019-11-27 17:33] Train Step 0070/10000, Batch Size = 128, Model type RNN, Examples/Sec = 14712.42, Accuracy = 0.33, Loss = 1.389
[2019-11-27 17:33] Train Step 0080/10000, Batch Size = 128, Model type RNN, Examples/Sec = 14843.81, Accuracy = 0.43, Loss = 1.362
[2019-11-27 17:33] Train Step 0090/10000, Batch Size = 128, Model type RNN, Examples/Sec = 14639.80, Accuracy = 0.48, Loss = 1.308
[2019-11-27 17:33] Train Step 0100/10000, Batch Size = 128, Model type RNN, Examples/Sec = 14854.90, Accuracy = 0.50, Loss = 1.203
[2019-11-27 17:33] Train Step 0110/10000, Batch Size = 128, Model type RNN, Examples/Sec = 14752.04, Accuracy = 0.46, Loss = 1.216
[2019-11-27 17:33] Train Step 0120/10000, Batch Size = 128, Model type RNN, Examples/Sec = 14880.84, Accuracy = 0.42, Loss = 1.175
[2019-11-27 17:33] Train Step 0130/10000, Batch Size = 128, Model type RNN, Examples/Sec = 14783.72, Accuracy = 0.38, Loss = 1.253
[2019-11-27 17:33] Train Step 0140/10000, Batch Size = 128, Model type RNN, Examples/Sec = 14798.39, Accuracy = 0.34, Loss = 1.317
[2019-11-27 17:33] Train Step 0150/10000, Batch Size = 128, Model type RNN, Examples/Sec = 14838.89, Accuracy = 0.39, Loss = 1.313
[2019-11-27 17:33] Train Step 0160/10000, Batch Size = 128, Model type RNN, Examples/Sec = 14697.92, Accuracy = 0.62, Loss = 1.016
[2019-11-27 17:33] Train Step 0170/10000, Batch Size = 128, Model type RNN, Examples/Sec = 14796.35, Accuracy = 0.52, Loss = 1.113
[2019-11-27 17:33] Train Step 0180/10000, Batch Size = 128, Model type RNN, Examples/Sec = 14674.22, Accuracy = 0.56, Loss = 1.022
[2019-11-27 17:33] Train Step 0190/10000, Batch Size = 128, Model type RNN, Examples/Sec = 14873.83, Accuracy = 0.51, Loss = 1.117
[2019-11-27 17:33] Train Step 0200/10000, Batch Size = 128, Model type RNN, Examples/Sec = 14689.88, Accuracy = 0.47, Loss = 1.090
[2019-11-27 17:33] Train Step 0210/10000, Batch Size = 128, Model type RNN, Examples/Sec = 14649.39, Accuracy = 0.45, Loss = 0.973
[2019-11-27 17:33] Train Step 0220/10000, Batch Size = 128, Model type RNN, Examples/Sec = 14771.11, Accuracy = 0.50, Loss = 1.052
[2019-11-27 17:33] Train Step 0230/10000, Batch Size = 128, Model type RNN, Examples/Sec = 14780.87, Accuracy = 0.70, Loss = 0.805
[2019-11-27 17:33] Train Step 0240/10000, Batch Size = 128, Model type RNN, Examples/Sec = 14760.96, Accuracy = 0.70, Loss = 0.786
[2019-11-27 17:33] Train Step 0250/10000, Batch Size = 128, Model type RNN, Examples/Sec = 14786.57, Accuracy = 0.53, Loss = 0.844
[2019-11-27 17:33] Train Step 0260/10000, Batch Size = 128, Model type RNN, Examples/Sec = 14881.66, Accuracy = 0.67, Loss = 0.721
[2019-11-27 17:33] Train Step 0270/10000, Batch Size = 128, Model type RNN, Examples/Sec = 14780.87, Accuracy = 0.59, Loss = 0.811
[2019-11-27 17:33] Train Step 0280/10000, Batch Size = 128, Model type RNN, Examples/Sec = 14801.25, Accuracy = 0.43, Loss = 1.089
[2019-11-27 17:33] Train Step 0290/10000, Batch Size = 128, Model type RNN, Examples/Sec = 14890.74, Accuracy = 0.55, Loss = 0.733
[2019-11-27 17:33] Train Step 0300/10000, Batch Size = 128, Model type RNN, Examples/Sec = 14837.25, Accuracy = 0.66, Loss = 0.720
[2019-11-27 17:33] Train Step 0310/10000, Batch Size = 128, Model type RNN, Examples/Sec = 14803.70, Accuracy = 0.75, Loss = 0.848
[2019-11-27 17:33] Train Step 0320/10000, Batch Size = 128, Model type RNN, Examples/Sec = 14874.65, Accuracy = 0.69, Loss = 0.723
[2019-11-27 17:33] Train Step 0330/10000, Batch Size = 128, Model type RNN, Examples/Sec = 14875.07, Accuracy = 0.68, Loss = 0.727
[2019-11-27 17:33] Train Step 0340/10000, Batch Size = 128, Model type RNN, Examples/Sec = 14756.90, Accuracy = 0.79, Loss = 0.607
[2019-11-27 17:33] Train Step 0350/10000, Batch Size = 128, Model type RNN, Examples/Sec = 15087.85, Accuracy = 0.75, Loss = 0.579
[2019-11-27 17:33] Train Step 0360/10000, Batch Size = 128, Model type RNN, Examples/Sec = 14831.10, Accuracy = 0.69, Loss = 0.647
[2019-11-27 17:33] Train Step 0370/10000, Batch Size = 128, Model type RNN, Examples/Sec = 14782.50, Accuracy = 0.66, Loss = 0.621
[2019-11-27 17:33] Train Step 0380/10000, Batch Size = 128, Model type RNN, Examples/Sec = 14809.01, Accuracy = 0.91, Loss = 0.577
[2019-11-27 17:33] Train Step 0390/10000, Batch Size = 128, Model type RNN, Examples/Sec = 14743.94, Accuracy = 0.71, Loss = 0.574
[2019-11-27 17:33] Train Step 0400/10000, Batch Size = 128, Model type RNN, Examples/Sec = 14396.80, Accuracy = 0.63, Loss = 0.616
[2019-11-27 17:33] Train Step 0410/10000, Batch Size = 128, Model type RNN, Examples/Sec = 14866.01, Accuracy = 0.63, Loss = 0.591
[2019-11-27 17:33] Train Step 0420/10000, Batch Size = 128, Model type RNN, Examples/Sec = 14728.16, Accuracy = 0.66, Loss = 0.572
[2019-11-27 17:33] Train Step 0430/10000, Batch Size = 128, Model type RNN, Examples/Sec = 14829.05, Accuracy = 0.61, Loss = 0.636
[2019-11-27 17:33] Train Step 0440/10000, Batch Size = 128, Model type RNN, Examples/Sec = 14743.94, Accuracy = 0.69, Loss = 0.668
[2019-11-27 17:33] Train Step 0450/10000, Batch Size = 128, Model type RNN, Examples/Sec = 14740.70, Accuracy = 0.81, Loss = 0.476
[2019-11-27 17:33] Train Step 0460/10000, Batch Size = 128, Model type RNN, Examples/Sec = 14588.09, Accuracy = 0.76, Loss = 0.491
[2019-11-27 17:33] Train Step 0470/10000, Batch Size = 128, Model type RNN, Examples/Sec = 14710.00, Accuracy = 0.89, Loss = 0.398
[2019-11-27 17:33] Train Step 0480/10000, Batch Size = 128, Model type RNN, Examples/Sec = 14834.38, Accuracy = 0.80, Loss = 0.438
[2019-11-27 17:33] Train Step 0490/10000, Batch Size = 128, Model type RNN, Examples/Sec = 14853.26, Accuracy = 0.88, Loss = 0.366
[2019-11-27 17:33] Train Step 0500/10000, Batch Size = 128, Model type RNN, Examples/Sec = 14682.24, Accuracy = 0.88, Loss = 0.385
[2019-11-27 17:33] Train Step 0510/10000, Batch Size = 128, Model type RNN, Examples/Sec = 14954.20, Accuracy = 0.91, Loss = 0.325
[2019-11-27 17:33] Train Step 0520/10000, Batch Size = 128, Model type RNN, Examples/Sec = 14814.32, Accuracy = 0.83, Loss = 0.396
[2019-11-27 17:33] Train Step 0530/10000, Batch Size = 128, Model type RNN, Examples/Sec = 14866.42, Accuracy = 0.77, Loss = 0.482
[2019-11-27 17:33] Train Step 0540/10000, Batch Size = 128, Model type RNN, Examples/Sec = 14729.78, Accuracy = 0.82, Loss = 0.394
[2019-11-27 17:33] Train Step 0550/10000, Batch Size = 128, Model type RNN, Examples/Sec = 14877.54, Accuracy = 0.86, Loss = 0.381
[2019-11-27 17:33] Train Step 0560/10000, Batch Size = 128, Model type RNN, Examples/Sec = 14760.56, Accuracy = 0.92, Loss = 0.318
[2019-11-27 17:33] Train Step 0570/10000, Batch Size = 128, Model type RNN, Examples/Sec = 14836.43, Accuracy = 0.89, Loss = 0.311
[2019-11-27 17:33] Train Step 0580/10000, Batch Size = 128, Model type RNN, Examples/Sec = 14735.84, Accuracy = 0.86, Loss = 0.335
[2019-11-27 17:33] Train Step 0590/10000, Batch Size = 128, Model type RNN, Examples/Sec = 14719.28, Accuracy = 0.84, Loss = 0.351
[2019-11-27 17:33] Train Step 0600/10000, Batch Size = 128, Model type RNN, Examples/Sec = 14562.77, Accuracy = 0.90, Loss = 0.305
[2019-11-27 17:33] Train Step 0610/10000, Batch Size = 128, Model type RNN, Examples/Sec = 14737.05, Accuracy = 0.84, Loss = 0.374
[2019-11-27 17:33] Train Step 0620/10000, Batch Size = 128, Model type RNN, Examples/Sec = 14751.63, Accuracy = 0.94, Loss = 0.255
[2019-11-27 17:33] Train Step 0630/10000, Batch Size = 128, Model type RNN, Examples/Sec = 14658.59, Accuracy = 0.98, Loss = 0.226
