ERROR: Unable to locate a modulefile for 'torque/default'
ERROR: Unable to locate a modulefile for 'oldwheezy/1.0'
ERROR: Unable to locate a modulefile for 'licenses/1.0'
ERROR: Unable to locate a modulefile for 'stdenv/1.3'
ERROR: Unable to locate a modulefile for 'libgfortran/32/1'
----------------------------------------------INPUT LENGTH  5 ------------------------

/home/lgpu0119/DL_assignments_2019/assignment_2/part1/train.py:104: UserWarning: torch.nn.utils.clip_grad_norm is now deprecated in favor of torch.nn.utils.clip_grad_norm_.
  torch.nn.utils.clip_grad_norm(model.parameters(), max_norm=config.max_norm)
[2019-11-27 17:40] Train Step 0000/10000, Batch Size = 128, Model type RNN, Examples/Sec = 6599.36, Accuracy = 0.09, Loss = 2.320
[2019-11-27 18:09] Train Step 0700/10000, Batch Size = 128, Model type RNN, Examples/Sec = 11014.77, Accuracy = 0.98, Loss = 0.269
[2019-11-27 18:09] Train Step 0710/10000, Batch Size = 128, Model type RNN, Examples/Sec = 10923.33, Accuracy = 0.71, Loss = 0.668
[2019-11-27 18:09] Train Step 0720/10000, Batch Size = 128, Model type RNN, Examples/Sec = 10966.84, Accuracy = 0.77, Loss = 0.622
[2019-11-27 18:09] Train Step 0730/10000, Batch Size = 128, Model type RNN, Examples/Sec = 10901.15, Accuracy = 0.80, Loss = 0.401
[2019-11-27 18:09] Train Step 0740/10000, Batch Size = 128, Model type RNN, Examples/Sec = 10973.79, Accuracy = 0.88, Loss = 0.287
[2019-11-27 18:09] Train Step 0750/10000, Batch Size = 128, Model type RNN, Examples/Sec = 10921.33, Accuracy = 0.91, Loss = 0.243
[2019-11-27 18:09] Train Step 0760/10000, Batch Size = 128, Model type RNN, Examples/Sec = 11007.32, Accuracy = 0.94, Loss = 0.346
[2019-11-27 18:09] Train Step 0770/10000, Batch Size = 128, Model type RNN, Examples/Sec = 9279.75, Accuracy = 0.95, Loss = 0.240
[2019-11-27 18:09] Train Step 0780/10000, Batch Size = 128, Model type RNN, Examples/Sec = 11048.32, Accuracy = 0.91, Loss = 0.247
[2019-11-27 18:09] Train Step 0790/10000, Batch Size = 128, Model type RNN, Examples/Sec = 11070.42, Accuracy = 0.92, Loss = 0.274
[2019-11-27 18:09] Train Step 0800/10000, Batch Size = 128, Model type RNN, Examples/Sec = 11042.18, Accuracy = 0.91, Loss = 0.255
[2019-11-27 18:09] Train Step 0810/10000, Batch Size = 128, Model type RNN, Examples/Sec = 11037.87, Accuracy = 0.76, Loss = 0.395
[2019-11-27 18:09] Train Step 0820/10000, Batch Size = 128, Model type RNN, Examples/Sec = 11002.35, Accuracy = 0.91, Loss = 0.221
[2019-11-27 18:09] Train Step 0830/10000, Batch Size = 128, Model type RNN, Examples/Sec = 11035.15, Accuracy = 0.88, Loss = 0.279
[2019-11-27 18:09] Train Step 0840/10000, Batch Size = 128, Model type RNN, Examples/Sec = 11026.08, Accuracy = 0.83, Loss = 0.393
[2019-11-27 18:09] Train Step 0850/10000, Batch Size = 128, Model type RNN, Examples/Sec = 10988.17, Accuracy = 0.80, Loss = 0.295
[2019-11-27 18:09] Train Step 0860/10000, Batch Size = 128, Model type RNN, Examples/Sec = 10990.64, Accuracy = 0.81, Loss = 0.376
[2019-11-27 18:09] Train Step 0870/10000, Batch Size = 128, Model type RNN, Examples/Sec = 11032.65, Accuracy = 0.72, Loss = 0.454
[2019-11-27 18:09] Train Step 0880/10000, Batch Size = 128, Model type RNN, Examples/Sec = 10847.63, Accuracy = 0.73, Loss = 0.763
[2019-11-27 18:09] Train Step 0890/10000, Batch Size = 128, Model type RNN, Examples/Sec = 10878.84, Accuracy = 0.93, Loss = 0.210
[2019-11-27 18:09] Train Step 0900/10000, Batch Size = 128, Model type RNN, Examples/Sec = 10954.98, Accuracy = 0.86, Loss = 0.238
[2019-11-27 18:09] Train Step 0910/10000, Batch Size = 128, Model type RNN, Examples/Sec = 11017.71, Accuracy = 0.96, Loss = 0.130
[2019-11-27 18:09] Train Step 0920/10000, Batch Size = 128, Model type RNN, Examples/Sec = 10992.67, Accuracy = 0.87, Loss = 0.192
[2019-11-27 18:09] Train Step 0930/10000, Batch Size = 128, Model type RNN, Examples/Sec = 10934.23, Accuracy = 0.89, Loss = 0.182
[2019-11-27 18:09] Train Step 0940/10000, Batch Size = 128, Model type RNN, Examples/Sec = 11110.74, Accuracy = 1.00, Loss = 0.134
[2019-11-27 18:09] Train Step 0950/10000, Batch Size = 128, Model type RNN, Examples/Sec = 11116.26, Accuracy = 0.94, Loss = 0.156
[2019-11-27 18:09] Train Step 0960/10000, Batch Size = 128, Model type RNN, Examples/Sec = 11076.81, Accuracy = 1.00, Loss = 0.127
[2019-11-27 18:09] Train Step 0970/10000, Batch Size = 128, Model type RNN, Examples/Sec = 10954.31, Accuracy = 0.88, Loss = 0.142
[2019-11-27 18:09] Train Step 0980/10000, Batch Size = 128, Model type RNN, Examples/Sec = 10906.91, Accuracy = 0.85, Loss = 0.243
[2019-11-27 18:09] Train Step 0990/10000, Batch Size = 128, Model type RNN, Examples/Sec = 11025.85, Accuracy = 0.84, Loss = 0.205
[2019-11-27 18:09] Train Step 1000/10000, Batch Size = 128, Model type RNN, Examples/Sec = 10954.76, Accuracy = 0.87, Loss = 0.197
[2019-11-27 18:09] Train Step 1010/10000, Batch Size = 128, Model type RNN, Examples/Sec = 11060.61, Accuracy = 0.87, Loss = 0.197
[2019-11-27 18:09] Train Step 1020/10000, Batch Size = 128, Model type RNN, Examples/Sec = 11407.49, Accuracy = 0.97, Loss = 0.093
[2019-11-27 18:09] Train Step 1030/10000, Batch Size = 128, Model type RNN, Examples/Sec = 11293.99, Accuracy = 0.98, Loss = 0.123
[2019-11-27 18:09] Train Step 1040/10000, Batch Size = 128, Model type RNN, Examples/Sec = 11245.73, Accuracy = 0.95, Loss = 0.166
[2019-11-27 18:09] Train Step 1050/10000, Batch Size = 128, Model type RNN, Examples/Sec = 11257.04, Accuracy = 0.97, Loss = 0.142
[2019-11-27 18:09] Train Step 1060/10000, Batch Size = 128, Model type RNN, Examples/Sec = 11207.69, Accuracy = 1.00, Loss = 0.058
[2019-11-27 18:09] Train Step 1070/10000, Batch Size = 128, Model type RNN, Examples/Sec = 11270.75, Accuracy = 0.88, Loss = 0.194
[2019-11-27 18:09] Train Step 1080/10000, Batch Size = 128, Model type RNN, Examples/Sec = 11137.01, Accuracy = 0.99, Loss = 0.079
[2019-11-27 18:09] Train Step 1090/10000, Batch Size = 128, Model type RNN, Examples/Sec = 11184.11, Accuracy = 0.89, Loss = 0.151
[2019-11-27 18:09] Train Step 1100/10000, Batch Size = 128, Model type RNN, Examples/Sec = 11209.80, Accuracy = 0.55, Loss = 1.742
[2019-11-27 18:09] Train Step 1110/10000, Batch Size = 128, Model type RNN, Examples/Sec = 11025.18, Accuracy = 0.80, Loss = 0.620
[2019-11-27 18:09] Train Step 1120/10000, Batch Size = 128, Model type RNN, Examples/Sec = 11169.69, Accuracy = 0.95, Loss = 0.104
[2019-11-27 18:09] Train Step 1130/10000, Batch Size = 128, Model type RNN, Examples/Sec = 11245.25, Accuracy = 1.00, Loss = 0.080
[2019-11-27 18:09] Train Step 1140/10000, Batch Size = 128, Model type RNN, Examples/Sec = 11366.20, Accuracy = 0.99, Loss = 0.128
[2019-11-27 18:09] Train Step 1150/10000, Batch Size = 128, Model type RNN, Examples/Sec = 11281.88, Accuracy = 0.98, Loss = 0.098
[2019-11-27 18:09] Train Step 1160/10000, Batch Size = 128, Model type RNN, Examples/Sec = 11220.34, Accuracy = 0.77, Loss = 0.486
[2019-11-27 18:09] Train Step 1170/10000, Batch Size = 128, Model type RNN, Examples/Sec = 11447.14, Accuracy = 1.00, Loss = 0.036
[2019-11-27 18:09] Train Step 1180/10000, Batch Size = 128, Model type RNN, Examples/Sec = 10551.09, Accuracy = 1.00, Loss = 0.024
[2019-11-27 18:09] Train Step 1190/10000, Batch Size = 128, Model type RNN, Examples/Sec = 11377.04, Accuracy = 1.00, Loss = 0.026
[2019-11-27 18:09] Train Step 1200/10000, Batch Size = 128, Model type RNN, Examples/Sec = 11289.00, Accuracy = 0.91, Loss = 0.239
[2019-11-27 18:09] Train Step 1210/10000, Batch Size = 128, Model type RNN, Examples/Sec = 11269.57, Accuracy = 0.88, Loss = 0.259
[2019-11-27 18:09] Train Step 1220/10000, Batch Size = 128, Model type RNN, Examples/Sec = 11252.56, Accuracy = 0.94, Loss = 0.108
[2019-11-27 18:09] Train Step 1230/10000, Batch Size = 128, Model type RNN, Examples/Sec = 11244.78, Accuracy = 1.00, Loss = 0.106
[2019-11-27 18:09] Train Step 1240/10000, Batch Size = 128, Model type RNN, Examples/Sec = 11171.78, Accuracy = 0.99, Loss = 0.104
[2019-11-27 18:09] Train Step 1250/10000, Batch Size = 128, Model type RNN, Examples/Sec = 11214.95, Accuracy = 0.64, Loss = 1.562
[2019-11-27 18:09] Train Step 1260/10000, Batch Size = 128, Model type RNN, Examples/Sec = 11207.69, Accuracy = 0.89, Loss = 0.162
[2019-11-27 18:09] Train Step 1270/10000, Batch Size = 128, Model type RNN, Examples/Sec = 11252.56, Accuracy = 0.28, Loss = 2.857
[2019-11-27 18:09] Train Step 1280/10000, Batch Size = 128, Model type RNN, Examples/Sec = 11303.50, Accuracy = 0.99, Loss = 0.075
[2019-11-27 18:09] Train Step 1290/10000, Batch Size = 128, Model type RNN, Examples/Sec = 11191.57, Accuracy = 0.89, Loss = 0.404
[2019-11-27 18:09] Train Step 1300/10000, Batch Size = 128, Model type RNN, Examples/Sec = 11158.08, Accuracy = 0.98, Loss = 0.089
[2019-11-27 18:09] Train Step 1310/10000, Batch Size = 128, Model type RNN, Examples/Sec = 11251.38, Accuracy = 1.00, Loss = 0.021
[2019-11-27 18:09] Train Step 1320/10000, Batch Size = 128, Model type RNN, Examples/Sec = 11190.64, Accuracy = 1.00, Loss = 0.020
[2019-11-27 18:09] Train Step 1330/10000, Batch Size = 128, Model type RNN, Examples/Sec = 11295.17, Accuracy = 1.00, Loss = 0.016
[2019-11-27 18:09] Train Step 1340/10000, Batch Size = 128, Model type RNN, Examples/Sec = 11282.36, Accuracy = 1.00, Loss = 0.014
[2019-11-27 18:09] Train Step 1350/10000, Batch Size = 128, Model type RNN, Examples/Sec = 11379.93, Accuracy = 1.00, Loss = 0.013
[2019-11-27 18:09] Train Step 1360/10000, Batch Size = 128, Model type RNN, Examples/Sec = 11273.83, Accuracy = 1.00, Loss = 0.011
[2019-11-27 18:09] Train Step 1370/10000, Batch Size = 128, Model type RNN, Examples/Sec = 11344.58, Accuracy = 1.00, Loss = 0.010
[2019-11-27 18:09] Train Step 1380/10000, Batch Size = 128, Model type RNN, Examples/Sec = 11313.26, Accuracy = 1.00, Loss = 0.009
[2019-11-27 18:09] Train Step 1390/10000, Batch Size = 128, Model type RNN, Examples/Sec = 11304.45, Accuracy = 1.00, Loss = 0.008
[2019-11-27 18:09] Train Step 1400/10000, Batch Size = 128, Model type RNN, Examples/Sec = 11242.90, Accuracy = 1.00, Loss = 0.008
[2019-11-27 18:09] Train Step 1410/10000, Batch Size = 128, Model type RNN, Examples/Sec = 11378.72, Accuracy = 1.00, Loss = 0.007
[2019-11-27 18:09] Train Step 1420/10000, Batch Size = 128, Model type RNN, Examples/Sec = 11359.70, Accuracy = 1.00, Loss = 0.007
[2019-11-27 18:09] Train Step 1430/10000, Batch Size = 128, Model type RNN, Examples/Sec = 11119.02, Accuracy = 1.00, Loss = 0.006
[2019-11-27 18:09] Train Step 1440/10000, Batch Size = 128, Model type RNN, Examples/Sec = 11378.96, Accuracy = 1.00, Loss = 0.006
----------------------------------------------INPUT LENGTH  14 ------------------------

[2019-11-27 18:09] Train Step 0000/10000, Batch Size = 128, Model type RNN, Examples/Sec = 5758.63, Accuracy = 0.08, Loss = 2.313
[2019-11-27 18:09] Train Step 0010/10000, Batch Size = 128, Model type RNN, Examples/Sec = 10475.94, Accuracy = 0.18, Loss = 2.267
[2019-11-27 18:09] Train Step 0020/10000, Batch Size = 128, Model type RNN, Examples/Sec = 10711.92, Accuracy = 0.20, Loss = 2.102
[2019-11-27 18:10] Train Step 0030/10000, Batch Size = 128, Model type RNN, Examples/Sec = 7488.37, Accuracy = 0.09, Loss = 2.303
[2019-11-27 18:10] Train Step 0040/10000, Batch Size = 128, Model type RNN, Examples/Sec = 10735.49, Accuracy = 0.06, Loss = 2.304
[2019-11-27 18:10] Train Step 0050/10000, Batch Size = 128, Model type RNN, Examples/Sec = 10598.16, Accuracy = 0.08, Loss = 2.318
[2019-11-27 18:10] Train Step 0060/10000, Batch Size = 128, Model type RNN, Examples/Sec = 10474.10, Accuracy = 0.16, Loss = 2.311
[2019-11-27 18:10] Train Step 0070/10000, Batch Size = 128, Model type RNN, Examples/Sec = 10530.60, Accuracy = 0.14, Loss = 2.296
[2019-11-27 18:10] Train Step 0080/10000, Batch Size = 128, Model type RNN, Examples/Sec = 10597.11, Accuracy = 0.11, Loss = 2.330
[2019-11-27 18:10] Train Step 0090/10000, Batch Size = 128, Model type RNN, Examples/Sec = 10642.07, Accuracy = 0.06, Loss = 2.345
[2019-11-27 18:10] Train Step 0100/10000, Batch Size = 128, Model type RNN, Examples/Sec = 10726.48, Accuracy = 0.05, Loss = 2.331
[2019-11-27 18:10] Train Step 0110/10000, Batch Size = 128, Model type RNN, Examples/Sec = 10731.19, Accuracy = 0.13, Loss = 2.322
[2019-11-27 18:10] Train Step 0120/10000, Batch Size = 128, Model type RNN, Examples/Sec = 10558.35, Accuracy = 0.11, Loss = 2.308
[2019-11-27 18:10] Train Step 0130/10000, Batch Size = 128, Model type RNN, Examples/Sec = 10353.91, Accuracy = 0.12, Loss = 2.311
[2019-11-27 18:10] Train Step 0140/10000, Batch Size = 128, Model type RNN, Examples/Sec = 10442.72, Accuracy = 0.14, Loss = 2.160
[2019-11-27 18:10] Train Step 0150/10000, Batch Size = 128, Model type RNN, Examples/Sec = 10762.60, Accuracy = 0.17, Loss = 2.091
[2019-11-27 18:10] Train Step 0160/10000, Batch Size = 128, Model type RNN, Examples/Sec = 10834.71, Accuracy = 0.18, Loss = 2.021
[2019-11-27 18:10] Train Step 0170/10000, Batch Size = 128, Model type RNN, Examples/Sec = 10694.85, Accuracy = 0.05, Loss = 2.329
[2019-11-27 18:10] Train Step 0180/10000, Batch Size = 128, Model type RNN, Examples/Sec = 10881.05, Accuracy = 0.11, Loss = 2.300
[2019-11-27 18:10] Train Step 0190/10000, Batch Size = 128, Model type RNN, Examples/Sec = 10797.89, Accuracy = 0.07, Loss = 2.330
[2019-11-27 18:10] Train Step 0200/10000, Batch Size = 128, Model type RNN, Examples/Sec = 10868.27, Accuracy = 0.09, Loss = 2.312
[2019-11-27 18:10] Train Step 0210/10000, Batch Size = 128, Model type RNN, Examples/Sec = 10766.70, Accuracy = 0.16, Loss = 2.314
[2019-11-27 18:10] Train Step 0220/10000, Batch Size = 128, Model type RNN, Examples/Sec = 10686.34, Accuracy = 0.07, Loss = 2.309
[2019-11-27 18:10] Train Step 0230/10000, Batch Size = 128, Model type RNN, Examples/Sec = 10919.33, Accuracy = 0.12, Loss = 2.324
[2019-11-27 18:10] Train Step 0240/10000, Batch Size = 128, Model type RNN, Examples/Sec = 10823.14, Accuracy = 0.10, Loss = 2.343
[2019-11-27 18:10] Train Step 0250/10000, Batch Size = 128, Model type RNN, Examples/Sec = 10908.02, Accuracy = 0.06, Loss = 2.320
[2019-11-27 18:10] Train Step 0260/10000, Batch Size = 128, Model type RNN, Examples/Sec = 10902.92, Accuracy = 0.09, Loss = 2.302
[2019-11-27 18:10] Train Step 0270/10000, Batch Size = 128, Model type RNN, Examples/Sec = 10973.79, Accuracy = 0.09, Loss = 2.313
[2019-11-27 18:10] Train Step 0280/10000, Batch Size = 128, Model type RNN, Examples/Sec = 10803.54, Accuracy = 0.09, Loss = 2.309
[2019-11-27 18:10] Train Step 0290/10000, Batch Size = 128, Model type RNN, Examples/Sec = 10799.84, Accuracy = 0.09, Loss = 2.315
[2019-11-27 18:10] Train Step 0300/10000, Batch Size = 128, Model type RNN, Examples/Sec = 10626.06, Accuracy = 0.06, Loss = 2.338
[2019-11-27 18:10] Train Step 0310/10000, Batch Size = 128, Model type RNN, Examples/Sec = 10668.29, Accuracy = 0.08, Loss = 2.331
[2019-11-27 18:10] Train Step 0320/10000, Batch Size = 128, Model type RNN, Examples/Sec = 10718.77, Accuracy = 0.05, Loss = 2.326
[2019-11-27 18:10] Train Step 0330/10000, Batch Size = 128, Model type RNN, Examples/Sec = 10846.97, Accuracy = 0.05, Loss = 2.332
[2019-11-27 18:10] Train Step 0340/10000, Batch Size = 128, Model type RNN, Examples/Sec = 10960.13, Accuracy = 0.05, Loss = 2.320
[2019-11-27 18:10] Train Step 0350/10000, Batch Size = 128, Model type RNN, Examples/Sec = 10988.17, Accuracy = 0.10, Loss = 2.296
[2019-11-27 18:10] Train Step 0360/10000, Batch Size = 128, Model type RNN, Examples/Sec = 10875.76, Accuracy = 0.12, Loss = 2.301
[2019-11-27 18:10] Train Step 0370/10000, Batch Size = 128, Model type RNN, Examples/Sec = 11017.48, Accuracy = 0.12, Loss = 2.300
[2019-11-27 18:10] Train Step 0380/10000, Batch Size = 128, Model type RNN, Examples/Sec = 11005.29, Accuracy = 0.14, Loss = 2.316
[2019-11-27 18:10] Train Step 0390/10000, Batch Size = 128, Model type RNN, Examples/Sec = 11123.63, Accuracy = 0.09, Loss = 2.315
[2019-11-27 18:10] Train Step 0400/10000, Batch Size = 128, Model type RNN, Examples/Sec = 10949.18, Accuracy = 0.09, Loss = 2.318
[2019-11-27 18:10] Train Step 0410/10000, Batch Size = 128, Model type RNN, Examples/Sec = 10812.46, Accuracy = 0.13, Loss = 2.296
[2019-11-27 18:10] Train Step 0420/10000, Batch Size = 128, Model type RNN, Examples/Sec = 10893.41, Accuracy = 0.09, Loss = 2.320
[2019-11-27 18:10] Train Step 0430/10000, Batch Size = 128, Model type RNN, Examples/Sec = 10998.30, Accuracy = 0.11, Loss = 2.301
[2019-11-27 18:10] Train Step 0440/10000, Batch Size = 128, Model type RNN, Examples/Sec = 10979.85, Accuracy = 0.14, Loss = 2.291
[2019-11-27 18:10] Train Step 0450/10000, Batch Size = 128, Model type RNN, Examples/Sec = 10843.47, Accuracy = 0.08, Loss = 2.320
[2019-11-27 18:10] Train Step 0460/10000, Batch Size = 128, Model type RNN, Examples/Sec = 11061.52, Accuracy = 0.09, Loss = 2.318
[2019-11-27 18:10] Train Step 0470/10000, Batch Size = 128, Model type RNN, Examples/Sec = 10850.26, Accuracy = 0.11, Loss = 2.298
[2019-11-27 18:10] Train Step 0480/10000, Batch Size = 128, Model type RNN, Examples/Sec = 10947.61, Accuracy = 0.17, Loss = 2.283
[2019-11-27 18:10] Train Step 0490/10000, Batch Size = 128, Model type RNN, Examples/Sec = 10985.02, Accuracy = 0.06, Loss = 2.304
[2019-11-27 18:10] Train Step 0500/10000, Batch Size = 128, Model type RNN, Examples/Sec = 10959.01, Accuracy = 0.11, Loss = 2.298
[2019-11-27 18:10] Train Step 0510/10000, Batch Size = 128, Model type RNN, Examples/Sec = 11000.55, Accuracy = 0.12, Loss = 2.303
[2019-11-27 18:10] Train Step 0520/10000, Batch Size = 128, Model type RNN, Examples/Sec = 11035.60, Accuracy = 0.08, Loss = 2.304
[2019-11-27 18:10] Train Step 0530/10000, Batch Size = 128, Model type RNN, Examples/Sec = 10974.24, Accuracy = 0.11, Loss = 2.308
[2019-11-27 18:10] Train Step 0540/10000, Batch Size = 128, Model type RNN, Examples/Sec = 11072.47, Accuracy = 0.09, Loss = 2.383
[2019-11-27 18:10] Train Step 0550/10000, Batch Size = 128, Model type RNN, Examples/Sec = 11015.45, Accuracy = 0.21, Loss = 2.134
[2019-11-27 18:10] Train Step 0560/10000, Batch Size = 128, Model type RNN, Examples/Sec = 11092.37, Accuracy = 0.23, Loss = 2.017
[2019-11-27 18:10] Train Step 0570/10000, Batch Size = 128, Model type RNN, Examples/Sec = 11074.53, Accuracy = 0.18, Loss = 1.899
[2019-11-27 18:10] Train Step 0580/10000, Batch Size = 128, Model type RNN, Examples/Sec = 11084.82, Accuracy = 0.30, Loss = 1.688
[2019-11-27 18:10] Train Step 0590/10000, Batch Size = 128, Model type RNN, Examples/Sec = 11127.78, Accuracy = 0.45, Loss = 1.511
[2019-11-27 18:10] Train Step 0600/10000, Batch Size = 128, Model type RNN, Examples/Sec = 10988.39, Accuracy = 0.26, Loss = 1.600
[2019-11-27 18:10] Train Step 0610/10000, Batch Size = 128, Model type RNN, Examples/Sec = 11056.74, Accuracy = 0.38, Loss = 1.358
[2019-11-27 18:10] Train Step 0620/10000, Batch Size = 128, Model type RNN, Examples/Sec = 10952.08, Accuracy = 0.47, Loss = 1.246
[2019-11-27 18:10] Train Step 0630/10000, Batch Size = 128, Model type RNN, Examples/Sec = 10963.49, Accuracy = 0.37, Loss = 1.347
[2019-11-27 18:10] Train Step 0640/10000, Batch Size = 128, Model type RNN, Examples/Sec = 10909.35, Accuracy = 0.29, Loss = 1.415
[2019-11-27 18:10] Train Step 0650/10000, Batch Size = 128, Model type RNN, Examples/Sec = 10947.61, Accuracy = 0.43, Loss = 1.252
[2019-11-27 18:10] Train Step 0660/10000, Batch Size = 128, Model type RNN, Examples/Sec = 10887.89, Accuracy = 0.27, Loss = 1.374
[2019-11-27 18:10] Train Step 0670/10000, Batch Size = 128, Model type RNN, Examples/Sec = 10846.53, Accuracy = 0.50, Loss = 1.142
[2019-11-27 18:10] Train Step 0680/10000, Batch Size = 128, Model type RNN, Examples/Sec = 10901.60, Accuracy = 0.31, Loss = 1.240
[2019-11-27 18:10] Train Step 0690/10000, Batch Size = 128, Model type RNN, Examples/Sec = 10947.61, Accuracy = 0.50, Loss = 0.999
[2019-11-27 18:10] Train Step 0700/10000, Batch Size = 128, Model type RNN, Examples/Sec = 10995.82, Accuracy = 0.63, Loss = 0.958
[2019-11-27 18:10] Train Step 0710/10000, Batch Size = 128, Model type RNN, Examples/Sec = 11034.69, Accuracy = 0.66, Loss = 0.879
[2019-11-27 18:10] Train Step 0720/10000, Batch Size = 128, Model type RNN, Examples/Sec = 10935.79, Accuracy = 0.60, Loss = 0.887
[2019-11-27 18:10] Train Step 0730/10000, Batch Size = 128, Model type RNN, Examples/Sec = 10904.70, Accuracy = 0.53, Loss = 0.919
[2019-11-27 18:10] Train Step 0740/10000, Batch Size = 128, Model type RNN, Examples/Sec = 10945.38, Accuracy = 0.76, Loss = 0.707
[2019-11-27 18:10] Train Step 0750/10000, Batch Size = 128, Model type RNN, Examples/Sec = 10962.37, Accuracy = 0.74, Loss = 0.718
[2019-11-27 18:10] Train Step 0760/10000, Batch Size = 128, Model type RNN, Examples/Sec = 10908.46, Accuracy = 0.64, Loss = 0.736
[2019-11-27 18:10] Train Step 0770/10000, Batch Size = 128, Model type RNN, Examples/Sec = 10992.22, Accuracy = 0.77, Loss = 0.632
[2019-11-27 18:10] Train Step 0780/10000, Batch Size = 128, Model type RNN, Examples/Sec = 10967.52, Accuracy = 0.73, Loss = 0.684
[2019-11-27 18:10] Train Step 0790/10000, Batch Size = 128, Model type RNN, Examples/Sec = 10829.47, Accuracy = 0.71, Loss = 0.697
[2019-11-27 18:10] Train Step 0800/10000, Batch Size = 128, Model type RNN, Examples/Sec = 10977.61, Accuracy = 0.70, Loss = 0.657
[2019-11-27 18:10] Train Step 0810/10000, Batch Size = 128, Model type RNN, Examples/Sec = 11007.32, Accuracy = 0.80, Loss = 0.546
[2019-11-27 18:10] Train Step 0820/10000, Batch Size = 128, Model type RNN, Examples/Sec = 10996.27, Accuracy = 0.87, Loss = 0.589
[2019-11-27 18:10] Train Step 0830/10000, Batch Size = 128, Model type RNN, Examples/Sec = 11028.57, Accuracy = 0.76, Loss = 0.627
[2019-11-27 18:10] Train Step 0840/10000, Batch Size = 128, Model type RNN, Examples/Sec = 10996.72, Accuracy = 0.75, Loss = 0.514
[2019-11-27 18:10] Train Step 0850/10000, Batch Size = 128, Model type RNN, Examples/Sec = 11002.58, Accuracy = 0.74, Loss = 0.624
[2019-11-27 18:10] Train Step 0860/10000, Batch Size = 128, Model type RNN, Examples/Sec = 10971.33, Accuracy = 0.80, Loss = 0.473
[2019-11-27 18:10] Train Step 0870/10000, Batch Size = 128, Model type RNN, Examples/Sec = 11001.45, Accuracy = 0.84, Loss = 0.458
[2019-11-27 18:10] Train Step 0880/10000, Batch Size = 128, Model type RNN, Examples/Sec = 10884.58, Accuracy = 0.84, Loss = 0.496
[2019-11-27 18:10] Train Step 0890/10000, Batch Size = 128, Model type RNN, Examples/Sec = 10934.23, Accuracy = 0.88, Loss = 0.442
[2019-11-27 18:10] Train Step 0900/10000, Batch Size = 128, Model type RNN, Examples/Sec = 10950.29, Accuracy = 0.84, Loss = 0.446
[2019-11-27 18:10] Train Step 0910/10000, Batch Size = 128, Model type RNN, Examples/Sec = 11011.61, Accuracy = 0.88, Loss = 0.399
[2019-11-27 18:10] Train Step 0920/10000, Batch Size = 128, Model type RNN, Examples/Sec = 10957.44, Accuracy = 0.94, Loss = 0.412
[2019-11-27 18:10] Train Step 0930/10000, Batch Size = 128, Model type RNN, Examples/Sec = 10802.45, Accuracy = 0.93, Loss = 0.380
[2019-11-27 18:10] Train Step 0940/10000, Batch Size = 128, Model type RNN, Examples/Sec = 11039.46, Accuracy = 0.88, Loss = 0.398
[2019-11-27 18:10] Train Step 0950/10000, Batch Size = 128, Model type RNN, Examples/Sec = 10998.30, Accuracy = 0.81, Loss = 0.396
[2019-11-27 18:10] Train Step 0960/10000, Batch Size = 128, Model type RNN, Examples/Sec = 11000.10, Accuracy = 0.92, Loss = 0.334
[2019-11-27 18:10] Train Step 0970/10000, Batch Size = 128, Model type RNN, Examples/Sec = 10969.53, Accuracy = 0.84, Loss = 0.372
[2019-11-27 18:10] Train Step 0980/10000, Batch Size = 128, Model type RNN, Examples/Sec = 10948.51, Accuracy = 0.79, Loss = 0.426
[2019-11-27 18:10] Train Step 0990/10000, Batch Size = 128, Model type RNN, Examples/Sec = 10795.50, Accuracy = 0.84, Loss = 0.437
[2019-11-27 18:10] Train Step 1000/10000, Batch Size = 128, Model type RNN, Examples/Sec = 10867.83, Accuracy = 0.88, Loss = 0.368
[2019-11-27 18:10] Train Step 1010/10000, Batch Size = 128, Model type RNN, Examples/Sec = 11116.03, Accuracy = 0.86, Loss = 0.294
[2019-11-27 18:10] Train Step 1020/10000, Batch Size = 128, Model type RNN, Examples/Sec = 11246.67, Accuracy = 0.85, Loss = 0.329
[2019-11-27 18:10] Train Step 1030/10000, Batch Size = 128, Model type RNN, Examples/Sec = 11233.72, Accuracy = 0.75, Loss = 0.432
[2019-11-27 18:10] Train Step 1040/10000, Batch Size = 128, Model type RNN, Examples/Sec = 11259.40, Accuracy = 0.83, Loss = 0.380
[2019-11-27 18:10] Train Step 1050/10000, Batch Size = 128, Model type RNN, Examples/Sec = 11196.94, Accuracy = 0.83, Loss = 0.335
[2019-11-27 18:10] Train Step 1060/10000, Batch Size = 128, Model type RNN, Examples/Sec = 11191.34, Accuracy = 0.88, Loss = 0.294
[2019-11-27 18:10] Train Step 1070/10000, Batch Size = 128, Model type RNN, Examples/Sec = 11197.87, Accuracy = 0.70, Loss = 0.477
[2019-11-27 18:10] Train Step 1080/10000, Batch Size = 128, Model type RNN, Examples/Sec = 11185.04, Accuracy = 0.70, Loss = 0.498
[2019-11-27 18:10] Train Step 1090/10000, Batch Size = 128, Model type RNN, Examples/Sec = 11148.81, Accuracy = 0.95, Loss = 0.282
[2019-11-27 18:10] Train Step 1100/10000, Batch Size = 128, Model type RNN, Examples/Sec = 11225.50, Accuracy = 0.75, Loss = 0.423
