ERROR: Unable to locate a modulefile for 'torque/default'
ERROR: Unable to locate a modulefile for 'oldwheezy/1.0'
ERROR: Unable to locate a modulefile for 'licenses/1.0'
ERROR: Unable to locate a modulefile for 'stdenv/1.3'
ERROR: Unable to locate a modulefile for 'libgfortran/32/1'
----------------------------------------------INPUT LENGTH  5  iteration  0  ------------------------

/home/lgpu0119/DL_assignments_2019/assignment_2/part1/train.py:104: UserWarning: torch.nn.utils.clip_grad_norm is now deprecated in favor of torch.nn.utils.clip_grad_norm_.
  torch.nn.utils.clip_grad_norm(model.parameters(), max_norm=config.max_norm)
[2019-11-28 15:08] Train Step 0000/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 1840.11, Accuracy = 0.15, Loss = 2.301
[2019-11-28 15:18] Train Step 0800/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 3358.72, Accuracy = 0.92, Loss = 0.234
[2019-11-28 15:18] Train Step 0810/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 3329.99, Accuracy = 0.97, Loss = 0.202
[2019-11-28 15:18] Train Step 0820/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 3355.80, Accuracy = 1.00, Loss = 0.145
[2019-11-28 15:18] Train Step 0830/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 3302.44, Accuracy = 0.97, Loss = 0.163
[2019-11-28 15:18] Train Step 0840/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 3347.22, Accuracy = 0.99, Loss = 0.126
[2019-11-28 15:18] Train Step 0850/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 3323.50, Accuracy = 0.92, Loss = 0.191
[2019-11-28 15:18] Train Step 0860/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 3360.27, Accuracy = 0.97, Loss = 0.141
[2019-11-28 15:18] Train Step 0870/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 3330.96, Accuracy = 1.00, Loss = 0.125
[2019-11-28 15:18] Train Step 0880/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 3371.46, Accuracy = 0.97, Loss = 0.146
[2019-11-28 15:18] Train Step 0890/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 3333.24, Accuracy = 0.99, Loss = 0.111
[2019-11-28 15:18] Train Step 0900/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 3348.01, Accuracy = 0.98, Loss = 0.126
[2019-11-28 15:18] Train Step 0910/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 3352.47, Accuracy = 0.91, Loss = 0.191
[2019-11-28 15:18] Train Step 0920/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 3357.21, Accuracy = 0.93, Loss = 0.179
[2019-11-28 15:18] Train Step 0930/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 3367.31, Accuracy = 0.95, Loss = 0.146
[2019-11-28 15:18] Train Step 0940/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 3332.66, Accuracy = 1.00, Loss = 0.121
[2019-11-28 15:18] Train Step 0950/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 3331.19, Accuracy = 0.98, Loss = 0.112
[2019-11-28 15:18] Train Step 0960/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 3243.13, Accuracy = 1.00, Loss = 0.078
[2019-11-28 15:18] Train Step 0970/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 3329.29, Accuracy = 0.99, Loss = 0.077
[2019-11-28 15:18] Train Step 0980/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 3360.84, Accuracy = 0.98, Loss = 0.090
[2019-11-28 15:18] Train Step 0990/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 3348.81, Accuracy = 0.99, Loss = 0.083
[2019-11-28 15:18] Train Step 1000/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 3312.26, Accuracy = 1.00, Loss = 0.088
[2019-11-28 15:18] Train Step 1010/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 3360.40, Accuracy = 0.99, Loss = 0.069
[2019-11-28 15:18] Train Step 1020/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 3403.97, Accuracy = 1.00, Loss = 0.050
[2019-11-28 15:18] Train Step 1030/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 3368.79, Accuracy = 0.98, Loss = 0.063
[2019-11-28 15:18] Train Step 1040/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 3367.10, Accuracy = 0.98, Loss = 0.088
[2019-11-28 15:18] Train Step 1050/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 3364.44, Accuracy = 0.93, Loss = 0.201
[2019-11-28 15:18] Train Step 1060/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 3347.99, Accuracy = 0.96, Loss = 0.131
[2019-11-28 15:18] Train Step 1070/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 3395.75, Accuracy = 0.98, Loss = 0.098
[2019-11-28 15:18] Train Step 1080/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 3373.43, Accuracy = 0.98, Loss = 0.123
[2019-11-28 15:18] Train Step 1090/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 3350.86, Accuracy = 0.98, Loss = 0.083
[2019-11-28 15:18] Train Step 1100/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 3349.29, Accuracy = 0.92, Loss = 0.190
[2019-11-28 15:18] Train Step 1110/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 3333.53, Accuracy = 0.86, Loss = 0.303
[2019-11-28 15:18] Train Step 1120/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 3310.67, Accuracy = 0.86, Loss = 0.242
[2019-11-28 15:18] Train Step 1130/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 3397.90, Accuracy = 0.95, Loss = 0.124
[2019-11-28 15:18] Train Step 1140/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 3343.30, Accuracy = 0.87, Loss = 0.315
[2019-11-28 15:18] Train Step 1150/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 3401.94, Accuracy = 1.00, Loss = 0.042
[2019-11-28 15:18] Train Step 1160/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 3386.26, Accuracy = 0.95, Loss = 0.093
[2019-11-28 15:18] Train Step 1170/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 3333.24, Accuracy = 0.96, Loss = 0.096
[2019-11-28 15:18] Train Step 1180/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 3343.14, Accuracy = 0.98, Loss = 0.086
[2019-11-28 15:18] Train Step 1190/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 3340.52, Accuracy = 1.00, Loss = 0.043
[2019-11-28 15:18] Train Step 1200/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 3377.10, Accuracy = 0.91, Loss = 0.232
[2019-11-28 15:18] Train Step 1210/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 3361.91, Accuracy = 0.82, Loss = 0.368
[2019-11-28 15:18] Train Step 1220/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 3382.06, Accuracy = 0.84, Loss = 0.368
[2019-11-28 15:18] Train Step 1230/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 3363.98, Accuracy = 0.91, Loss = 0.200
[2019-11-28 15:18] Train Step 1240/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 3363.39, Accuracy = 0.95, Loss = 0.169
[2019-11-28 15:18] Train Step 1250/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 3362.76, Accuracy = 0.88, Loss = 0.263
[2019-11-28 15:18] Train Step 1260/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 3369.36, Accuracy = 0.91, Loss = 0.207
[2019-11-28 15:18] Train Step 1270/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 3366.81, Accuracy = 0.98, Loss = 0.093
[2019-11-28 15:18] Train Step 1280/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 3780.57, Accuracy = 0.88, Loss = 0.256
[2019-11-28 15:18] Train Step 1290/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 3356.49, Accuracy = 0.88, Loss = 0.234
[2019-11-28 15:18] Train Step 1300/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 3342.80, Accuracy = 0.96, Loss = 0.123
[2019-11-28 15:18] Train Step 1310/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 3335.87, Accuracy = 0.95, Loss = 0.142
[2019-11-28 15:18] Train Step 1320/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 3317.13, Accuracy = 0.98, Loss = 0.052
[2019-11-28 15:18] Train Step 1330/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 3418.06, Accuracy = 1.00, Loss = 0.018
[2019-11-28 15:18] Train Step 1340/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 3330.42, Accuracy = 1.00, Loss = 0.022
[2019-11-28 15:18] Train Step 1350/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 3395.72, Accuracy = 0.88, Loss = 0.449
[2019-11-28 15:18] Train Step 1360/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 3354.14, Accuracy = 0.99, Loss = 0.050
[2019-11-28 15:18] Train Step 1370/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 3325.23, Accuracy = 0.94, Loss = 0.100
[2019-11-28 15:18] Train Step 1380/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 3323.41, Accuracy = 0.95, Loss = 0.124
[2019-11-28 15:18] Train Step 1390/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 3242.40, Accuracy = 0.98, Loss = 0.044
[2019-11-28 15:18] Train Step 1400/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 3255.85, Accuracy = 0.99, Loss = 0.039
[2019-11-28 15:18] Train Step 1410/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 3348.70, Accuracy = 1.00, Loss = 0.012
[2019-11-28 15:18] Train Step 1420/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 3330.07, Accuracy = 1.00, Loss = 0.005
[2019-11-28 15:18] Train Step 1430/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 3283.27, Accuracy = 1.00, Loss = 0.004
[2019-11-28 15:18] Train Step 1440/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 3274.34, Accuracy = 1.00, Loss = 0.004
[2019-11-28 15:18] Train Step 1450/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 3345.93, Accuracy = 1.00, Loss = 0.004
[2019-11-28 15:18] Train Step 1460/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 3318.07, Accuracy = 1.00, Loss = 0.003
[2019-11-28 15:18] Train Step 1470/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 3356.66, Accuracy = 1.00, Loss = 0.003
[2019-11-28 15:18] Train Step 1480/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 3296.72, Accuracy = 1.00, Loss = 0.003
[2019-11-28 15:18] Train Step 1490/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 3351.32, Accuracy = 1.00, Loss = 0.003
[2019-11-28 15:18] Train Step 1500/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 3349.62, Accuracy = 1.00, Loss = 0.002
[2019-11-28 15:18] Train Step 1510/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 3323.83, Accuracy = 1.00, Loss = 0.002
[2019-11-28 15:18] Train Step 1520/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 3340.18, Accuracy = 1.00, Loss = 0.002
[2019-11-28 15:18] Train Step 1530/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 3971.70, Accuracy = 1.00, Loss = 0.002
[2019-11-28 15:18] Train Step 1540/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 3483.82, Accuracy = 1.00, Loss = 0.002
[2019-11-28 15:18] Train Step 1550/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 3352.32, Accuracy = 1.00, Loss = 0.002
[2019-11-28 15:18] Train Step 1560/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 3802.36, Accuracy = 1.00, Loss = 0.002
[2019-11-28 15:18] Train Step 1570/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 3329.10, Accuracy = 1.00, Loss = 0.001
[2019-11-28 15:18] Train Step 1580/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 3371.71, Accuracy = 1.00, Loss = 0.001
[2019-11-28 15:18] Train Step 1590/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 3260.94, Accuracy = 1.00, Loss = 0.001
[2019-11-28 15:18] Train Step 1600/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 3302.07, Accuracy = 1.00, Loss = 0.001
[2019-11-28 15:18] Train Step 1610/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 3335.49, Accuracy = 1.00, Loss = 0.001
[2019-11-28 15:18] Train Step 1620/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 3360.65, Accuracy = 1.00, Loss = 0.001
-------------------- DONE iterating for length  15 -----------------------------------------

-------------------- DONE WRITING TO CSV -------------------------------------------------------

----------------------------------------------INPUT LENGTH  20  iteration  0  ------------------------

[2019-11-28 15:18] Train Step 0000/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 2312.63, Accuracy = 0.12, Loss = 2.295
[2019-11-28 15:18] Train Step 0010/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 2691.85, Accuracy = 0.12, Loss = 2.310
[2019-11-28 15:18] Train Step 0020/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 2663.59, Accuracy = 0.07, Loss = 2.305
[2019-11-28 15:18] Train Step 0030/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 2681.35, Accuracy = 0.07, Loss = 2.308
[2019-11-28 15:18] Train Step 0040/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 2649.67, Accuracy = 0.12, Loss = 2.304
[2019-11-28 15:18] Train Step 0050/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 2671.16, Accuracy = 0.09, Loss = 2.306
[2019-11-28 15:18] Train Step 0060/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 2681.46, Accuracy = 0.12, Loss = 2.300
[2019-11-28 15:18] Train Step 0070/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 2665.59, Accuracy = 0.11, Loss = 2.305
[2019-11-28 15:18] Train Step 0080/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 2653.91, Accuracy = 0.08, Loss = 2.311
[2019-11-28 15:18] Train Step 0090/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 2688.71, Accuracy = 0.10, Loss = 2.302
[2019-11-28 15:18] Train Step 0100/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 2661.35, Accuracy = 0.08, Loss = 2.308
[2019-11-28 15:18] Train Step 0110/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 2675.02, Accuracy = 0.13, Loss = 2.303
[2019-11-28 15:18] Train Step 0120/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 2738.02, Accuracy = 0.14, Loss = 2.306
[2019-11-28 15:18] Train Step 0130/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 2677.07, Accuracy = 0.12, Loss = 2.305
[2019-11-28 15:18] Train Step 0140/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 2688.05, Accuracy = 0.10, Loss = 2.308
[2019-11-28 15:18] Train Step 0150/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 2663.12, Accuracy = 0.06, Loss = 2.306
[2019-11-28 15:18] Train Step 0160/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 2677.93, Accuracy = 0.06, Loss = 2.311
[2019-11-28 15:18] Train Step 0170/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 2675.26, Accuracy = 0.09, Loss = 2.296
[2019-11-28 15:18] Train Step 0180/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 2678.58, Accuracy = 0.06, Loss = 2.315
[2019-11-28 15:18] Train Step 0190/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 2715.06, Accuracy = 0.11, Loss = 2.318
[2019-11-28 15:18] Train Step 0200/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 2670.31, Accuracy = 0.08, Loss = 2.306
[2019-11-28 15:18] Train Step 0210/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 2683.38, Accuracy = 0.10, Loss = 2.303
[2019-11-28 15:18] Train Step 0220/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 2748.65, Accuracy = 0.08, Loss = 2.314
[2019-11-28 15:18] Train Step 0230/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 2710.21, Accuracy = 0.09, Loss = 2.303
[2019-11-28 15:18] Train Step 0240/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 2725.12, Accuracy = 0.10, Loss = 2.300
[2019-11-28 15:18] Train Step 0250/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 2697.88, Accuracy = 0.09, Loss = 2.303
[2019-11-28 15:18] Train Step 0260/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 2689.59, Accuracy = 0.09, Loss = 2.301
[2019-11-28 15:18] Train Step 0270/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 2651.66, Accuracy = 0.09, Loss = 2.307
[2019-11-28 15:18] Train Step 0280/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 2672.22, Accuracy = 0.10, Loss = 2.304
[2019-11-28 15:18] Train Step 0290/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 1598.59, Accuracy = 0.08, Loss = 2.309
[2019-11-28 15:18] Train Step 0300/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 2677.45, Accuracy = 0.12, Loss = 2.296
[2019-11-28 15:18] Train Step 0310/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 2661.76, Accuracy = 0.13, Loss = 2.300
[2019-11-28 15:18] Train Step 0320/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 2677.41, Accuracy = 0.09, Loss = 2.301
[2019-11-28 15:18] Train Step 0330/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 2663.71, Accuracy = 0.12, Loss = 2.306
[2019-11-28 15:18] Train Step 0340/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 2667.14, Accuracy = 0.06, Loss = 2.302
[2019-11-28 15:18] Train Step 0350/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 2678.07, Accuracy = 0.06, Loss = 2.313
[2019-11-28 15:18] Train Step 0360/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 2770.17, Accuracy = 0.15, Loss = 2.296
[2019-11-28 15:18] Train Step 0370/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 2677.23, Accuracy = 0.09, Loss = 2.296
[2019-11-28 15:18] Train Step 0380/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 2672.95, Accuracy = 0.06, Loss = 2.314
[2019-11-28 15:18] Train Step 0390/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 2653.05, Accuracy = 0.08, Loss = 2.309
[2019-11-28 15:18] Train Step 0400/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 2709.31, Accuracy = 0.06, Loss = 2.332
[2019-11-28 15:18] Train Step 0410/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 2674.90, Accuracy = 0.10, Loss = 2.313
[2019-11-28 15:19] Train Step 0420/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 2680.62, Accuracy = 0.16, Loss = 2.254
[2019-11-28 15:19] Train Step 0430/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 2702.35, Accuracy = 0.06, Loss = 2.313
[2019-11-28 15:19] Train Step 0440/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 2741.77, Accuracy = 0.15, Loss = 2.285
[2019-11-28 15:19] Train Step 0450/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 2773.28, Accuracy = 0.18, Loss = 2.309
[2019-11-28 15:19] Train Step 0460/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 2697.41, Accuracy = 0.27, Loss = 2.053
[2019-11-28 15:19] Train Step 0470/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 2699.27, Accuracy = 0.09, Loss = 3.005
[2019-11-28 15:19] Train Step 0480/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 2718.68, Accuracy = 0.16, Loss = 2.118
[2019-11-28 15:19] Train Step 0490/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 2718.09, Accuracy = 0.30, Loss = 1.840
[2019-11-28 15:19] Train Step 0500/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 2684.29, Accuracy = 0.28, Loss = 1.619
[2019-11-28 15:19] Train Step 0510/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 2696.80, Accuracy = 0.24, Loss = 1.702
[2019-11-28 15:19] Train Step 0520/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 2673.38, Accuracy = 0.27, Loss = 1.620
[2019-11-28 15:19] Train Step 0530/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 2647.27, Accuracy = 0.36, Loss = 1.494
[2019-11-28 15:19] Train Step 0540/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 2660.52, Accuracy = 0.38, Loss = 1.508
[2019-11-28 15:19] Train Step 0550/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 2674.51, Accuracy = 0.28, Loss = 1.497
[2019-11-28 15:19] Train Step 0560/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 2648.22, Accuracy = 0.38, Loss = 1.355
[2019-11-28 15:19] Train Step 0570/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 2666.94, Accuracy = 0.44, Loss = 1.250
[2019-11-28 15:19] Train Step 0580/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 2667.77, Accuracy = 0.47, Loss = 1.231
[2019-11-28 15:19] Train Step 0590/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 2676.87, Accuracy = 0.41, Loss = 1.199
[2019-11-28 15:19] Train Step 0600/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 2683.15, Accuracy = 0.38, Loss = 1.208
[2019-11-28 15:19] Train Step 0610/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 2675.10, Accuracy = 0.40, Loss = 1.195
[2019-11-28 15:19] Train Step 0620/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 2674.63, Accuracy = 0.39, Loss = 1.216
[2019-11-28 15:19] Train Step 0630/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 2651.49, Accuracy = 0.26, Loss = 1.227
[2019-11-28 15:19] Train Step 0640/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 2666.00, Accuracy = 0.30, Loss = 1.194
[2019-11-28 15:19] Train Step 0650/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 2763.09, Accuracy = 0.30, Loss = 1.303
[2019-11-28 15:19] Train Step 0660/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 2744.89, Accuracy = 0.30, Loss = 1.269
[2019-11-28 15:19] Train Step 0670/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 2710.96, Accuracy = 0.23, Loss = 1.340
[2019-11-28 15:19] Train Step 0680/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 2663.67, Accuracy = 0.30, Loss = 1.222
[2019-11-28 15:19] Train Step 0690/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 2662.17, Accuracy = 0.21, Loss = 1.332
[2019-11-28 15:19] Train Step 0700/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 2679.36, Accuracy = 0.29, Loss = 1.147
[2019-11-28 15:19] Train Step 0710/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 2681.69, Accuracy = 0.31, Loss = 1.135
[2019-11-28 15:19] Train Step 0720/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 2686.37, Accuracy = 0.34, Loss = 1.524
[2019-11-28 15:19] Train Step 0730/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 2667.05, Accuracy = 0.27, Loss = 1.178
[2019-11-28 15:19] Train Step 0740/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 2658.86, Accuracy = 0.49, Loss = 0.953
[2019-11-28 15:19] Train Step 0750/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 2677.31, Accuracy = 0.39, Loss = 0.945
[2019-11-28 15:19] Train Step 0760/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 2684.22, Accuracy = 0.42, Loss = 0.872
[2019-11-28 15:19] Train Step 0770/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 2683.42, Accuracy = 0.51, Loss = 0.832
[2019-11-28 15:19] Train Step 0780/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 2660.04, Accuracy = 0.47, Loss = 0.862
[2019-11-28 15:19] Train Step 0790/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 2663.75, Accuracy = 0.30, Loss = 1.339
[2019-11-28 15:19] Train Step 0800/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 2666.69, Accuracy = 0.43, Loss = 0.977
[2019-11-28 15:19] Train Step 0810/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 2682.46, Accuracy = 0.16, Loss = 1.558
[2019-11-28 15:19] Train Step 0820/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 2668.08, Accuracy = 0.46, Loss = 0.965
[2019-11-28 15:19] Train Step 0830/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 2674.22, Accuracy = 0.49, Loss = 1.012
[2019-11-28 15:19] Train Step 0840/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 2690.06, Accuracy = 0.51, Loss = 0.898
[2019-11-28 15:19] Train Step 0850/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 2666.04, Accuracy = 0.25, Loss = 1.191
[2019-11-28 15:19] Train Step 0860/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 2673.54, Accuracy = 0.41, Loss = 0.927
[2019-11-28 15:19] Train Step 0870/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 2679.77, Accuracy = 0.46, Loss = 0.842
[2019-11-28 15:19] Train Step 0880/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 2686.30, Accuracy = 0.35, Loss = 1.267
[2019-11-28 15:19] Train Step 0890/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 2708.92, Accuracy = 0.38, Loss = 0.938
[2019-11-28 15:19] Train Step 0900/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 2681.54, Accuracy = 0.46, Loss = 0.842
[2019-11-28 15:19] Train Step 0910/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 2668.12, Accuracy = 0.44, Loss = 0.784
[2019-11-28 15:19] Train Step 0920/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 2662.77, Accuracy = 0.36, Loss = 0.934
[2019-11-28 15:19] Train Step 0930/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 2673.02, Accuracy = 0.51, Loss = 0.801
[2019-11-28 15:19] Train Step 0940/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 2668.85, Accuracy = 0.39, Loss = 1.039
[2019-11-28 15:19] Train Step 0950/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 2704.65, Accuracy = 0.45, Loss = 0.839
[2019-11-28 15:19] Train Step 0960/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 2666.41, Accuracy = 0.43, Loss = 0.899
[2019-11-28 15:19] Train Step 0970/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 2644.63, Accuracy = 0.56, Loss = 0.802
[2019-11-28 15:19] Train Step 0980/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 2670.51, Accuracy = 0.38, Loss = 0.940
