ERROR: Unable to locate a modulefile for 'torque/default'
ERROR: Unable to locate a modulefile for 'oldwheezy/1.0'
ERROR: Unable to locate a modulefile for 'licenses/1.0'
ERROR: Unable to locate a modulefile for 'stdenv/1.3'
ERROR: Unable to locate a modulefile for 'libgfortran/32/1'
----------------------------------------------INPUT LENGTH  5  iteration  0  ------------------------

/home/lgpu0119/DL_assignments_2019/assignment_2/part1/train.py:104: UserWarning: torch.nn.utils.clip_grad_norm is now deprecated in favor of torch.nn.utils.clip_grad_norm_.
  torch.nn.utils.clip_grad_norm(model.parameters(), max_norm=config.max_norm)
[2019-11-28 15:08] Train Step 0000/10000, Batch Size = 128, Model type RNN, Examples/Sec = 9909.76, Accuracy = 0.09, Loss = 2.320
[2019-11-28 15:31] Train Step 0420/10000, Batch Size = 128, Model type RNN, Examples/Sec = 10590.63, Accuracy = 0.64, Loss = 0.742
[2019-11-28 15:31] Train Step 0430/10000, Batch Size = 128, Model type RNN, Examples/Sec = 10497.86, Accuracy = 0.52, Loss = 0.898
[2019-11-28 15:31] Train Step 0440/10000, Batch Size = 128, Model type RNN, Examples/Sec = 10584.37, Accuracy = 0.31, Loss = 1.177
[2019-11-28 15:31] Train Step 0450/10000, Batch Size = 128, Model type RNN, Examples/Sec = 9826.68, Accuracy = 0.63, Loss = 0.701
[2019-11-28 15:31] Train Step 0460/10000, Batch Size = 128, Model type RNN, Examples/Sec = 10900.49, Accuracy = 0.57, Loss = 0.692
[2019-11-28 15:31] Train Step 0470/10000, Batch Size = 128, Model type RNN, Examples/Sec = 5201.23, Accuracy = 0.59, Loss = 0.729
[2019-11-28 15:31] Train Step 0480/10000, Batch Size = 128, Model type RNN, Examples/Sec = 5159.54, Accuracy = 0.73, Loss = 0.508
[2019-11-28 15:31] Train Step 0490/10000, Batch Size = 128, Model type RNN, Examples/Sec = 5836.95, Accuracy = 0.77, Loss = 0.824
[2019-11-28 15:31] Train Step 0500/10000, Batch Size = 128, Model type RNN, Examples/Sec = 4799.70, Accuracy = 0.52, Loss = 0.770
[2019-11-28 15:31] Train Step 0510/10000, Batch Size = 128, Model type RNN, Examples/Sec = 7765.10, Accuracy = 0.62, Loss = 0.633
[2019-11-28 15:31] Train Step 0520/10000, Batch Size = 128, Model type RNN, Examples/Sec = 7723.32, Accuracy = 0.63, Loss = 0.608
[2019-11-28 15:31] Train Step 0530/10000, Batch Size = 128, Model type RNN, Examples/Sec = 7613.79, Accuracy = 0.61, Loss = 0.646
[2019-11-28 15:31] Train Step 0540/10000, Batch Size = 128, Model type RNN, Examples/Sec = 7992.48, Accuracy = 0.73, Loss = 0.500
[2019-11-28 15:31] Train Step 0550/10000, Batch Size = 128, Model type RNN, Examples/Sec = 7196.95, Accuracy = 0.98, Loss = 0.339
[2019-11-28 15:31] Train Step 0560/10000, Batch Size = 128, Model type RNN, Examples/Sec = 7653.51, Accuracy = 0.76, Loss = 0.486
[2019-11-28 15:31] Train Step 0570/10000, Batch Size = 128, Model type RNN, Examples/Sec = 7981.55, Accuracy = 0.70, Loss = 0.481
[2019-11-28 15:31] Train Step 0580/10000, Batch Size = 128, Model type RNN, Examples/Sec = 7757.13, Accuracy = 0.62, Loss = 0.534
[2019-11-28 15:31] Train Step 0590/10000, Batch Size = 128, Model type RNN, Examples/Sec = 7854.85, Accuracy = 0.69, Loss = 0.472
[2019-11-28 15:31] Train Step 0600/10000, Batch Size = 128, Model type RNN, Examples/Sec = 10752.26, Accuracy = 0.70, Loss = 0.469
[2019-11-28 15:31] Train Step 0610/10000, Batch Size = 128, Model type RNN, Examples/Sec = 10901.37, Accuracy = 0.70, Loss = 0.434
[2019-11-28 15:31] Train Step 0620/10000, Batch Size = 128, Model type RNN, Examples/Sec = 7693.99, Accuracy = 0.63, Loss = 0.508
[2019-11-28 15:31] Train Step 0630/10000, Batch Size = 128, Model type RNN, Examples/Sec = 7317.51, Accuracy = 0.88, Loss = 0.386
[2019-11-28 15:31] Train Step 0640/10000, Batch Size = 128, Model type RNN, Examples/Sec = 8809.68, Accuracy = 0.67, Loss = 0.493
[2019-11-28 15:31] Train Step 0650/10000, Batch Size = 128, Model type RNN, Examples/Sec = 7450.44, Accuracy = 0.57, Loss = 0.580
[2019-11-28 15:31] Train Step 0660/10000, Batch Size = 128, Model type RNN, Examples/Sec = 8554.48, Accuracy = 0.73, Loss = 0.438
[2019-11-28 15:31] Train Step 0670/10000, Batch Size = 128, Model type RNN, Examples/Sec = 10795.28, Accuracy = 0.71, Loss = 0.436
[2019-11-28 15:31] Train Step 0680/10000, Batch Size = 128, Model type RNN, Examples/Sec = 10772.97, Accuracy = 0.54, Loss = 0.715
[2019-11-28 15:31] Train Step 0690/10000, Batch Size = 128, Model type RNN, Examples/Sec = 7515.41, Accuracy = 0.89, Loss = 0.302
[2019-11-28 15:31] Train Step 0700/10000, Batch Size = 128, Model type RNN, Examples/Sec = 7857.26, Accuracy = 0.76, Loss = 0.381
[2019-11-28 15:31] Train Step 0710/10000, Batch Size = 128, Model type RNN, Examples/Sec = 7592.04, Accuracy = 0.69, Loss = 0.447
[2019-11-28 15:31] Train Step 0720/10000, Batch Size = 128, Model type RNN, Examples/Sec = 7500.61, Accuracy = 0.70, Loss = 0.383
[2019-11-28 15:31] Train Step 0730/10000, Batch Size = 128, Model type RNN, Examples/Sec = 7355.50, Accuracy = 0.89, Loss = 0.366
[2019-11-28 15:31] Train Step 0740/10000, Batch Size = 128, Model type RNN, Examples/Sec = 7407.98, Accuracy = 0.66, Loss = 0.486
[2019-11-28 15:31] Train Step 0750/10000, Batch Size = 128, Model type RNN, Examples/Sec = 7921.37, Accuracy = 0.62, Loss = 0.467
[2019-11-28 15:31] Train Step 0760/10000, Batch Size = 128, Model type RNN, Examples/Sec = 7866.59, Accuracy = 0.88, Loss = 0.290
[2019-11-28 15:31] Train Step 0770/10000, Batch Size = 128, Model type RNN, Examples/Sec = 7116.91, Accuracy = 0.84, Loss = 0.289
[2019-11-28 15:31] Train Step 0780/10000, Batch Size = 128, Model type RNN, Examples/Sec = 7472.73, Accuracy = 0.80, Loss = 0.364
[2019-11-28 15:31] Train Step 0790/10000, Batch Size = 128, Model type RNN, Examples/Sec = 7353.09, Accuracy = 0.79, Loss = 0.328
[2019-11-28 15:31] Train Step 0800/10000, Batch Size = 128, Model type RNN, Examples/Sec = 7516.15, Accuracy = 0.99, Loss = 0.179
[2019-11-28 15:31] Train Step 0810/10000, Batch Size = 128, Model type RNN, Examples/Sec = 7601.17, Accuracy = 0.77, Loss = 0.308
[2019-11-28 15:31] Train Step 0820/10000, Batch Size = 128, Model type RNN, Examples/Sec = 7957.30, Accuracy = 0.73, Loss = 0.363
[2019-11-28 15:31] Train Step 0830/10000, Batch Size = 128, Model type RNN, Examples/Sec = 7859.45, Accuracy = 0.70, Loss = 0.547
[2019-11-28 15:31] Train Step 0840/10000, Batch Size = 128, Model type RNN, Examples/Sec = 7419.24, Accuracy = 0.87, Loss = 0.243
[2019-11-28 15:31] Train Step 0850/10000, Batch Size = 128, Model type RNN, Examples/Sec = 8148.36, Accuracy = 0.75, Loss = 0.329
[2019-11-28 15:31] Train Step 0860/10000, Batch Size = 128, Model type RNN, Examples/Sec = 7670.79, Accuracy = 0.96, Loss = 0.196
[2019-11-28 15:31] Train Step 0870/10000, Batch Size = 128, Model type RNN, Examples/Sec = 7564.12, Accuracy = 0.95, Loss = 0.169
[2019-11-28 15:31] Train Step 0880/10000, Batch Size = 128, Model type RNN, Examples/Sec = 7651.33, Accuracy = 0.79, Loss = 0.281
[2019-11-28 15:31] Train Step 0890/10000, Batch Size = 128, Model type RNN, Examples/Sec = 7776.79, Accuracy = 0.80, Loss = 0.365
[2019-11-28 15:31] Train Step 0900/10000, Batch Size = 128, Model type RNN, Examples/Sec = 7585.39, Accuracy = 0.88, Loss = 0.269
[2019-11-28 15:31] Train Step 0910/10000, Batch Size = 128, Model type RNN, Examples/Sec = 7739.57, Accuracy = 0.88, Loss = 0.202
[2019-11-28 15:31] Train Step 0920/10000, Batch Size = 128, Model type RNN, Examples/Sec = 5985.05, Accuracy = 0.41, Loss = 1.326
[2019-11-28 15:31] Train Step 0930/10000, Batch Size = 128, Model type RNN, Examples/Sec = 5874.83, Accuracy = 0.98, Loss = 0.191
[2019-11-28 15:31] Train Step 0940/10000, Batch Size = 128, Model type RNN, Examples/Sec = 6604.63, Accuracy = 0.98, Loss = 0.190
[2019-11-28 15:31] Train Step 0950/10000, Batch Size = 128, Model type RNN, Examples/Sec = 10869.81, Accuracy = 0.91, Loss = 0.192
[2019-11-28 15:31] Train Step 0960/10000, Batch Size = 128, Model type RNN, Examples/Sec = 5889.84, Accuracy = 0.91, Loss = 0.160
[2019-11-28 15:31] Train Step 0970/10000, Batch Size = 128, Model type RNN, Examples/Sec = 4851.05, Accuracy = 0.77, Loss = 0.297
[2019-11-28 15:31] Train Step 0980/10000, Batch Size = 128, Model type RNN, Examples/Sec = 6606.26, Accuracy = 0.98, Loss = 0.165
[2019-11-28 15:31] Train Step 0990/10000, Batch Size = 128, Model type RNN, Examples/Sec = 7695.75, Accuracy = 0.30, Loss = 2.587
[2019-11-28 15:31] Train Step 1000/10000, Batch Size = 128, Model type RNN, Examples/Sec = 5793.11, Accuracy = 0.66, Loss = 0.491
[2019-11-28 15:31] Train Step 1010/10000, Batch Size = 128, Model type RNN, Examples/Sec = 11009.57, Accuracy = 0.98, Loss = 0.130
[2019-11-28 15:31] Train Step 1020/10000, Batch Size = 128, Model type RNN, Examples/Sec = 9220.78, Accuracy = 1.00, Loss = 0.173
[2019-11-28 15:31] Train Step 1030/10000, Batch Size = 128, Model type RNN, Examples/Sec = 8615.71, Accuracy = 0.94, Loss = 0.169
[2019-11-28 15:31] Train Step 1040/10000, Batch Size = 128, Model type RNN, Examples/Sec = 10890.32, Accuracy = 0.96, Loss = 0.142
[2019-11-28 15:31] Train Step 1050/10000, Batch Size = 128, Model type RNN, Examples/Sec = 10988.84, Accuracy = 0.92, Loss = 0.224
[2019-11-28 15:31] Train Step 1060/10000, Batch Size = 128, Model type RNN, Examples/Sec = 10961.92, Accuracy = 0.80, Loss = 0.276
[2019-11-28 15:31] Train Step 1070/10000, Batch Size = 128, Model type RNN, Examples/Sec = 10630.27, Accuracy = 0.77, Loss = 0.295
[2019-11-28 15:31] Train Step 1080/10000, Batch Size = 128, Model type RNN, Examples/Sec = 10951.86, Accuracy = 0.83, Loss = 0.275
[2019-11-28 15:31] Train Step 1090/10000, Batch Size = 128, Model type RNN, Examples/Sec = 10813.98, Accuracy = 0.80, Loss = 0.292
[2019-11-28 15:31] Train Step 1100/10000, Batch Size = 128, Model type RNN, Examples/Sec = 10896.29, Accuracy = 0.84, Loss = 0.270
[2019-11-28 15:31] Train Step 1110/10000, Batch Size = 128, Model type RNN, Examples/Sec = 10887.45, Accuracy = 0.30, Loss = 2.547
[2019-11-28 15:31] Train Step 1120/10000, Batch Size = 128, Model type RNN, Examples/Sec = 11037.42, Accuracy = 0.81, Loss = 0.286
[2019-11-28 15:31] Train Step 1130/10000, Batch Size = 128, Model type RNN, Examples/Sec = 10788.34, Accuracy = 0.78, Loss = 0.301
[2019-11-28 15:31] Train Step 1140/10000, Batch Size = 128, Model type RNN, Examples/Sec = 10955.21, Accuracy = 0.84, Loss = 0.217
[2019-11-28 15:31] Train Step 1150/10000, Batch Size = 128, Model type RNN, Examples/Sec = 10727.55, Accuracy = 0.85, Loss = 0.206
[2019-11-28 15:31] Train Step 1160/10000, Batch Size = 128, Model type RNN, Examples/Sec = 10782.06, Accuracy = 0.81, Loss = 0.290
[2019-11-28 15:31] Train Step 1170/10000, Batch Size = 128, Model type RNN, Examples/Sec = 10173.21, Accuracy = 0.90, Loss = 0.164
[2019-11-28 15:31] Train Step 1180/10000, Batch Size = 128, Model type RNN, Examples/Sec = 11204.42, Accuracy = 1.00, Loss = 0.078
[2019-11-28 15:31] Train Step 1190/10000, Batch Size = 128, Model type RNN, Examples/Sec = 10834.06, Accuracy = 0.92, Loss = 0.274
[2019-11-28 15:31] Train Step 1200/10000, Batch Size = 128, Model type RNN, Examples/Sec = 10631.32, Accuracy = 0.80, Loss = 0.327
[2019-11-28 15:31] Train Step 1210/10000, Batch Size = 128, Model type RNN, Examples/Sec = 5128.74, Accuracy = 0.55, Loss = 1.309
[2019-11-28 15:31] Train Step 1220/10000, Batch Size = 128, Model type RNN, Examples/Sec = 8050.73, Accuracy = 0.90, Loss = 0.166
[2019-11-28 15:31] Train Step 1230/10000, Batch Size = 128, Model type RNN, Examples/Sec = 7938.24, Accuracy = 0.88, Loss = 0.130
[2019-11-28 15:31] Train Step 1240/10000, Batch Size = 128, Model type RNN, Examples/Sec = 7867.05, Accuracy = 0.84, Loss = 0.227
[2019-11-28 15:31] Train Step 1250/10000, Batch Size = 128, Model type RNN, Examples/Sec = 5327.90, Accuracy = 0.93, Loss = 0.167
[2019-11-28 15:31] Train Step 1260/10000, Batch Size = 128, Model type RNN, Examples/Sec = 5033.57, Accuracy = 0.86, Loss = 0.186
[2019-11-28 15:31] Train Step 1270/10000, Batch Size = 128, Model type RNN, Examples/Sec = 8750.10, Accuracy = 0.86, Loss = 0.203
[2019-11-28 15:31] Train Step 1280/10000, Batch Size = 128, Model type RNN, Examples/Sec = 5357.94, Accuracy = 0.80, Loss = 0.274
[2019-11-28 15:31] Train Step 1290/10000, Batch Size = 128, Model type RNN, Examples/Sec = 10750.32, Accuracy = 0.91, Loss = 0.134
[2019-11-28 15:31] Train Step 1300/10000, Batch Size = 128, Model type RNN, Examples/Sec = 10619.75, Accuracy = 0.87, Loss = 0.197
[2019-11-28 15:31] Train Step 1310/10000, Batch Size = 128, Model type RNN, Examples/Sec = 11041.27, Accuracy = 0.91, Loss = 0.134
[2019-11-28 15:31] Train Step 1320/10000, Batch Size = 128, Model type RNN, Examples/Sec = 10768.43, Accuracy = 0.66, Loss = 0.650
[2019-11-28 15:31] Train Step 1330/10000, Batch Size = 128, Model type RNN, Examples/Sec = 5403.67, Accuracy = 0.41, Loss = 2.310
[2019-11-28 15:31] Train Step 1340/10000, Batch Size = 128, Model type RNN, Examples/Sec = 11049.45, Accuracy = 0.96, Loss = 0.180
[2019-11-28 15:31] Train Step 1350/10000, Batch Size = 128, Model type RNN, Examples/Sec = 10651.14, Accuracy = 0.93, Loss = 0.231
[2019-11-28 15:31] Train Step 1360/10000, Batch Size = 128, Model type RNN, Examples/Sec = 5193.73, Accuracy = 0.51, Loss = 1.842
[2019-11-28 15:31] Train Step 1370/10000, Batch Size = 128, Model type RNN, Examples/Sec = 5913.13, Accuracy = 0.91, Loss = 0.110
[2019-11-28 15:31] Train Step 1380/10000, Batch Size = 128, Model type RNN, Examples/Sec = 5286.09, Accuracy = 0.91, Loss = 0.190
[2019-11-28 15:31] Train Step 1390/10000, Batch Size = 128, Model type RNN, Examples/Sec = 5373.71, Accuracy = 0.88, Loss = 0.160
[2019-11-28 15:31] Train Step 1400/10000, Batch Size = 128, Model type RNN, Examples/Sec = 10730.77, Accuracy = 0.96, Loss = 0.113
[2019-11-28 15:31] Train Step 1410/10000, Batch Size = 128, Model type RNN, Examples/Sec = 10738.49, Accuracy = 0.93, Loss = 0.160
[2019-11-28 15:31] Train Step 1420/10000, Batch Size = 128, Model type RNN, Examples/Sec = 7620.92, Accuracy = 0.99, Loss = 0.058
[2019-11-28 15:31] Train Step 1430/10000, Batch Size = 128, Model type RNN, Examples/Sec = 11001.45, Accuracy = 0.99, Loss = 0.118
[2019-11-28 15:31] Train Step 1440/10000, Batch Size = 128, Model type RNN, Examples/Sec = 10699.12, Accuracy = 0.98, Loss = 0.091
[2019-11-28 15:31] Train Step 1450/10000, Batch Size = 128, Model type RNN, Examples/Sec = 10711.92, Accuracy = 0.97, Loss = 0.114
[2019-11-28 15:31] Train Step 1460/10000, Batch Size = 128, Model type RNN, Examples/Sec = 10965.50, Accuracy = 1.00, Loss = 0.074
[2019-11-28 15:31] Train Step 1470/10000, Batch Size = 128, Model type RNN, Examples/Sec = 10715.99, Accuracy = 0.95, Loss = 0.083
[2019-11-28 15:31] Train Step 1480/10000, Batch Size = 128, Model type RNN, Examples/Sec = 10805.06, Accuracy = 0.95, Loss = 0.086
[2019-11-28 15:31] Train Step 1490/10000, Batch Size = 128, Model type RNN, Examples/Sec = 11096.04, Accuracy = 0.66, Loss = 0.830
[2019-11-28 15:31] Train Step 1500/10000, Batch Size = 128, Model type RNN, Examples/Sec = 10744.29, Accuracy = 0.88, Loss = 0.289
[2019-11-28 15:31] Train Step 1510/10000, Batch Size = 128, Model type RNN, Examples/Sec = 10875.32, Accuracy = 0.85, Loss = 0.221
[2019-11-28 15:31] Train Step 1520/10000, Batch Size = 128, Model type RNN, Examples/Sec = 11107.52, Accuracy = 1.00, Loss = 0.073
[2019-11-28 15:31] Train Step 1530/10000, Batch Size = 128, Model type RNN, Examples/Sec = 11229.49, Accuracy = 0.95, Loss = 0.086
[2019-11-28 15:31] Train Step 1540/10000, Batch Size = 128, Model type RNN, Examples/Sec = 10982.10, Accuracy = 1.00, Loss = 0.087
[2019-11-28 15:31] Train Step 1550/10000, Batch Size = 128, Model type RNN, Examples/Sec = 11144.18, Accuracy = 0.88, Loss = 0.166
[2019-11-28 15:31] Train Step 1560/10000, Batch Size = 128, Model type RNN, Examples/Sec = 10798.97, Accuracy = 0.91, Loss = 0.125
[2019-11-28 15:31] Train Step 1570/10000, Batch Size = 128, Model type RNN, Examples/Sec = 9828.30, Accuracy = 0.86, Loss = 0.210
[2019-11-28 15:31] Train Step 1580/10000, Batch Size = 128, Model type RNN, Examples/Sec = 10821.83, Accuracy = 0.91, Loss = 0.151
[2019-11-28 15:31] Train Step 1590/10000, Batch Size = 128, Model type RNN, Examples/Sec = 11093.52, Accuracy = 0.86, Loss = 0.242
[2019-11-28 15:31] Train Step 1600/10000, Batch Size = 128, Model type RNN, Examples/Sec = 11108.90, Accuracy = 0.91, Loss = 0.114
[2019-11-28 15:31] Train Step 1610/10000, Batch Size = 128, Model type RNN, Examples/Sec = 11077.95, Accuracy = 0.99, Loss = 0.076
[2019-11-28 15:32] Train Step 1620/10000, Batch Size = 128, Model type RNN, Examples/Sec = 10976.26, Accuracy = 0.91, Loss = 0.134
[2019-11-28 15:32] Train Step 1630/10000, Batch Size = 128, Model type RNN, Examples/Sec = 10862.99, Accuracy = 1.00, Loss = 0.021
[2019-11-28 15:32] Train Step 1640/10000, Batch Size = 128, Model type RNN, Examples/Sec = 8184.13, Accuracy = 1.00, Loss = 0.015
[2019-11-28 15:32] Train Step 1650/10000, Batch Size = 128, Model type RNN, Examples/Sec = 7400.83, Accuracy = 1.00, Loss = 0.012
[2019-11-28 15:32] Train Step 1660/10000, Batch Size = 128, Model type RNN, Examples/Sec = 7129.19, Accuracy = 1.00, Loss = 0.010
[2019-11-28 15:32] Train Step 1670/10000, Batch Size = 128, Model type RNN, Examples/Sec = 9249.22, Accuracy = 1.00, Loss = 0.014
[2019-11-28 15:32] Train Step 1680/10000, Batch Size = 128, Model type RNN, Examples/Sec = 7644.47, Accuracy = 0.79, Loss = 0.381
[2019-11-28 15:32] Train Step 1690/10000, Batch Size = 128, Model type RNN, Examples/Sec = 7242.48, Accuracy = 0.88, Loss = 0.240
[2019-11-28 15:32] Train Step 1700/10000, Batch Size = 128, Model type RNN, Examples/Sec = 6353.20, Accuracy = 0.33, Loss = 2.302
[2019-11-28 15:32] Train Step 1710/10000, Batch Size = 128, Model type RNN, Examples/Sec = 7284.74, Accuracy = 0.84, Loss = 0.281
[2019-11-28 15:32] Train Step 1720/10000, Batch Size = 128, Model type RNN, Examples/Sec = 7583.03, Accuracy = 0.90, Loss = 0.127
[2019-11-28 15:32] Train Step 1730/10000, Batch Size = 128, Model type RNN, Examples/Sec = 7431.56, Accuracy = 1.00, Loss = 0.034
[2019-11-28 15:32] Train Step 1740/10000, Batch Size = 128, Model type RNN, Examples/Sec = 10836.03, Accuracy = 1.00, Loss = 0.018
[2019-11-28 15:32] Train Step 1750/10000, Batch Size = 128, Model type RNN, Examples/Sec = 11181.08, Accuracy = 1.00, Loss = 0.010
[2019-11-28 15:32] Train Step 1760/10000, Batch Size = 128, Model type RNN, Examples/Sec = 11077.27, Accuracy = 1.00, Loss = 0.009
[2019-11-28 15:32] Train Step 1770/10000, Batch Size = 128, Model type RNN, Examples/Sec = 10972.22, Accuracy = 1.00, Loss = 0.010
[2019-11-28 15:32] Train Step 1780/10000, Batch Size = 128, Model type RNN, Examples/Sec = 10918.45, Accuracy = 1.00, Loss = 0.010
[2019-11-28 15:32] Train Step 1790/10000, Batch Size = 128, Model type RNN, Examples/Sec = 10910.68, Accuracy = 1.00, Loss = 0.009
[2019-11-28 15:32] Train Step 1800/10000, Batch Size = 128, Model type RNN, Examples/Sec = 9008.81, Accuracy = 1.00, Loss = 0.006
[2019-11-28 15:32] Train Step 1810/10000, Batch Size = 128, Model type RNN, Examples/Sec = 9872.40, Accuracy = 1.00, Loss = 0.006
[2019-11-28 15:32] Train Step 1820/10000, Batch Size = 128, Model type RNN, Examples/Sec = 10500.94, Accuracy = 1.00, Loss = 0.006
[2019-11-28 15:32] Train Step 1830/10000, Batch Size = 128, Model type RNN, Examples/Sec = 7732.33, Accuracy = 1.00, Loss = 0.005
[2019-11-28 15:32] Train Step 1840/10000, Batch Size = 128, Model type RNN, Examples/Sec = 7351.68, Accuracy = 1.00, Loss = 0.005
[2019-11-28 15:32] Train Step 1850/10000, Batch Size = 128, Model type RNN, Examples/Sec = 8060.28, Accuracy = 1.00, Loss = 0.004
[2019-11-28 15:32] Train Step 1860/10000, Batch Size = 128, Model type RNN, Examples/Sec = 10866.29, Accuracy = 1.00, Loss = 0.004
[2019-11-28 15:32] Train Step 1870/10000, Batch Size = 128, Model type RNN, Examples/Sec = 11173.64, Accuracy = 1.00, Loss = 0.004
[2019-11-28 15:32] Train Step 1880/10000, Batch Size = 128, Model type RNN, Examples/Sec = 11103.62, Accuracy = 1.00, Loss = 0.004
[2019-11-28 15:32] Train Step 1890/10000, Batch Size = 128, Model type RNN, Examples/Sec = 7912.96, Accuracy = 1.00, Loss = 0.003
[2019-11-28 15:32] Train Step 1900/10000, Batch Size = 128, Model type RNN, Examples/Sec = 7345.44, Accuracy = 1.00, Loss = 0.005
[2019-11-28 15:32] Train Step 1910/10000, Batch Size = 128, Model type RNN, Examples/Sec = 7407.67, Accuracy = 1.00, Loss = 0.003
[2019-11-28 15:32] Train Step 1920/10000, Batch Size = 128, Model type RNN, Examples/Sec = 11073.38, Accuracy = 1.00, Loss = 0.003
[2019-11-28 15:32] Train Step 1930/10000, Batch Size = 128, Model type RNN, Examples/Sec = 10928.45, Accuracy = 1.00, Loss = 0.003
[2019-11-28 15:32] Train Step 1940/10000, Batch Size = 128, Model type RNN, Examples/Sec = 8880.36, Accuracy = 1.00, Loss = 0.003
[2019-11-28 15:32] Train Step 1950/10000, Batch Size = 128, Model type RNN, Examples/Sec = 7063.44, Accuracy = 1.00, Loss = 0.002
[2019-11-28 15:32] Train Step 1960/10000, Batch Size = 128, Model type RNN, Examples/Sec = 11250.20, Accuracy = 1.00, Loss = 0.002
[2019-11-28 15:32] Train Step 1970/10000, Batch Size = 128, Model type RNN, Examples/Sec = 11208.63, Accuracy = 1.00, Loss = 0.002
[2019-11-28 15:32] Train Step 1980/10000, Batch Size = 128, Model type RNN, Examples/Sec = 9957.17, Accuracy = 1.00, Loss = 0.002
[2019-11-28 15:32] Train Step 1990/10000, Batch Size = 128, Model type RNN, Examples/Sec = 10942.48, Accuracy = 1.00, Loss = 0.002
[2019-11-28 15:32] Train Step 2000/10000, Batch Size = 128, Model type RNN, Examples/Sec = 10864.75, Accuracy = 1.00, Loss = 0.002
[2019-11-28 15:32] Train Step 2010/10000, Batch Size = 128, Model type RNN, Examples/Sec = 10988.62, Accuracy = 1.00, Loss = 0.002
[2019-11-28 15:32] Train Step 2020/10000, Batch Size = 128, Model type RNN, Examples/Sec = 10887.01, Accuracy = 1.00, Loss = 0.002
[2019-11-28 15:32] Train Step 2030/10000, Batch Size = 128, Model type RNN, Examples/Sec = 11057.65, Accuracy = 1.00, Loss = 0.002
[2019-11-28 15:32] Train Step 2040/10000, Batch Size = 128, Model type RNN, Examples/Sec = 11174.33, Accuracy = 1.00, Loss = 0.002
[2019-11-28 15:32] Train Step 2050/10000, Batch Size = 128, Model type RNN, Examples/Sec = 11106.14, Accuracy = 1.00, Loss = 0.002
[2019-11-28 15:32] Train Step 2060/10000, Batch Size = 128, Model type RNN, Examples/Sec = 10995.59, Accuracy = 1.00, Loss = 0.001
[2019-11-28 15:32] Train Step 2070/10000, Batch Size = 128, Model type RNN, Examples/Sec = 10928.00, Accuracy = 1.00, Loss = 0.001
[2019-11-28 15:32] Train Step 2080/10000, Batch Size = 128, Model type RNN, Examples/Sec = 10967.96, Accuracy = 1.00, Loss = 0.001
[2019-11-28 15:32] Train Step 2090/10000, Batch Size = 128, Model type RNN, Examples/Sec = 11201.61, Accuracy = 1.00, Loss = 0.001
[2019-11-28 15:32] Train Step 2100/10000, Batch Size = 128, Model type RNN, Examples/Sec = 9869.13, Accuracy = 1.00, Loss = 0.001
[2019-11-28 15:32] Train Step 2110/10000, Batch Size = 128, Model type RNN, Examples/Sec = 10388.17, Accuracy = 1.00, Loss = 0.001
[2019-11-28 15:32] Train Step 2120/10000, Batch Size = 128, Model type RNN, Examples/Sec = 7750.19, Accuracy = 1.00, Loss = 0.001
----------------------------------------------INPUT LENGTH  14  iteration  4  ------------------------

[2019-11-28 15:32] Train Step 0000/10000, Batch Size = 128, Model type RNN, Examples/Sec = 1606.85, Accuracy = 0.12, Loss = 2.319
[2019-11-28 15:32] Train Step 0010/10000, Batch Size = 128, Model type RNN, Examples/Sec = 10265.02, Accuracy = 0.07, Loss = 2.324
[2019-11-28 15:32] Train Step 0020/10000, Batch Size = 128, Model type RNN, Examples/Sec = 10030.47, Accuracy = 0.12, Loss = 2.311
[2019-11-28 15:32] Train Step 0030/10000, Batch Size = 128, Model type RNN, Examples/Sec = 10103.14, Accuracy = 0.16, Loss = 2.295
[2019-11-28 15:32] Train Step 0040/10000, Batch Size = 128, Model type RNN, Examples/Sec = 10410.12, Accuracy = 0.17, Loss = 2.201
[2019-11-28 15:32] Train Step 0050/10000, Batch Size = 128, Model type RNN, Examples/Sec = 10172.06, Accuracy = 0.19, Loss = 2.115
[2019-11-28 15:32] Train Step 0060/10000, Batch Size = 128, Model type RNN, Examples/Sec = 10218.33, Accuracy = 0.20, Loss = 2.039
[2019-11-28 15:32] Train Step 0070/10000, Batch Size = 128, Model type RNN, Examples/Sec = 10361.10, Accuracy = 0.23, Loss = 1.976
[2019-11-28 15:32] Train Step 0080/10000, Batch Size = 128, Model type RNN, Examples/Sec = 10580.20, Accuracy = 0.16, Loss = 1.968
[2019-11-28 15:32] Train Step 0090/10000, Batch Size = 128, Model type RNN, Examples/Sec = 10322.65, Accuracy = 0.21, Loss = 1.956
[2019-11-28 15:32] Train Step 0100/10000, Batch Size = 128, Model type RNN, Examples/Sec = 10593.56, Accuracy = 0.23, Loss = 2.004
[2019-11-28 15:32] Train Step 0110/10000, Batch Size = 128, Model type RNN, Examples/Sec = 10619.54, Accuracy = 0.20, Loss = 1.933
[2019-11-28 15:32] Train Step 0120/10000, Batch Size = 128, Model type RNN, Examples/Sec = 10000.02, Accuracy = 0.23, Loss = 1.928
[2019-11-28 15:32] Train Step 0130/10000, Batch Size = 128, Model type RNN, Examples/Sec = 10447.60, Accuracy = 0.20, Loss = 1.965
[2019-11-28 15:32] Train Step 0140/10000, Batch Size = 128, Model type RNN, Examples/Sec = 10372.31, Accuracy = 0.22, Loss = 1.848
