ERROR: Unable to locate a modulefile for 'torque/default'
ERROR: Unable to locate a modulefile for 'oldwheezy/1.0'
ERROR: Unable to locate a modulefile for 'licenses/1.0'
ERROR: Unable to locate a modulefile for 'stdenv/1.3'
ERROR: Unable to locate a modulefile for 'libgfortran/32/1'
----------------------------------------------INPUT LENGTH  5 ------------------------

/home/lgpu0119/DL_assignments_2019/assignment_2/part1/train.py:104: UserWarning: torch.nn.utils.clip_grad_norm is now deprecated in favor of torch.nn.utils.clip_grad_norm_.
  torch.nn.utils.clip_grad_norm(model.parameters(), max_norm=config.max_norm)
[2019-11-27 17:40] Train Step 0000/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 6207.89, Accuracy = 0.15, Loss = 2.301
[2019-11-27 18:05] Train Step 0470/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 2694.55, Accuracy = 0.50, Loss = 1.052
[2019-11-27 18:05] Train Step 0480/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 2708.42, Accuracy = 0.57, Loss = 1.032
[2019-11-27 18:05] Train Step 0490/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 2711.24, Accuracy = 0.58, Loss = 1.006
[2019-11-27 18:05] Train Step 0500/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 2744.58, Accuracy = 0.63, Loss = 0.940
[2019-11-27 18:05] Train Step 0510/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 2802.80, Accuracy = 0.30, Loss = 1.434
[2019-11-27 18:05] Train Step 0520/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 2597.10, Accuracy = 0.44, Loss = 1.142
[2019-11-27 18:05] Train Step 0530/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 2662.67, Accuracy = 0.48, Loss = 1.016
[2019-11-27 18:05] Train Step 0540/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 2672.02, Accuracy = 0.53, Loss = 0.951
[2019-11-27 18:05] Train Step 0550/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 2646.16, Accuracy = 0.68, Loss = 0.929
[2019-11-27 18:05] Train Step 0560/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 2752.62, Accuracy = 0.63, Loss = 0.894
[2019-11-27 18:05] Train Step 0570/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 2645.36, Accuracy = 0.71, Loss = 0.836
[2019-11-27 18:05] Train Step 0580/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 2690.15, Accuracy = 0.63, Loss = 0.852
[2019-11-27 18:05] Train Step 0590/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 2637.08, Accuracy = 0.80, Loss = 0.771
[2019-11-27 18:05] Train Step 0600/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 2761.70, Accuracy = 0.72, Loss = 0.734
[2019-11-27 18:05] Train Step 0610/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 2671.35, Accuracy = 0.68, Loss = 0.794
[2019-11-27 18:05] Train Step 0620/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 2676.17, Accuracy = 0.81, Loss = 0.661
[2019-11-27 18:05] Train Step 0630/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 2648.69, Accuracy = 0.81, Loss = 0.638
[2019-11-27 18:05] Train Step 0640/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 2698.54, Accuracy = 0.80, Loss = 0.629
[2019-11-27 18:05] Train Step 0650/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 2680.92, Accuracy = 0.80, Loss = 0.631
[2019-11-27 18:05] Train Step 0660/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 2675.33, Accuracy = 0.85, Loss = 0.557
[2019-11-27 18:05] Train Step 0670/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 2636.24, Accuracy = 0.72, Loss = 0.668
[2019-11-27 18:05] Train Step 0680/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 2660.12, Accuracy = 0.74, Loss = 0.655
[2019-11-27 18:05] Train Step 0690/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 2671.73, Accuracy = 0.86, Loss = 0.563
[2019-11-27 18:05] Train Step 0700/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 2675.66, Accuracy = 0.87, Loss = 0.525
[2019-11-27 18:05] Train Step 0710/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 2655.06, Accuracy = 0.77, Loss = 0.568
[2019-11-27 18:05] Train Step 0720/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 2628.15, Accuracy = 0.75, Loss = 0.624
[2019-11-27 18:05] Train Step 0730/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 2675.66, Accuracy = 0.79, Loss = 0.579
[2019-11-27 18:05] Train Step 0740/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 2641.52, Accuracy = 0.77, Loss = 0.613
[2019-11-27 18:05] Train Step 0750/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 2617.69, Accuracy = 0.80, Loss = 0.569
[2019-11-27 18:05] Train Step 0760/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 2604.55, Accuracy = 0.91, Loss = 0.474
[2019-11-27 18:05] Train Step 0770/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 2687.93, Accuracy = 0.89, Loss = 0.470
[2019-11-27 18:05] Train Step 0780/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 2721.27, Accuracy = 0.86, Loss = 0.485
[2019-11-27 18:05] Train Step 0790/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 2710.59, Accuracy = 0.73, Loss = 0.570
[2019-11-27 18:05] Train Step 0800/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 2743.07, Accuracy = 0.58, Loss = 0.693
[2019-11-27 18:05] Train Step 0810/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 2714.97, Accuracy = 0.49, Loss = 0.844
[2019-11-27 18:05] Train Step 0820/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 2666.09, Accuracy = 0.32, Loss = 1.023
[2019-11-27 18:05] Train Step 0830/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 2668.56, Accuracy = 0.50, Loss = 0.946
[2019-11-27 18:06] Train Step 0840/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 2686.79, Accuracy = 0.30, Loss = 1.563
[2019-11-27 18:06] Train Step 0850/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 2678.01, Accuracy = 0.19, Loss = 1.285
[2019-11-27 18:06] Train Step 0860/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 2644.74, Accuracy = 0.48, Loss = 1.015
[2019-11-27 18:06] Train Step 0870/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 2679.25, Accuracy = 0.48, Loss = 0.817
[2019-11-27 18:06] Train Step 0880/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 2675.29, Accuracy = 0.30, Loss = 1.104
[2019-11-27 18:06] Train Step 0890/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 2725.81, Accuracy = 0.35, Loss = 0.885
[2019-11-27 18:06] Train Step 0900/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 2750.55, Accuracy = 0.40, Loss = 0.963
[2019-11-27 18:06] Train Step 0910/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 2783.26, Accuracy = 0.38, Loss = 0.985
[2019-11-27 18:06] Train Step 0920/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 2711.59, Accuracy = 0.40, Loss = 0.999
[2019-11-27 18:06] Train Step 0930/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 2751.14, Accuracy = 0.33, Loss = 0.987
[2019-11-27 18:06] Train Step 0940/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 2740.87, Accuracy = 0.52, Loss = 1.026
[2019-11-27 18:06] Train Step 0950/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 2683.48, Accuracy = 0.49, Loss = 0.917
[2019-11-27 18:06] Train Step 0960/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 2679.16, Accuracy = 0.52, Loss = 0.726
[2019-11-27 18:06] Train Step 0970/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 2685.00, Accuracy = 0.55, Loss = 0.816
[2019-11-27 18:06] Train Step 0980/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 2724.14, Accuracy = 0.44, Loss = 0.982
[2019-11-27 18:06] Train Step 0990/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 2737.68, Accuracy = 0.70, Loss = 0.479
[2019-11-27 18:06] Train Step 1000/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 2746.97, Accuracy = 0.88, Loss = 0.308
[2019-11-27 18:06] Train Step 1010/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 2743.24, Accuracy = 0.81, Loss = 0.417
[2019-11-27 18:06] Train Step 1020/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 2744.74, Accuracy = 0.59, Loss = 0.585
[2019-11-27 18:06] Train Step 1030/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 2665.30, Accuracy = 0.60, Loss = 0.673
[2019-11-27 18:06] Train Step 1040/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 2642.60, Accuracy = 0.53, Loss = 0.741
[2019-11-27 18:06] Train Step 1050/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 2667.83, Accuracy = 0.62, Loss = 0.622
[2019-11-27 18:06] Train Step 1060/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 2734.49, Accuracy = 0.60, Loss = 0.587
[2019-11-27 18:06] Train Step 1070/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 2678.52, Accuracy = 0.49, Loss = 0.859
[2019-11-27 18:06] Train Step 1080/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 2630.37, Accuracy = 0.44, Loss = 0.944
[2019-11-27 18:06] Train Step 1090/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 2679.37, Accuracy = 0.64, Loss = 0.956
[2019-11-27 18:06] Train Step 1100/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 2604.77, Accuracy = 0.66, Loss = 0.706
[2019-11-27 18:06] Train Step 1110/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 2655.70, Accuracy = 0.75, Loss = 0.427
[2019-11-27 18:06] Train Step 1120/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 2670.51, Accuracy = 0.80, Loss = 0.397
[2019-11-27 18:06] Train Step 1130/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 2688.35, Accuracy = 0.83, Loss = 0.288
[2019-11-27 18:06] Train Step 1140/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 2624.04, Accuracy = 0.81, Loss = 0.279
[2019-11-27 18:06] Train Step 1150/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 2693.72, Accuracy = 0.67, Loss = 0.637
[2019-11-27 18:06] Train Step 1160/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 2665.22, Accuracy = 0.64, Loss = 0.554
[2019-11-27 18:06] Train Step 1170/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 2652.72, Accuracy = 0.71, Loss = 0.458
[2019-11-27 18:06] Train Step 1180/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 2593.96, Accuracy = 0.66, Loss = 0.529
[2019-11-27 18:06] Train Step 1190/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 2699.61, Accuracy = 0.47, Loss = 1.912
[2019-11-27 18:06] Train Step 1200/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 2652.24, Accuracy = 0.88, Loss = 0.248
[2019-11-27 18:06] Train Step 1210/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 2675.50, Accuracy = 0.90, Loss = 0.233
[2019-11-27 18:06] Train Step 1220/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 2678.48, Accuracy = 0.84, Loss = 0.243
[2019-11-27 18:06] Train Step 1230/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 2671.61, Accuracy = 0.41, Loss = 2.057
[2019-11-27 18:06] Train Step 1240/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 2681.94, Accuracy = 0.73, Loss = 0.629
[2019-11-27 18:06] Train Step 1250/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 2688.06, Accuracy = 0.62, Loss = 0.656
[2019-11-27 18:06] Train Step 1260/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 2750.34, Accuracy = 0.59, Loss = 0.711
[2019-11-27 18:06] Train Step 1270/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 2690.69, Accuracy = 0.70, Loss = 0.513
[2019-11-27 18:06] Train Step 1280/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 2660.31, Accuracy = 0.86, Loss = 0.266
[2019-11-27 18:06] Train Step 1290/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 2744.33, Accuracy = 0.47, Loss = 2.380
[2019-11-27 18:06] Train Step 1300/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 2657.71, Accuracy = 0.87, Loss = 0.264
[2019-11-27 18:06] Train Step 1310/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 2634.98, Accuracy = 0.84, Loss = 0.227
[2019-11-27 18:06] Train Step 1320/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 2722.59, Accuracy = 1.00, Loss = 0.109
[2019-11-27 18:06] Train Step 1330/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 2661.28, Accuracy = 0.59, Loss = 1.120
[2019-11-27 18:06] Train Step 1340/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 2669.74, Accuracy = 0.73, Loss = 0.707
[2019-11-27 18:06] Train Step 1350/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 2725.41, Accuracy = 0.77, Loss = 0.498
[2019-11-27 18:06] Train Step 1360/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 2685.62, Accuracy = 0.84, Loss = 0.282
[2019-11-27 18:06] Train Step 1370/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 2690.30, Accuracy = 0.79, Loss = 0.404
[2019-11-27 18:06] Train Step 1380/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 2799.22, Accuracy = 0.88, Loss = 0.268
[2019-11-27 18:06] Train Step 1390/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 2675.42, Accuracy = 0.85, Loss = 0.259
[2019-11-27 18:06] Train Step 1400/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 2692.15, Accuracy = 0.86, Loss = 0.266
[2019-11-27 18:06] Train Step 1410/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 2665.21, Accuracy = 0.85, Loss = 0.352
[2019-11-27 18:06] Train Step 1420/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 2706.30, Accuracy = 0.80, Loss = 0.411
[2019-11-27 18:06] Train Step 1430/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 2694.59, Accuracy = 0.79, Loss = 0.395
[2019-11-27 18:06] Train Step 1440/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 2700.52, Accuracy = 0.44, Loss = 2.027
[2019-11-27 18:06] Train Step 1450/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 2665.88, Accuracy = 0.91, Loss = 0.199
[2019-11-27 18:06] Train Step 1460/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 2570.57, Accuracy = 0.91, Loss = 0.159
[2019-11-27 18:06] Train Step 1470/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 2706.83, Accuracy = 0.85, Loss = 0.221
[2019-11-27 18:06] Train Step 1480/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 2688.98, Accuracy = 0.97, Loss = 0.101
[2019-11-27 18:06] Train Step 1490/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 2658.28, Accuracy = 0.96, Loss = 0.098
[2019-11-27 18:06] Train Step 1500/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 2678.85, Accuracy = 0.91, Loss = 0.141
[2019-11-27 18:06] Train Step 1510/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 2675.54, Accuracy = 0.96, Loss = 0.087
[2019-11-27 18:06] Train Step 1520/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 2773.57, Accuracy = 1.00, Loss = 0.029
[2019-11-27 18:06] Train Step 1530/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 2575.40, Accuracy = 1.00, Loss = 0.032
[2019-11-27 18:06] Train Step 1540/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 2653.94, Accuracy = 1.00, Loss = 0.031
[2019-11-27 18:06] Train Step 1550/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 2668.90, Accuracy = 0.97, Loss = 0.065
[2019-11-27 18:06] Train Step 1560/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 2681.39, Accuracy = 1.00, Loss = 0.032
[2019-11-27 18:06] Train Step 1570/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 2611.51, Accuracy = 0.95, Loss = 0.084
[2019-11-27 18:06] Train Step 1580/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 2663.59, Accuracy = 0.94, Loss = 0.132
[2019-11-27 18:06] Train Step 1590/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 3028.67, Accuracy = 0.98, Loss = 0.039
[2019-11-27 18:06] Train Step 1600/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 2632.42, Accuracy = 1.00, Loss = 0.009
[2019-11-27 18:06] Train Step 1610/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 2655.11, Accuracy = 1.00, Loss = 0.007
[2019-11-27 18:06] Train Step 1620/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 2633.53, Accuracy = 1.00, Loss = 0.006
[2019-11-27 18:06] Train Step 1630/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 2713.06, Accuracy = 1.00, Loss = 0.006
----------------------------------------------INPUT LENGTH  20 ------------------------

[2019-11-27 18:06] Train Step 0000/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 2318.62, Accuracy = 0.08, Loss = 2.314
[2019-11-27 18:06] Train Step 0010/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 2662.27, Accuracy = 0.11, Loss = 2.298
[2019-11-27 18:06] Train Step 0020/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 2683.50, Accuracy = 0.12, Loss = 2.307
[2019-11-27 18:06] Train Step 0030/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 2761.85, Accuracy = 0.04, Loss = 2.311
[2019-11-27 18:06] Train Step 0040/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 2709.20, Accuracy = 0.10, Loss = 2.297
[2019-11-27 18:06] Train Step 0050/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 2578.27, Accuracy = 0.10, Loss = 2.319
[2019-11-27 18:06] Train Step 0060/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 2651.70, Accuracy = 0.08, Loss = 2.299
[2019-11-27 18:06] Train Step 0070/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 2649.25, Accuracy = 0.08, Loss = 2.303
[2019-11-27 18:06] Train Step 0080/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 2729.38, Accuracy = 0.06, Loss = 2.303
[2019-11-27 18:06] Train Step 0090/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 2674.93, Accuracy = 0.07, Loss = 2.310
[2019-11-27 18:06] Train Step 0100/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 2763.94, Accuracy = 0.09, Loss = 2.301
[2019-11-27 18:06] Train Step 0110/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 2695.68, Accuracy = 0.03, Loss = 2.315
[2019-11-27 18:06] Train Step 0120/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 2611.51, Accuracy = 0.07, Loss = 2.305
[2019-11-27 18:06] Train Step 0130/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 2633.41, Accuracy = 0.09, Loss = 2.304
[2019-11-27 18:06] Train Step 0140/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 2731.86, Accuracy = 0.06, Loss = 2.300
[2019-11-27 18:06] Train Step 0150/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 2696.68, Accuracy = 0.12, Loss = 2.299
[2019-11-27 18:06] Train Step 0160/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 2728.29, Accuracy = 0.12, Loss = 2.305
[2019-11-27 18:06] Train Step 0170/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 2581.18, Accuracy = 0.16, Loss = 2.293
[2019-11-27 18:06] Train Step 0180/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 3014.50, Accuracy = 0.16, Loss = 2.299
[2019-11-27 18:06] Train Step 0190/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 2720.26, Accuracy = 0.17, Loss = 2.290
[2019-11-27 18:06] Train Step 0200/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 2724.43, Accuracy = 0.09, Loss = 2.294
[2019-11-27 18:06] Train Step 0210/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 2666.54, Accuracy = 0.12, Loss = 2.259
[2019-11-27 18:06] Train Step 0220/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 2618.82, Accuracy = 0.13, Loss = 2.470
[2019-11-27 18:06] Train Step 0230/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 2700.11, Accuracy = 0.10, Loss = 2.321
[2019-11-27 18:06] Train Step 0240/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 2728.46, Accuracy = 0.21, Loss = 2.188
[2019-11-27 18:06] Train Step 0250/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 2668.85, Accuracy = 0.17, Loss = 2.054
[2019-11-27 18:06] Train Step 0260/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 2679.71, Accuracy = 0.15, Loss = 2.048
[2019-11-27 18:06] Train Step 0270/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 2735.10, Accuracy = 0.20, Loss = 2.182
[2019-11-27 18:06] Train Step 0280/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 2753.72, Accuracy = 0.17, Loss = 2.088
[2019-11-27 18:06] Train Step 0290/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 2605.52, Accuracy = 0.27, Loss = 1.888
[2019-11-27 18:06] Train Step 0300/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 2676.01, Accuracy = 0.27, Loss = 1.861
[2019-11-27 18:06] Train Step 0310/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 2702.56, Accuracy = 0.23, Loss = 1.809
[2019-11-27 18:06] Train Step 0320/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 2670.95, Accuracy = 0.26, Loss = 1.750
[2019-11-27 18:06] Train Step 0330/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 2644.15, Accuracy = 0.20, Loss = 1.775
[2019-11-27 18:06] Train Step 0340/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 2687.04, Accuracy = 0.16, Loss = 1.834
[2019-11-27 18:06] Train Step 0350/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 2671.85, Accuracy = 0.24, Loss = 1.714
[2019-11-27 18:06] Train Step 0360/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 2696.12, Accuracy = 0.23, Loss = 1.713
[2019-11-27 18:06] Train Step 0370/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 2601.59, Accuracy = 0.28, Loss = 1.649
[2019-11-27 18:06] Train Step 0380/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 2680.92, Accuracy = 0.28, Loss = 1.547
[2019-11-27 18:06] Train Step 0390/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 2684.80, Accuracy = 0.22, Loss = 1.529
[2019-11-27 18:07] Train Step 0400/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 2581.98, Accuracy = 0.27, Loss = 1.394
[2019-11-27 18:07] Train Step 0410/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 2621.95, Accuracy = 0.37, Loss = 1.312
[2019-11-27 18:07] Train Step 0420/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 2676.19, Accuracy = 0.36, Loss = 1.236
[2019-11-27 18:07] Train Step 0430/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 2725.21, Accuracy = 0.33, Loss = 1.197
[2019-11-27 18:07] Train Step 0440/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 2729.44, Accuracy = 0.45, Loss = 1.195
[2019-11-27 18:07] Train Step 0450/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 2956.39, Accuracy = 0.45, Loss = 1.120
[2019-11-27 18:07] Train Step 0460/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 2700.88, Accuracy = 0.56, Loss = 1.044
[2019-11-27 18:07] Train Step 0470/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 2682.62, Accuracy = 0.55, Loss = 0.998
[2019-11-27 18:07] Train Step 0480/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 2736.58, Accuracy = 0.52, Loss = 1.031
[2019-11-27 18:07] Train Step 0490/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 2622.85, Accuracy = 0.50, Loss = 1.073
[2019-11-27 18:07] Train Step 0500/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 2659.96, Accuracy = 0.56, Loss = 0.960
[2019-11-27 18:07] Train Step 0510/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 2709.84, Accuracy = 0.61, Loss = 0.931
[2019-11-27 18:07] Train Step 0520/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 2668.01, Accuracy = 0.68, Loss = 0.874
[2019-11-27 18:07] Train Step 0530/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 2696.87, Accuracy = 0.53, Loss = 0.955
[2019-11-27 18:07] Train Step 0540/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 2658.65, Accuracy = 0.71, Loss = 0.830
[2019-11-27 18:07] Train Step 0550/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 2605.94, Accuracy = 0.77, Loss = 0.762
[2019-11-27 18:07] Train Step 0560/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 2717.21, Accuracy = 0.75, Loss = 0.797
[2019-11-27 18:07] Train Step 0570/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 2682.87, Accuracy = 0.73, Loss = 0.742
[2019-11-27 18:07] Train Step 0580/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 2657.51, Accuracy = 0.79, Loss = 0.677
[2019-11-27 18:07] Train Step 0590/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 2713.29, Accuracy = 0.75, Loss = 0.735
[2019-11-27 18:07] Train Step 0600/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 2687.59, Accuracy = 0.76, Loss = 0.720
[2019-11-27 18:07] Train Step 0610/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 2655.77, Accuracy = 0.77, Loss = 0.668
[2019-11-27 18:07] Train Step 0620/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 2719.92, Accuracy = 0.72, Loss = 0.763
[2019-11-27 18:07] Train Step 0630/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 2685.12, Accuracy = 0.83, Loss = 0.639
[2019-11-27 18:07] Train Step 0640/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 2748.36, Accuracy = 0.86, Loss = 0.574
[2019-11-27 18:07] Train Step 0650/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 2628.04, Accuracy = 0.82, Loss = 0.607
