Initialize dataset with 532673 characters, 55 unique.
train.py:81: UserWarning: torch.nn.utils.clip_grad_norm is now deprecated in favor of torch.nn.utils.clip_grad_norm_.
  torch.nn.utils.clip_grad_norm(model.parameters(), max_norm=config.max_norm)
[2019-11-29 23:28] Train Step 0000/1000000, Epoch 0 Batch Size = 64, Examples/Sec = 804.79, Accuracy = 0.02, Loss = 4.032
[2019-11-29 23:41] Train Step 5175/1000000, Epoch 7 Batch Size = 64, Examples/Sec = 6856.76, Accuracy = 0.71, Loss = 0.902
[2019-11-29 23:41] Train Step 5180/1000000, Epoch 7 Batch Size = 64, Examples/Sec = 6802.03, Accuracy = 0.70, Loss = 0.904
[2019-11-29 23:41] Train Step 5185/1000000, Epoch 7 Batch Size = 64, Examples/Sec = 6784.84, Accuracy = 0.70, Loss = 0.923
[2019-11-29 23:41] Train Step 5190/1000000, Epoch 7 Batch Size = 64, Examples/Sec = 6605.69, Accuracy = 0.70, Loss = 0.894
[2019-11-29 23:41] Train Step 5195/1000000, Epoch 7 Batch Size = 64, Examples/Sec = 6792.91, Accuracy = 0.71, Loss = 0.904
[2019-11-29 23:41] Train Step 5200/1000000, Epoch 7 Batch Size = 64, Examples/Sec = 6787.07, Accuracy = 0.71, Loss = 0.889
GENERATED SENTENCE at step 5200 ------- _ end of the world were so heavy the work was done

[2019-11-29 23:41] Train Step 5205/1000000, Epoch 7 Batch Size = 64, Examples/Sec = 6844.18, Accuracy = 0.70, Loss = 0.928
[2019-11-29 23:41] Train Step 5210/1000000, Epoch 7 Batch Size = 64, Examples/Sec = 6805.48, Accuracy = 0.69, Loss = 0.954
[2019-11-29 23:41] Train Step 5215/1000000, Epoch 7 Batch Size = 64, Examples/Sec = 6793.08, Accuracy = 0.70, Loss = 0.935
[2019-11-29 23:41] Train Step 5220/1000000, Epoch 7 Batch Size = 64, Examples/Sec = 6775.08, Accuracy = 0.70, Loss = 0.927
[2019-11-29 23:41] Train Step 5225/1000000, Epoch 7 Batch Size = 64, Examples/Sec = 6768.25, Accuracy = 0.70, Loss = 0.944
[2019-11-29 23:41] Train Step 5230/1000000, Epoch 7 Batch Size = 64, Examples/Sec = 6816.37, Accuracy = 0.70, Loss = 0.952
[2019-11-29 23:41] Train Step 5235/1000000, Epoch 7 Batch Size = 64, Examples/Sec = 6807.21, Accuracy = 0.71, Loss = 0.919
[2019-11-29 23:41] Train Step 5240/1000000, Epoch 7 Batch Size = 64, Examples/Sec = 6822.95, Accuracy = 0.70, Loss = 0.955
[2019-11-29 23:41] Train Step 5245/1000000, Epoch 7 Batch Size = 64, Examples/Sec = 6787.76, Accuracy = 0.71, Loss = 0.918
[2019-11-29 23:41] Train Step 5250/1000000, Epoch 7 Batch Size = 64, Examples/Sec = 6885.61, Accuracy = 0.68, Loss = 0.953
[2019-11-29 23:41] Train Step 5255/1000000, Epoch 7 Batch Size = 64, Examples/Sec = 6795.66, Accuracy = 0.71, Loss = 0.948
[2019-11-29 23:41] Train Step 5260/1000000, Epoch 7 Batch Size = 64, Examples/Sec = 6798.76, Accuracy = 0.68, Loss = 0.973
[2019-11-29 23:41] Train Step 5265/1000000, Epoch 7 Batch Size = 64, Examples/Sec = 6757.34, Accuracy = 0.70, Loss = 0.906
[2019-11-29 23:41] Train Step 5270/1000000, Epoch 7 Batch Size = 64, Examples/Sec = 6788.62, Accuracy = 0.70, Loss = 0.928
[2019-11-29 23:41] Train Step 5275/1000000, Epoch 7 Batch Size = 64, Examples/Sec = 6823.13, Accuracy = 0.71, Loss = 0.925
[2019-11-29 23:41] Train Step 5280/1000000, Epoch 7 Batch Size = 64, Examples/Sec = 6813.95, Accuracy = 0.69, Loss = 0.978
[2019-11-29 23:41] Train Step 5285/1000000, Epoch 7 Batch Size = 64, Examples/Sec = 6848.02, Accuracy = 0.72, Loss = 0.902
[2019-11-29 23:41] Train Step 5290/1000000, Epoch 7 Batch Size = 64, Examples/Sec = 6812.56, Accuracy = 0.70, Loss = 0.922
[2019-11-29 23:41] Train Step 5295/1000000, Epoch 7 Batch Size = 64, Examples/Sec = 6853.26, Accuracy = 0.71, Loss = 0.919
[2019-11-29 23:41] Train Step 5300/1000000, Epoch 7 Batch Size = 64, Examples/Sec = 6768.25, Accuracy = 0.70, Loss = 0.945
GENERATED SENTENCE at step 5300 ------- _ in the world were coming to the kings daughter t

[2019-11-29 23:41] Train Step 5305/1000000, Epoch 7 Batch Size = 64, Examples/Sec = 6788.96, Accuracy = 0.70, Loss = 0.937
[2019-11-29 23:41] Train Step 5310/1000000, Epoch 7 Batch Size = 64, Examples/Sec = 6789.30, Accuracy = 0.71, Loss = 0.890
[2019-11-29 23:41] Train Step 5315/1000000, Epoch 7 Batch Size = 64, Examples/Sec = 6755.98, Accuracy = 0.70, Loss = 0.938
[2019-11-29 23:41] Train Step 5320/1000000, Epoch 7 Batch Size = 64, Examples/Sec = 6713.74, Accuracy = 0.71, Loss = 0.921
[2019-11-29 23:41] Train Step 5325/1000000, Epoch 7 Batch Size = 64, Examples/Sec = 6764.15, Accuracy = 0.70, Loss = 0.915
[2019-11-29 23:41] Train Step 5330/1000000, Epoch 7 Batch Size = 64, Examples/Sec = 6801.00, Accuracy = 0.72, Loss = 0.873
[2019-11-29 23:41] Train Step 5335/1000000, Epoch 7 Batch Size = 64, Examples/Sec = 6805.66, Accuracy = 0.69, Loss = 0.946
[2019-11-29 23:41] Train Step 5340/1000000, Epoch 7 Batch Size = 64, Examples/Sec = 6812.05, Accuracy = 0.70, Loss = 0.911
[2019-11-29 23:41] Train Step 5345/1000000, Epoch 7 Batch Size = 64, Examples/Sec = 6808.24, Accuracy = 0.71, Loss = 0.922
[2019-11-29 23:41] Train Step 5350/1000000, Epoch 7 Batch Size = 64, Examples/Sec = 6818.62, Accuracy = 0.69, Loss = 0.947
[2019-11-29 23:41] Train Step 5355/1000000, Epoch 7 Batch Size = 64, Examples/Sec = 6793.08, Accuracy = 0.71, Loss = 0.942
[2019-11-29 23:41] Train Step 5360/1000000, Epoch 7 Batch Size = 64, Examples/Sec = 6817.93, Accuracy = 0.69, Loss = 0.948
[2019-11-29 23:41] Train Step 5365/1000000, Epoch 7 Batch Size = 64, Examples/Sec = 6811.87, Accuracy = 0.71, Loss = 0.921
[2019-11-29 23:41] Train Step 5370/1000000, Epoch 7 Batch Size = 64, Examples/Sec = 6794.97, Accuracy = 0.69, Loss = 0.978
[2019-11-29 23:41] Train Step 5375/1000000, Epoch 7 Batch Size = 64, Examples/Sec = 6797.56, Accuracy = 0.70, Loss = 0.936
[2019-11-29 23:41] Train Step 5380/1000000, Epoch 7 Batch Size = 64, Examples/Sec = 6781.07, Accuracy = 0.69, Loss = 0.951
[2019-11-29 23:41] Train Step 5385/1000000, Epoch 7 Batch Size = 64, Examples/Sec = 6833.72, Accuracy = 0.69, Loss = 0.962
[2019-11-29 23:41] Train Step 5390/1000000, Epoch 7 Batch Size = 64, Examples/Sec = 6814.64, Accuracy = 0.70, Loss = 0.928
[2019-11-29 23:41] Train Step 5395/1000000, Epoch 7 Batch Size = 64, Examples/Sec = 6853.09, Accuracy = 0.71, Loss = 0.915
[2019-11-29 23:41] Train Step 5400/1000000, Epoch 7 Batch Size = 64, Examples/Sec = 6852.21, Accuracy = 0.69, Loss = 0.950
GENERATED SENTENCE at step 5400 ------- l the shore with the castle of stromberg. the serv

[2019-11-29 23:41] Train Step 5405/1000000, Epoch 7 Batch Size = 64, Examples/Sec = 6744.78, Accuracy = 0.69, Loss = 0.959
[2019-11-29 23:41] Train Step 5410/1000000, Epoch 7 Batch Size = 64, Examples/Sec = 6719.79, Accuracy = 0.68, Loss = 0.988
[2019-11-29 23:41] Train Step 5415/1000000, Epoch 7 Batch Size = 64, Examples/Sec = 6779.87, Accuracy = 0.71, Loss = 0.907
[2019-11-29 23:41] Train Step 5420/1000000, Epoch 7 Batch Size = 64, Examples/Sec = 6756.66, Accuracy = 0.70, Loss = 0.902
[2019-11-29 23:41] Train Step 5425/1000000, Epoch 7 Batch Size = 64, Examples/Sec = 6830.24, Accuracy = 0.69, Loss = 0.932
[2019-11-29 23:41] Train Step 5430/1000000, Epoch 7 Batch Size = 64, Examples/Sec = 6823.82, Accuracy = 0.71, Loss = 0.882
[2019-11-29 23:41] Train Step 5435/1000000, Epoch 7 Batch Size = 64, Examples/Sec = 6876.26, Accuracy = 0.69, Loss = 0.956
[2019-11-29 23:41] Train Step 5440/1000000, Epoch 7 Batch Size = 64, Examples/Sec = 6872.92, Accuracy = 0.70, Loss = 0.914
[2019-11-29 23:41] Train Step 5445/1000000, Epoch 7 Batch Size = 64, Examples/Sec = 6833.37, Accuracy = 0.71, Loss = 0.923
[2019-11-29 23:41] Train Step 5450/1000000, Epoch 7 Batch Size = 64, Examples/Sec = 6800.14, Accuracy = 0.70, Loss = 0.896
[2019-11-29 23:41] Train Step 5455/1000000, Epoch 7 Batch Size = 64, Examples/Sec = 6738.18, Accuracy = 0.71, Loss = 0.903
[2019-11-29 23:41] Train Step 5460/1000000, Epoch 7 Batch Size = 64, Examples/Sec = 6799.97, Accuracy = 0.71, Loss = 0.895
[2019-11-29 23:41] Train Step 5465/1000000, Epoch 7 Batch Size = 64, Examples/Sec = 6787.41, Accuracy = 0.71, Loss = 0.889
[2019-11-29 23:41] Train Step 5470/1000000, Epoch 7 Batch Size = 64, Examples/Sec = 6822.43, Accuracy = 0.71, Loss = 0.917
[2019-11-29 23:41] Train Step 5475/1000000, Epoch 7 Batch Size = 64, Examples/Sec = 6278.02, Accuracy = 0.70, Loss = 0.901
[2019-11-29 23:41] Train Step 5480/1000000, Epoch 7 Batch Size = 64, Examples/Sec = 6817.93, Accuracy = 0.69, Loss = 0.967
[2019-11-29 23:41] Train Step 5485/1000000, Epoch 7 Batch Size = 64, Examples/Sec = 6845.57, Accuracy = 0.69, Loss = 0.952
[2019-11-29 23:41] Train Step 5490/1000000, Epoch 7 Batch Size = 64, Examples/Sec = 6853.26, Accuracy = 0.69, Loss = 0.948
[2019-11-29 23:41] Train Step 5495/1000000, Epoch 7 Batch Size = 64, Examples/Sec = 6816.54, Accuracy = 0.73, Loss = 0.885
[2019-11-29 23:41] Train Step 5500/1000000, Epoch 7 Batch Size = 64, Examples/Sec = 6794.80, Accuracy = 0.71, Loss = 0.928
GENERATED SENTENCE at step 5500 ------- --ped or course round and said: i have satisfied h

[2019-11-29 23:41] Train Step 5505/1000000, Epoch 7 Batch Size = 64, Examples/Sec = 6635.90, Accuracy = 0.72, Loss = 0.897
[2019-11-29 23:41] Train Step 5510/1000000, Epoch 7 Batch Size = 64, Examples/Sec = 6620.35, Accuracy = 0.71, Loss = 0.901
[2019-11-29 23:41] Train Step 5515/1000000, Epoch 7 Batch Size = 64, Examples/Sec = 6822.61, Accuracy = 0.68, Loss = 0.962
[2019-11-29 23:41] Train Step 5520/1000000, Epoch 7 Batch Size = 64, Examples/Sec = 6806.00, Accuracy = 0.71, Loss = 0.882
[2019-11-29 23:41] Train Step 5525/1000000, Epoch 7 Batch Size = 64, Examples/Sec = 6851.86, Accuracy = 0.71, Loss = 0.915
[2019-11-29 23:41] Train Step 5530/1000000, Epoch 7 Batch Size = 64, Examples/Sec = 6844.18, Accuracy = 0.70, Loss = 0.925
[2019-11-29 23:41] Train Step 5535/1000000, Epoch 7 Batch Size = 64, Examples/Sec = 6785.70, Accuracy = 0.71, Loss = 0.882
[2019-11-29 23:41] Train Step 5540/1000000, Epoch 7 Batch Size = 64, Examples/Sec = 6794.63, Accuracy = 0.68, Loss = 0.962
[2019-11-29 23:41] Train Step 5545/1000000, Epoch 7 Batch Size = 64, Examples/Sec = 6704.01, Accuracy = 0.69, Loss = 0.920
[2019-11-29 23:41] Train Step 5550/1000000, Epoch 7 Batch Size = 64, Examples/Sec = 6804.28, Accuracy = 0.71, Loss = 0.912
[2019-11-29 23:41] Train Step 5555/1000000, Epoch 7 Batch Size = 64, Examples/Sec = 6783.13, Accuracy = 0.71, Loss = 0.912
[2019-11-29 23:41] Train Step 5560/1000000, Epoch 7 Batch Size = 64, Examples/Sec = 6831.46, Accuracy = 0.70, Loss = 0.924
[2019-11-29 23:41] Train Step 5565/1000000, Epoch 7 Batch Size = 64, Examples/Sec = 6842.08, Accuracy = 0.69, Loss = 0.949
[2019-11-29 23:41] Train Step 5570/1000000, Epoch 7 Batch Size = 64, Examples/Sec = 6870.63, Accuracy = 0.70, Loss = 0.922
[2019-11-29 23:41] Train Step 5575/1000000, Epoch 7 Batch Size = 64, Examples/Sec = 6848.37, Accuracy = 0.69, Loss = 0.986
[2019-11-29 23:41] Train Step 5580/1000000, Epoch 7 Batch Size = 64, Examples/Sec = 6740.71, Accuracy = 0.71, Loss = 0.914
[2019-11-29 23:41] Train Step 5585/1000000, Epoch 7 Batch Size = 64, Examples/Sec = 6799.28, Accuracy = 0.70, Loss = 0.922
[2019-11-29 23:41] Train Step 5590/1000000, Epoch 7 Batch Size = 64, Examples/Sec = 6740.04, Accuracy = 0.68, Loss = 0.975
[2019-11-29 23:41] Train Step 5595/1000000, Epoch 7 Batch Size = 64, Examples/Sec = 6682.15, Accuracy = 0.70, Loss = 0.912
[2019-11-29 23:41] Train Step 5600/1000000, Epoch 7 Batch Size = 64, Examples/Sec = 6768.76, Accuracy = 0.72, Loss = 0.899
GENERATED SENTENCE at step 5600 ------- ved, or that the wolf had to pass that the third m

[2019-11-29 23:41] Train Step 5605/1000000, Epoch 7 Batch Size = 64, Examples/Sec = 6816.02, Accuracy = 0.70, Loss = 0.946
[2019-11-29 23:41] Train Step 5610/1000000, Epoch 7 Batch Size = 64, Examples/Sec = 6772.35, Accuracy = 0.69, Loss = 0.951
[2019-11-29 23:41] Train Step 5615/1000000, Epoch 7 Batch Size = 64, Examples/Sec = 6763.47, Accuracy = 0.69, Loss = 0.941
[2019-11-29 23:41] Train Step 5620/1000000, Epoch 7 Batch Size = 64, Examples/Sec = 6754.62, Accuracy = 0.70, Loss = 0.918
[2019-11-29 23:41] Train Step 5625/1000000, Epoch 7 Batch Size = 64, Examples/Sec = 6690.81, Accuracy = 0.71, Loss = 0.899
[2019-11-29 23:41] Train Step 5630/1000000, Epoch 7 Batch Size = 64, Examples/Sec = 6937.39, Accuracy = 0.71, Loss = 0.918
[2019-11-29 23:41] Train Step 5635/1000000, Epoch 7 Batch Size = 64, Examples/Sec = 6950.87, Accuracy = 0.70, Loss = 0.917
[2019-11-29 23:41] Train Step 5640/1000000, Epoch 7 Batch Size = 64, Examples/Sec = 7014.62, Accuracy = 0.70, Loss = 0.925
[2019-11-29 23:41] Train Step 5645/1000000, Epoch 7 Batch Size = 64, Examples/Sec = 6971.44, Accuracy = 0.69, Loss = 0.931
[2019-11-29 23:41] Train Step 5650/1000000, Epoch 7 Batch Size = 64, Examples/Sec = 7064.46, Accuracy = 0.72, Loss = 0.902
[2019-11-29 23:41] Train Step 5655/1000000, Epoch 7 Batch Size = 64, Examples/Sec = 7025.27, Accuracy = 0.69, Loss = 0.938
[2019-11-29 23:41] Train Step 5660/1000000, Epoch 7 Batch Size = 64, Examples/Sec = 7023.06, Accuracy = 0.70, Loss = 0.931
[2019-11-29 23:41] Train Step 5665/1000000, Epoch 7 Batch Size = 64, Examples/Sec = 7062.05, Accuracy = 0.72, Loss = 0.869
[2019-11-29 23:41] Train Step 5670/1000000, Epoch 7 Batch Size = 64, Examples/Sec = 5021.33, Accuracy = 0.69, Loss = 0.949
[2019-11-29 23:41] Train Step 5675/1000000, Epoch 7 Batch Size = 64, Examples/Sec = 6969.45, Accuracy = 0.70, Loss = 0.924
[2019-11-29 23:41] Train Step 5680/1000000, Epoch 7 Batch Size = 64, Examples/Sec = 6947.45, Accuracy = 0.69, Loss = 0.946
[2019-11-29 23:41] Train Step 5685/1000000, Epoch 7 Batch Size = 64, Examples/Sec = 6958.97, Accuracy = 0.69, Loss = 0.969
[2019-11-29 23:41] Train Step 5690/1000000, Epoch 7 Batch Size = 64, Examples/Sec = 6958.07, Accuracy = 0.71, Loss = 0.910
[2019-11-29 23:41] Train Step 5695/1000000, Epoch 7 Batch Size = 64, Examples/Sec = 6979.96, Accuracy = 0.70, Loss = 0.918
[2019-11-29 23:41] Train Step 5700/1000000, Epoch 7 Batch Size = 64, Examples/Sec = 6977.24, Accuracy = 0.71, Loss = 0.914
GENERATED SENTENCE at step 5700 ------- wank! i am quite safe at the door of the children 

[2019-11-29 23:41] Train Step 5705/1000000, Epoch 7 Batch Size = 64, Examples/Sec = 6763.13, Accuracy = 0.71, Loss = 0.895
[2019-11-29 23:41] Train Step 5710/1000000, Epoch 7 Batch Size = 64, Examples/Sec = 6775.42, Accuracy = 0.71, Loss = 0.885
[2019-11-29 23:41] Train Step 5715/1000000, Epoch 7 Batch Size = 64, Examples/Sec = 6769.61, Accuracy = 0.71, Loss = 0.921
[2019-11-29 23:41] Train Step 5720/1000000, Epoch 7 Batch Size = 64, Examples/Sec = 6730.91, Accuracy = 0.70, Loss = 0.915
[2019-11-29 23:41] Train Step 5725/1000000, Epoch 7 Batch Size = 64, Examples/Sec = 6688.98, Accuracy = 0.70, Loss = 0.913
[2019-11-29 23:41] Train Step 5730/1000000, Epoch 7 Batch Size = 64, Examples/Sec = 6788.96, Accuracy = 0.69, Loss = 0.941
[2019-11-29 23:41] Train Step 5735/1000000, Epoch 7 Batch Size = 64, Examples/Sec = 6778.16, Accuracy = 0.69, Loss = 0.953
[2019-11-29 23:41] Train Step 5740/1000000, Epoch 7 Batch Size = 64, Examples/Sec = 6817.58, Accuracy = 0.70, Loss = 0.950
[2019-11-29 23:41] Train Step 5745/1000000, Epoch 7 Batch Size = 64, Examples/Sec = 6764.67, Accuracy = 0.70, Loss = 0.948
[2019-11-29 23:41] Train Step 5750/1000000, Epoch 7 Batch Size = 64, Examples/Sec = 6838.25, Accuracy = 0.71, Loss = 0.906
[2019-11-29 23:41] Train Step 5755/1000000, Epoch 7 Batch Size = 64, Examples/Sec = 6850.46, Accuracy = 0.71, Loss = 0.901
[2019-11-29 23:41] Train Step 5760/1000000, Epoch 7 Batch Size = 64, Examples/Sec = 6876.26, Accuracy = 0.70, Loss = 0.919
[2019-11-29 23:41] Train Step 5765/1000000, Epoch 7 Batch Size = 64, Examples/Sec = 6790.33, Accuracy = 0.70, Loss = 0.923
[2019-11-29 23:41] Train Step 5770/1000000, Epoch 7 Batch Size = 64, Examples/Sec = 6799.10, Accuracy = 0.70, Loss = 0.950
[2019-11-29 23:41] Train Step 5775/1000000, Epoch 7 Batch Size = 64, Examples/Sec = 6794.80, Accuracy = 0.70, Loss = 0.926
[2019-11-29 23:41] Train Step 5780/1000000, Epoch 7 Batch Size = 64, Examples/Sec = 6762.28, Accuracy = 0.73, Loss = 0.889
[2019-11-29 23:41] Train Step 5785/1000000, Epoch 7 Batch Size = 64, Examples/Sec = 6802.38, Accuracy = 0.71, Loss = 0.898
[2019-11-29 23:41] Train Step 5790/1000000, Epoch 7 Batch Size = 64, Examples/Sec = 6776.96, Accuracy = 0.70, Loss = 0.951
[2019-11-29 23:41] Train Step 5795/1000000, Epoch 7 Batch Size = 64, Examples/Sec = 6762.96, Accuracy = 0.69, Loss = 0.924
[2019-11-29 23:41] Train Step 5800/1000000, Epoch 7 Batch Size = 64, Examples/Sec = 6867.11, Accuracy = 0.70, Loss = 0.930
GENERATED SENTENCE at step 5800 ------- ! and the star-gazer had a little daughter, and th

[2019-11-29 23:41] Train Step 5805/1000000, Epoch 7 Batch Size = 64, Examples/Sec = 6947.09, Accuracy = 0.72, Loss = 0.889
[2019-11-29 23:41] Train Step 5810/1000000, Epoch 7 Batch Size = 64, Examples/Sec = 6851.69, Accuracy = 0.70, Loss = 0.926
[2019-11-29 23:41] Train Step 5815/1000000, Epoch 7 Batch Size = 64, Examples/Sec = 6921.83, Accuracy = 0.71, Loss = 0.894
[2019-11-29 23:41] Train Step 5820/1000000, Epoch 7 Batch Size = 64, Examples/Sec = 6920.22, Accuracy = 0.70, Loss = 0.918
[2019-11-29 23:41] Train Step 5825/1000000, Epoch 7 Batch Size = 64, Examples/Sec = 6924.33, Accuracy = 0.71, Loss = 0.919
[2019-11-29 23:41] Train Step 5830/1000000, Epoch 7 Batch Size = 64, Examples/Sec = 6831.11, Accuracy = 0.72, Loss = 0.941
[2019-11-29 23:41] Train Step 5835/1000000, Epoch 7 Batch Size = 64, Examples/Sec = 6957.17, Accuracy = 0.69, Loss = 0.950
[2019-11-29 23:41] Train Step 5840/1000000, Epoch 7 Batch Size = 64, Examples/Sec = 6941.34, Accuracy = 0.72, Loss = 0.900
[2019-11-29 23:41] Train Step 5845/1000000, Epoch 7 Batch Size = 64, Examples/Sec = 6942.06, Accuracy = 0.68, Loss = 0.959
[2019-11-29 23:41] Train Step 5850/1000000, Epoch 7 Batch Size = 64, Examples/Sec = 6766.03, Accuracy = 0.70, Loss = 0.925
[2019-11-29 23:41] Train Step 5855/1000000, Epoch 7 Batch Size = 64, Examples/Sec = 6801.00, Accuracy = 0.70, Loss = 0.929
[2019-11-29 23:41] Train Step 5860/1000000, Epoch 7 Batch Size = 64, Examples/Sec = 6860.62, Accuracy = 0.70, Loss = 0.909
[2019-11-29 23:41] Train Step 5865/1000000, Epoch 7 Batch Size = 64, Examples/Sec = 6876.44, Accuracy = 0.70, Loss = 0.929
[2019-11-29 23:41] Train Step 5870/1000000, Epoch 7 Batch Size = 64, Examples/Sec = 6830.07, Accuracy = 0.70, Loss = 0.916
[2019-11-29 23:41] Train Step 5875/1000000, Epoch 7 Batch Size = 64, Examples/Sec = 6792.40, Accuracy = 0.71, Loss = 0.928
[2019-11-29 23:41] Train Step 5880/1000000, Epoch 7 Batch Size = 64, Examples/Sec = 6753.94, Accuracy = 0.69, Loss = 0.944
[2019-11-29 23:41] Train Step 5885/1000000, Epoch 7 Batch Size = 64, Examples/Sec = 6795.66, Accuracy = 0.70, Loss = 0.931
[2019-11-29 23:41] Train Step 5890/1000000, Epoch 7 Batch Size = 64, Examples/Sec = 6778.33, Accuracy = 0.70, Loss = 0.913
[2019-11-29 23:41] Train Step 5895/1000000, Epoch 7 Batch Size = 64, Examples/Sec = 6795.15, Accuracy = 0.71, Loss = 0.901
[2019-11-29 23:41] Train Step 5900/1000000, Epoch 7 Batch Size = 64, Examples/Sec = 6839.64, Accuracy = 0.70, Loss = 0.947
GENERATED SENTENCE at step 5900 ------- qued to see that the bird came in, and the best si

[2019-11-29 23:41] Train Step 5905/1000000, Epoch 7 Batch Size = 64, Examples/Sec = 6975.25, Accuracy = 0.71, Loss = 0.913
[2019-11-29 23:41] Train Step 5910/1000000, Epoch 7 Batch Size = 64, Examples/Sec = 6929.87, Accuracy = 0.71, Loss = 0.931
[2019-11-29 23:41] Train Step 5915/1000000, Epoch 7 Batch Size = 64, Examples/Sec = 6919.51, Accuracy = 0.69, Loss = 0.951
[2019-11-29 23:41] Train Step 5920/1000000, Epoch 7 Batch Size = 64, Examples/Sec = 6912.03, Accuracy = 0.69, Loss = 0.975
[2019-11-29 23:41] Train Step 5925/1000000, Epoch 7 Batch Size = 64, Examples/Sec = 6966.38, Accuracy = 0.70, Loss = 0.922
[2019-11-29 23:41] Train Step 5930/1000000, Epoch 7 Batch Size = 64, Examples/Sec = 6951.95, Accuracy = 0.73, Loss = 0.887
[2019-11-29 23:41] Train Step 5935/1000000, Epoch 7 Batch Size = 64, Examples/Sec = 6931.84, Accuracy = 0.72, Loss = 0.918
[2019-11-29 23:41] Train Step 5940/1000000, Epoch 7 Batch Size = 64, Examples/Sec = 6955.37, Accuracy = 0.68, Loss = 0.977
[2019-11-29 23:41] Train Step 5945/1000000, Epoch 7 Batch Size = 64, Examples/Sec = 6927.90, Accuracy = 0.70, Loss = 0.961
[2019-11-29 23:41] Train Step 5950/1000000, Epoch 7 Batch Size = 64, Examples/Sec = 6986.14, Accuracy = 0.70, Loss = 0.932
[2019-11-29 23:41] Train Step 5955/1000000, Epoch 7 Batch Size = 64, Examples/Sec = 6868.34, Accuracy = 0.72, Loss = 0.879
[2019-11-29 23:41] Train Step 5960/1000000, Epoch 7 Batch Size = 64, Examples/Sec = 6816.72, Accuracy = 0.70, Loss = 0.900
[2019-11-29 23:41] Train Step 5965/1000000, Epoch 7 Batch Size = 64, Examples/Sec = 6831.29, Accuracy = 0.70, Loss = 0.954
[2019-11-29 23:41] Train Step 5970/1000000, Epoch 7 Batch Size = 64, Examples/Sec = 6846.45, Accuracy = 0.72, Loss = 0.873
[2019-11-29 23:41] Train Step 5975/1000000, Epoch 7 Batch Size = 64, Examples/Sec = 6878.20, Accuracy = 0.71, Loss = 0.923
[2019-11-29 23:41] Train Step 5980/1000000, Epoch 7 Batch Size = 64, Examples/Sec = 6845.05, Accuracy = 0.70, Loss = 0.951
[2019-11-29 23:41] Train Step 5985/1000000, Epoch 7 Batch Size = 64, Examples/Sec = 6871.33, Accuracy = 0.69, Loss = 0.941
[2019-11-29 23:41] Train Step 5990/1000000, Epoch 7 Batch Size = 64, Examples/Sec = 6808.59, Accuracy = 0.71, Loss = 0.917
[2019-11-29 23:41] Train Step 5995/1000000, Epoch 7 Batch Size = 64, Examples/Sec = 6637.38, Accuracy = 0.70, Loss = 0.933
[2019-11-29 23:41] Train Step 6000/1000000, Epoch 7 Batch Size = 64, Examples/Sec = 6795.49, Accuracy = 0.70, Loss = 0.930
GENERATED SENTENCE at step 6000 ------- ze, and said: the miller than the first let me go 

[2019-11-29 23:41] Train Step 6005/1000000, Epoch 7 Batch Size = 64, Examples/Sec = 6931.30, Accuracy = 0.70, Loss = 0.922
[2019-11-29 23:41] Train Step 6010/1000000, Epoch 7 Batch Size = 64, Examples/Sec = 6919.87, Accuracy = 0.69, Loss = 0.939
[2019-11-29 23:41] Train Step 6015/1000000, Epoch 7 Batch Size = 64, Examples/Sec = 6995.79, Accuracy = 0.69, Loss = 0.958
[2019-11-29 23:41] Train Step 6020/1000000, Epoch 7 Batch Size = 64, Examples/Sec = 6995.97, Accuracy = 0.70, Loss = 0.936
[2019-11-29 23:41] Train Step 6025/1000000, Epoch 7 Batch Size = 64, Examples/Sec = 7022.33, Accuracy = 0.71, Loss = 0.885
[2019-11-29 23:41] Train Step 6030/1000000, Epoch 7 Batch Size = 64, Examples/Sec = 7039.08, Accuracy = 0.70, Loss = 0.927
[2019-11-29 23:41] Train Step 6035/1000000, Epoch 7 Batch Size = 64, Examples/Sec = 7010.41, Accuracy = 0.70, Loss = 0.913
[2019-11-29 23:41] Train Step 6040/1000000, Epoch 7 Batch Size = 64, Examples/Sec = 6768.59, Accuracy = 0.70, Loss = 0.916
[2019-11-29 23:41] Train Step 6045/1000000, Epoch 7 Batch Size = 64, Examples/Sec = 6734.12, Accuracy = 0.71, Loss = 0.929
[2019-11-29 23:41] Train Step 6050/1000000, Epoch 7 Batch Size = 64, Examples/Sec = 6803.24, Accuracy = 0.68, Loss = 0.949
[2019-11-29 23:41] Train Step 6055/1000000, Epoch 7 Batch Size = 64, Examples/Sec = 6769.95, Accuracy = 0.69, Loss = 0.950
[2019-11-29 23:41] Train Step 6060/1000000, Epoch 7 Batch Size = 64, Examples/Sec = 6797.38, Accuracy = 0.70, Loss = 0.926
[2019-11-29 23:41] Train Step 6065/1000000, Epoch 7 Batch Size = 64, Examples/Sec = 6813.08, Accuracy = 0.69, Loss = 0.946
[2019-11-29 23:41] Train Step 6070/1000000, Epoch 7 Batch Size = 64, Examples/Sec = 6840.69, Accuracy = 0.70, Loss = 0.956
[2019-11-29 23:41] Train Step 6075/1000000, Epoch 7 Batch Size = 64, Examples/Sec = 6835.81, Accuracy = 0.69, Loss = 0.962
