dnn_hidden_units : 100
learning_rate : 0.002
max_steps : 1500
batch_size : 200
eval_freq : 1
data_dir : ./cifar10/cifar-10-batches-py
neg_slope : 0.02
plot : 1
n_inputs 3072, n_classes 10
[DEBUG] start training
iter 0, avg loss train 2.3026090892140365, test loss 2.302488196494763, train acc 0.065, test acc 0.1601
iter 557, avg loss train 1.6976701131681222, test loss 1.6953280227016352, train acc 0.4, test acc 0.4137
iter 558, avg loss train 1.6976537239082041, test loss 1.6269631946996825, train acc 0.435, test acc 0.4277
iter 559, avg loss train 1.6973697881734238, test loss 1.6100550432854983, train acc 0.5, test acc 0.4308
iter 560, avg loss train 1.6972054791922744, test loss 1.5946955650577177, train acc 0.485, test acc 0.4353
iter 561, avg loss train 1.6967965347665017, test loss 1.534005530717884, train acc 0.44, test acc 0.4563
iter 562, avg loss train 1.696415838024497, test loss 1.5574839610573648, train acc 0.485, test acc 0.4551
iter 563, avg loss train 1.6961443078850225, test loss 1.647372787716501, train acc 0.5, test acc 0.4157
iter 564, avg loss train 1.6958376822398131, test loss 1.6584179692829966, train acc 0.49, test acc 0.4201
iter 565, avg loss train 1.6959096400821794, test loss 1.5903689045094818, train acc 0.415, test acc 0.4376
iter 566, avg loss train 1.6954930745735235, test loss 1.5493036884671962, train acc 0.495, test acc 0.4547
iter 567, avg loss train 1.6948968310604238, test loss 1.6494664886975656, train acc 0.515, test acc 0.4046
iter 568, avg loss train 1.6946439211755115, test loss 1.5614777145271004, train acc 0.415, test acc 0.4474
iter 569, avg loss train 1.694214676815675, test loss 1.5536250366646394, train acc 0.51, test acc 0.4487
iter 570, avg loss train 1.6938262173363738, test loss 1.5613724233195898, train acc 0.51, test acc 0.444
iter 571, avg loss train 1.6933395794930715, test loss 1.5331274720255457, train acc 0.45, test acc 0.4573
iter 572, avg loss train 1.693049665684807, test loss 1.5696592090411055, train acc 0.465, test acc 0.4429
iter 573, avg loss train 1.6927842135283326, test loss 1.567666661548714, train acc 0.49, test acc 0.4445
iter 574, avg loss train 1.692481053969686, test loss 1.567216644321793, train acc 0.49, test acc 0.4415
iter 575, avg loss train 1.6919206252601666, test loss 1.7135547238379354, train acc 0.445, test acc 0.3958
iter 576, avg loss train 1.6915360287700572, test loss 1.6705847362742956, train acc 0.455, test acc 0.4165
iter 577, avg loss train 1.6913734302908725, test loss 1.5302989480266627, train acc 0.455, test acc 0.4578
iter 578, avg loss train 1.6914184504989858, test loss 1.5272222280049474, train acc 0.44, test acc 0.4575
iter 579, avg loss train 1.6911449844641444, test loss 1.5704930291928711, train acc 0.43, test acc 0.4533
iter 580, avg loss train 1.6909733238708635, test loss 1.6070462397143295, train acc 0.44, test acc 0.4368
iter 581, avg loss train 1.6907982965250412, test loss 1.6387119959228822, train acc 0.41, test acc 0.4248
iter 582, avg loss train 1.6908004251073954, test loss 1.6052575268531828, train acc 0.43, test acc 0.4387
iter 583, avg loss train 1.690628527117402, test loss 1.6380206071198022, train acc 0.425, test acc 0.414
iter 584, avg loss train 1.690397900241691, test loss 1.6013286742275885, train acc 0.49, test acc 0.4369
iter 585, avg loss train 1.690173688436458, test loss 1.634794754074885, train acc 0.445, test acc 0.4202
iter 586, avg loss train 1.6902481096158262, test loss 1.6513881567809192, train acc 0.38, test acc 0.4192
iter 587, avg loss train 1.6901366029150926, test loss 1.5819459108122835, train acc 0.41, test acc 0.4416
iter 588, avg loss train 1.6899317694439526, test loss 1.6212125596709297, train acc 0.475, test acc 0.4325
iter 589, avg loss train 1.689704096080276, test loss 1.5815638570541894, train acc 0.47, test acc 0.434
iter 590, avg loss train 1.6897870563933977, test loss 1.6104013157492938, train acc 0.385, test acc 0.4325
iter 591, avg loss train 1.6896133205076205, test loss 1.5600483896031303, train acc 0.44, test acc 0.4444
iter 592, avg loss train 1.6890964647680478, test loss 1.5186057023640938, train acc 0.505, test acc 0.464
iter 593, avg loss train 1.6885595964424869, test loss 1.5290492914727956, train acc 0.485, test acc 0.4551
iter 594, avg loss train 1.688358786418608, test loss 1.5894096325962777, train acc 0.425, test acc 0.4338
iter 595, avg loss train 1.6882444223870454, test loss 1.5654711910360177, train acc 0.46, test acc 0.4489
iter 596, avg loss train 1.6879837034216059, test loss 1.6469484369844238, train acc 0.435, test acc 0.4135
iter 597, avg loss train 1.6877626559688883, test loss 1.706760722959179, train acc 0.455, test acc 0.4042
iter 598, avg loss train 1.688144101115935, test loss 1.6505458302595195, train acc 0.35, test acc 0.4173
iter 599, avg loss train 1.6877921836945535, test loss 1.5750498813468012, train acc 0.5, test acc 0.4515
iter 600, avg loss train 1.687773015816541, test loss 1.594744019703881, train acc 0.4, test acc 0.4332
iter 601, avg loss train 1.6875039115574246, test loss 1.6024472752879608, train acc 0.415, test acc 0.4346
iter 602, avg loss train 1.6873994748101926, test loss 1.6003296804118767, train acc 0.365, test acc 0.4296
iter 603, avg loss train 1.687258470646422, test loss 1.5499671767734329, train acc 0.425, test acc 0.4449
iter 604, avg loss train 1.68704374757678, test loss 1.6033165917611745, train acc 0.465, test acc 0.4363
iter 605, avg loss train 1.6870171468789015, test loss 1.5943052003877982, train acc 0.425, test acc 0.4488
iter 606, avg loss train 1.6869129380453503, test loss 1.5562070788563793, train acc 0.48, test acc 0.4441
iter 607, avg loss train 1.686615890242491, test loss 1.5304862923469702, train acc 0.465, test acc 0.4567
iter 608, avg loss train 1.6863355965249698, test loss 1.5335283788173615, train acc 0.455, test acc 0.4494
iter 609, avg loss train 1.6859753085820233, test loss 1.539364977588341, train acc 0.47, test acc 0.4582
iter 610, avg loss train 1.6858759136994355, test loss 1.5674292857707357, train acc 0.41, test acc 0.4493
iter 611, avg loss train 1.685468338777533, test loss 1.6364986946716127, train acc 0.48, test acc 0.4273
iter 612, avg loss train 1.6850846173708687, test loss 1.5062245642994145, train acc 0.51, test acc 0.4702
iter 613, avg loss train 1.6848800006752827, test loss 1.5312527797698638, train acc 0.43, test acc 0.4623
iter 614, avg loss train 1.684773644176102, test loss 1.5396617097895564, train acc 0.375, test acc 0.4482
iter 615, avg loss train 1.6845448574397748, test loss 1.5506848964573023, train acc 0.46, test acc 0.4512
iter 616, avg loss train 1.6841649477371097, test loss 1.5120095634953699, train acc 0.455, test acc 0.4643
iter 617, avg loss train 1.6836971836128305, test loss 1.5110208156843536, train acc 0.485, test acc 0.4687
iter 618, avg loss train 1.683468943726366, test loss 1.5468873366734395, train acc 0.41, test acc 0.4491
iter 619, avg loss train 1.6832144748938764, test loss 1.5215149161195571, train acc 0.43, test acc 0.4674
iter 620, avg loss train 1.682743798550302, test loss 1.5302575166020698, train acc 0.55, test acc 0.4602
iter 621, avg loss train 1.6824603352314424, test loss 1.5485789610259997, train acc 0.505, test acc 0.4522
iter 622, avg loss train 1.6822304629888687, test loss 1.5860045459126182, train acc 0.425, test acc 0.4457
iter 623, avg loss train 1.681969805777963, test loss 1.5378141353597152, train acc 0.415, test acc 0.4502
iter 624, avg loss train 1.681763179877156, test loss 1.5361556383250479, train acc 0.46, test acc 0.4564
iter 625, avg loss train 1.681386382484841, test loss 1.5168428450897269, train acc 0.505, test acc 0.4623
iter 626, avg loss train 1.6810199151005916, test loss 1.530780442148156, train acc 0.505, test acc 0.4561
iter 627, avg loss train 1.680466256627669, test loss 1.5429346971779772, train acc 0.515, test acc 0.4489
iter 628, avg loss train 1.6801825517697764, test loss 1.5608840048584454, train acc 0.445, test acc 0.4457
iter 629, avg loss train 1.6800533310315449, test loss 1.5590155444172014, train acc 0.45, test acc 0.4474
iter 630, avg loss train 1.679882559949699, test loss 1.6842014142441957, train acc 0.44, test acc 0.4196
iter 631, avg loss train 1.6796963238194935, test loss 1.6077759768214204, train acc 0.45, test acc 0.4254
iter 632, avg loss train 1.6797946331424733, test loss 1.5331816896144357, train acc 0.385, test acc 0.4615
iter 633, avg loss train 1.6794868323539056, test loss 1.5533006809924415, train acc 0.505, test acc 0.4517
iter 634, avg loss train 1.6793435583411327, test loss 1.6219140162321664, train acc 0.46, test acc 0.4273
iter 635, avg loss train 1.679020689972415, test loss 1.5510732470417137, train acc 0.44, test acc 0.4531
iter 636, avg loss train 1.6789574310829791, test loss 1.5539564986674124, train acc 0.425, test acc 0.4521
iter 637, avg loss train 1.678804547121821, test loss 1.579249763811454, train acc 0.4, test acc 0.4374
iter 638, avg loss train 1.6784751029415446, test loss 1.5329076675972688, train acc 0.515, test acc 0.4621
iter 639, avg loss train 1.6780053469682863, test loss 1.5566998423853389, train acc 0.515, test acc 0.4495
iter 640, avg loss train 1.677670067384085, test loss 1.553045155950138, train acc 0.485, test acc 0.4587
iter 641, avg loss train 1.6774442160355705, test loss 1.6014318875091738, train acc 0.49, test acc 0.4338
iter 642, avg loss train 1.6773682454859118, test loss 1.5461825309300563, train acc 0.45, test acc 0.4539
iter 643, avg loss train 1.677203207660548, test loss 1.6408123801761478, train acc 0.465, test acc 0.423
iter 644, avg loss train 1.6772705109180654, test loss 1.6556265561070118, train acc 0.4, test acc 0.4284
iter 645, avg loss train 1.677142138783445, test loss 1.5762413977998329, train acc 0.405, test acc 0.452
iter 646, avg loss train 1.676979202776566, test loss 1.5397493884818105, train acc 0.445, test acc 0.4511
iter 647, avg loss train 1.6768408436192166, test loss 1.5541421579011412, train acc 0.42, test acc 0.456
iter 648, avg loss train 1.6765148296883126, test loss 1.5198566222063972, train acc 0.5, test acc 0.4685
iter 649, avg loss train 1.6761622425758087, test loss 1.5189621622085951, train acc 0.47, test acc 0.4663
iter 650, avg loss train 1.6758805584576655, test loss 1.5514929246098252, train acc 0.445, test acc 0.4576
iter 651, avg loss train 1.6754958058520049, test loss 1.7198443849792362, train acc 0.5, test acc 0.4221
iter 652, avg loss train 1.6756744967082577, test loss 1.6773906487563803, train acc 0.395, test acc 0.4228
iter 653, avg loss train 1.6756131618860781, test loss 1.5466853179406208, train acc 0.43, test acc 0.4562
iter 654, avg loss train 1.6755065296631333, test loss 1.6277688736383653, train acc 0.46, test acc 0.4247
iter 655, avg loss train 1.6755989680102463, test loss 1.633386545339422, train acc 0.405, test acc 0.4345
iter 656, avg loss train 1.6754318616942858, test loss 1.619572996033622, train acc 0.47, test acc 0.4315
iter 657, avg loss train 1.6750868361413729, test loss 1.5518480837208346, train acc 0.45, test acc 0.4454
iter 658, avg loss train 1.6751100650969402, test loss 1.6232078707746838, train acc 0.445, test acc 0.429
iter 659, avg loss train 1.675025701702207, test loss 1.5215146054930622, train acc 0.39, test acc 0.4608
iter 660, avg loss train 1.674627849154288, test loss 1.5788209017656145, train acc 0.45, test acc 0.4398
iter 661, avg loss train 1.67445375230774, test loss 1.5896827868029144, train acc 0.455, test acc 0.432
iter 662, avg loss train 1.6742611417301276, test loss 1.5630850119257886, train acc 0.465, test acc 0.449
iter 663, avg loss train 1.6739981178611572, test loss 1.5407111766182895, train acc 0.45, test acc 0.4589
iter 664, avg loss train 1.6737593773074095, test loss 1.682146444360821, train acc 0.46, test acc 0.4098
iter 665, avg loss train 1.6734766364955074, test loss 1.5811571502004498, train acc 0.5, test acc 0.446
iter 666, avg loss train 1.6730182010019619, test loss 1.5232529317821197, train acc 0.53, test acc 0.4628
iter 667, avg loss train 1.6728264662523145, test loss 1.5161492167123107, train acc 0.44, test acc 0.46
iter 668, avg loss train 1.6724934590613987, test loss 1.5032267222747957, train acc 0.53, test acc 0.467
iter 669, avg loss train 1.6721711077821035, test loss 1.5609590660811068, train acc 0.45, test acc 0.4533
iter 670, avg loss train 1.672089748298869, test loss 1.6290901487430178, train acc 0.425, test acc 0.4311
iter 671, avg loss train 1.6722263114555749, test loss 1.794402160555643, train acc 0.38, test acc 0.4089
iter 672, avg loss train 1.6724991392659274, test loss 1.7216877199151812, train acc 0.365, test acc 0.4169
iter 673, avg loss train 1.6724961967863408, test loss 1.604111655822323, train acc 0.475, test acc 0.4317
iter 674, avg loss train 1.672394834483836, test loss 1.653942602374115, train acc 0.425, test acc 0.415
iter 675, avg loss train 1.672316767083689, test loss 1.5564352757531712, train acc 0.415, test acc 0.4522
iter 676, avg loss train 1.672162132695228, test loss 1.5605591939490202, train acc 0.415, test acc 0.4572
iter 677, avg loss train 1.6721463435374297, test loss 1.591581190013653, train acc 0.435, test acc 0.4361
iter 678, avg loss train 1.671964687139201, test loss 1.5189671546818526, train acc 0.455, test acc 0.4639
iter 679, avg loss train 1.671823746000491, test loss 1.6124577793482466, train acc 0.445, test acc 0.4338
iter 680, avg loss train 1.6716971477785554, test loss 1.531161200115481, train acc 0.435, test acc 0.4576
iter 681, avg loss train 1.6715751729311832, test loss 1.546407772098786, train acc 0.425, test acc 0.4563
iter 682, avg loss train 1.6713443976688962, test loss 1.57440607071362, train acc 0.405, test acc 0.4449
iter 683, avg loss train 1.671023231970262, test loss 1.5153079552791417, train acc 0.485, test acc 0.467
iter 684, avg loss train 1.6709382212362307, test loss 1.594217349728208, train acc 0.4, test acc 0.4406
iter 685, avg loss train 1.6710259571120214, test loss 1.604758192205464, train acc 0.375, test acc 0.4286
iter 686, avg loss train 1.6708161828312251, test loss 1.5516752481898892, train acc 0.455, test acc 0.4499
iter 687, avg loss train 1.670665813845113, test loss 1.5368284254804094, train acc 0.435, test acc 0.4536
iter 688, avg loss train 1.6704478844819874, test loss 1.5269402645709687, train acc 0.45, test acc 0.4545
iter 689, avg loss train 1.669964410804975, test loss 1.5181434310643276, train acc 0.56, test acc 0.4653
iter 690, avg loss train 1.6698539989673542, test loss 1.5264992722293513, train acc 0.45, test acc 0.4642
iter 691, avg loss train 1.6696750913059675, test loss 1.5719294569713982, train acc 0.47, test acc 0.435
iter 692, avg loss train 1.6694258390087708, test loss 1.572972378400917, train acc 0.42, test acc 0.4457
iter 693, avg loss train 1.6692785503770844, test loss 1.5813985979243013, train acc 0.465, test acc 0.4414
iter 694, avg loss train 1.6692150497001312, test loss 1.5673369467698541, train acc 0.435, test acc 0.4357
iter 695, avg loss train 1.6689722536418254, test loss 1.5675438823775445, train acc 0.465, test acc 0.4491
iter 696, avg loss train 1.668787587799173, test loss 1.5854027126371075, train acc 0.425, test acc 0.4273
iter 697, avg loss train 1.6686318405732412, test loss 1.5431588379417622, train acc 0.42, test acc 0.4608
iter 698, avg loss train 1.668414529064041, test loss 1.5211340079613989, train acc 0.43, test acc 0.47
iter 699, avg loss train 1.6680563401812538, test loss 1.5968556640919862, train acc 0.52, test acc 0.4364
iter 700, avg loss train 1.6677754349459049, test loss 1.7270555540887995, train acc 0.43, test acc 0.4001
iter 701, avg loss train 1.66792765208778, test loss 1.799543420085455, train acc 0.365, test acc 0.4081
iter 702, avg loss train 1.6678434181389903, test loss 1.5709238298255763, train acc 0.45, test acc 0.4526
iter 703, avg loss train 1.667751768869541, test loss 1.5615369705636517, train acc 0.42, test acc 0.4544
iter 704, avg loss train 1.66758339176274, test loss 1.5555987247043912, train acc 0.46, test acc 0.4547
iter 705, avg loss train 1.6672195013847295, test loss 1.5467562753650916, train acc 0.495, test acc 0.466
iter 706, avg loss train 1.6670083487090948, test loss 1.5778647485116875, train acc 0.465, test acc 0.4438
iter 707, avg loss train 1.6669585420473925, test loss 1.6584221851968628, train acc 0.39, test acc 0.4173
iter 708, avg loss train 1.6667535908269222, test loss 1.5261802240468967, train acc 0.43, test acc 0.4574
iter 709, avg loss train 1.6667522774176164, test loss 1.5592184657396044, train acc 0.42, test acc 0.4501
iter 710, avg loss train 1.666460345518691, test loss 1.5399764771747382, train acc 0.5, test acc 0.4554
iter 711, avg loss train 1.6664939674444799, test loss 1.6184391634077624, train acc 0.37, test acc 0.4308
iter 712, avg loss train 1.6666117096337487, test loss 1.664054535456233, train acc 0.375, test acc 0.4199
iter 713, avg loss train 1.666675043586105, test loss 1.5875771419357176, train acc 0.41, test acc 0.4359
iter 714, avg loss train 1.6665143371013238, test loss 1.5919765100130405, train acc 0.48, test acc 0.4409
iter 715, avg loss train 1.666374388066433, test loss 1.6021878273371628, train acc 0.475, test acc 0.4495
iter 716, avg loss train 1.6661572991045175, test loss 1.5548164978565189, train acc 0.525, test acc 0.445
iter 717, avg loss train 1.6658198570345766, test loss 1.5760046276920834, train acc 0.47, test acc 0.4484
iter 718, avg loss train 1.6657630491297992, test loss 1.5562570798573268, train acc 0.4, test acc 0.4512
iter 719, avg loss train 1.6654643110527043, test loss 1.5208721144656723, train acc 0.475, test acc 0.4631
iter 720, avg loss train 1.664962382421997, test loss 1.537009133953871, train acc 0.52, test acc 0.4566
iter 721, avg loss train 1.6649532770459983, test loss 1.4882330009632827, train acc 0.405, test acc 0.4695
iter 722, avg loss train 1.6645893425148652, test loss 1.5175509296177074, train acc 0.495, test acc 0.4615
iter 723, avg loss train 1.6645032226246623, test loss 1.5128442475378405, train acc 0.425, test acc 0.4566
iter 724, avg loss train 1.66450257838122, test loss 1.5325773640198876, train acc 0.395, test acc 0.4517
iter 725, avg loss train 1.6645163742864995, test loss 1.5507440667845533, train acc 0.38, test acc 0.4432
iter 726, avg loss train 1.6643495240847566, test loss 1.551066103660809, train acc 0.45, test acc 0.4456
iter 727, avg loss train 1.6642530032023246, test loss 1.5314531201027737, train acc 0.425, test acc 0.4583
iter 728, avg loss train 1.6641578710662328, test loss 1.535230271025662, train acc 0.435, test acc 0.4565
iter 729, avg loss train 1.6640157730879543, test loss 1.513461017237682, train acc 0.47, test acc 0.4675
iter 730, avg loss train 1.66388994152439, test loss 1.5188755778295064, train acc 0.46, test acc 0.4591
iter 731, avg loss train 1.6637071845805076, test loss 1.553678767471814, train acc 0.485, test acc 0.458
iter 732, avg loss train 1.6637007770139631, test loss 1.574114669939941, train acc 0.43, test acc 0.4477
iter 733, avg loss train 1.6635555618349922, test loss 1.5592899959740858, train acc 0.44, test acc 0.4478
iter 734, avg loss train 1.6633456421291228, test loss 1.5206148876401344, train acc 0.45, test acc 0.4671
iter 735, avg loss train 1.663126033221389, test loss 1.4852536692521967, train acc 0.49, test acc 0.4792
iter 736, avg loss train 1.6627821490830321, test loss 1.5073332103122505, train acc 0.52, test acc 0.4743
iter 737, avg loss train 1.662546874894182, test loss 1.5190968367171866, train acc 0.505, test acc 0.4628
iter 738, avg loss train 1.6622057218944688, test loss 1.538204367796511, train acc 0.5, test acc 0.4539
iter 739, avg loss train 1.6620673734200095, test loss 1.5399372272932401, train acc 0.46, test acc 0.4538
iter 740, avg loss train 1.662021289434392, test loss 1.519938063451442, train acc 0.415, test acc 0.4608
iter 741, avg loss train 1.6619073582651869, test loss 1.5393109672149017, train acc 0.445, test acc 0.4522
iter 742, avg loss train 1.6617522504715745, test loss 1.5679296474412263, train acc 0.485, test acc 0.45
iter 743, avg loss train 1.6615383409784963, test loss 1.5621048917153968, train acc 0.49, test acc 0.4463
iter 744, avg loss train 1.6613550123200644, test loss 1.5122699410066291, train acc 0.46, test acc 0.4704
iter 745, avg loss train 1.6611044341564203, test loss 1.546414900314257, train acc 0.41, test acc 0.4638
iter 746, avg loss train 1.6611164554232394, test loss 1.5399640345728478, train acc 0.45, test acc 0.4545
iter 747, avg loss train 1.660710002750244, test loss 1.5003219029438026, train acc 0.51, test acc 0.4719
iter 748, avg loss train 1.660382595315859, test loss 1.5292933533417183, train acc 0.505, test acc 0.4706
iter 749, avg loss train 1.6601405325886074, test loss 1.6577619762131162, train acc 0.45, test acc 0.4233
iter 750, avg loss train 1.6600109619723422, test loss 1.5854966540968223, train acc 0.455, test acc 0.4514
iter 751, avg loss train 1.6596952820200472, test loss 1.5207965999887378, train acc 0.475, test acc 0.4591
iter 752, avg loss train 1.659442088710407, test loss 1.517588519842155, train acc 0.475, test acc 0.4701
iter 753, avg loss train 1.6590147207369128, test loss 1.5145760707144338, train acc 0.575, test acc 0.4677
iter 754, avg loss train 1.6586410132181488, test loss 1.5637161520513958, train acc 0.53, test acc 0.4552
iter 755, avg loss train 1.6583544940519914, test loss 1.7752329867231251, train acc 0.455, test acc 0.4296
iter 756, avg loss train 1.658344057027379, test loss 1.5257199272580737, train acc 0.51, test acc 0.4598
iter 757, avg loss train 1.6580622295273992, test loss 1.616931224025341, train acc 0.525, test acc 0.4324
iter 758, avg loss train 1.6577368920199766, test loss 1.5129956630523556, train acc 0.505, test acc 0.4649
iter 759, avg loss train 1.6574380276582745, test loss 1.5462994597014872, train acc 0.47, test acc 0.4605
iter 760, avg loss train 1.657207681183051, test loss 1.5193167221683945, train acc 0.49, test acc 0.4597
iter 761, avg loss train 1.6571195783281598, test loss 1.572727901166211, train acc 0.44, test acc 0.4538
iter 762, avg loss train 1.6567365939476435, test loss 1.5973991715218023, train acc 0.56, test acc 0.4433
iter 763, avg loss train 1.656669526590525, test loss 1.6298060896347737, train acc 0.435, test acc 0.4312
iter 764, avg loss train 1.6566499652861613, test loss 1.6328044283235634, train acc 0.41, test acc 0.4334
iter 765, avg loss train 1.6563638380791008, test loss 1.5890107300082985, train acc 0.515, test acc 0.4494
iter 766, avg loss train 1.6563203096783083, test loss 1.5532100386295105, train acc 0.445, test acc 0.4581
iter 767, avg loss train 1.6560153533810664, test loss 1.5122542201949003, train acc 0.46, test acc 0.4741
iter 768, avg loss train 1.6558169567602496, test loss 1.5594966589276107, train acc 0.465, test acc 0.455
iter 769, avg loss train 1.6554670246553251, test loss 1.526947880669435, train acc 0.505, test acc 0.4645
iter 770, avg loss train 1.6549529178725084, test loss 1.5665707665989577, train acc 0.52, test acc 0.4521
iter 771, avg loss train 1.6545638689196427, test loss 1.551908611693791, train acc 0.55, test acc 0.4495
iter 772, avg loss train 1.6542693209199377, test loss 1.5296506380924064, train acc 0.49, test acc 0.4628
iter 773, avg loss train 1.6540974032778575, test loss 1.494425024497923, train acc 0.52, test acc 0.4773
iter 774, avg loss train 1.653845961974166, test loss 1.5605359696486332, train acc 0.505, test acc 0.4526
iter 775, avg loss train 1.653720800290416, test loss 1.5405305239917753, train acc 0.445, test acc 0.4551
iter 776, avg loss train 1.6533885036186544, test loss 1.5338996441976809, train acc 0.495, test acc 0.457
iter 777, avg loss train 1.6531993719570508, test loss 1.575440708123246, train acc 0.405, test acc 0.4492
iter 778, avg loss train 1.6529741803753766, test loss 1.5786318620566036, train acc 0.475, test acc 0.4473
iter 779, avg loss train 1.6529878440684607, test loss 1.5709546842799884, train acc 0.395, test acc 0.46
iter 780, avg loss train 1.6528551003971421, test loss 1.59413311469818, train acc 0.465, test acc 0.433
iter 781, avg loss train 1.6524962105495555, test loss 1.5430231683671434, train acc 0.505, test acc 0.4549
iter 782, avg loss train 1.652202682976237, test loss 1.5503075144084977, train acc 0.475, test acc 0.4478
iter 783, avg loss train 1.6520392536788755, test loss 1.5795020303123952, train acc 0.47, test acc 0.4451
iter 784, avg loss train 1.6519989240260242, test loss 1.5315988394689533, train acc 0.46, test acc 0.4644
iter 785, avg loss train 1.6518338510595012, test loss 1.5292481867759864, train acc 0.46, test acc 0.454
iter 786, avg loss train 1.65178774985987, test loss 1.5959207170337923, train acc 0.465, test acc 0.4425
iter 787, avg loss train 1.6516818447253752, test loss 1.6621679989124987, train acc 0.415, test acc 0.4222
iter 788, avg loss train 1.6514478424510526, test loss 1.5692358731337457, train acc 0.46, test acc 0.4458
iter 789, avg loss train 1.6512406518289264, test loss 1.7654637453813273, train acc 0.445, test acc 0.4037
iter 790, avg loss train 1.651253218665365, test loss 1.668307060594171, train acc 0.405, test acc 0.4242
iter 791, avg loss train 1.6512261100185517, test loss 1.600469703580213, train acc 0.485, test acc 0.4306
iter 792, avg loss train 1.6510416703115787, test loss 1.6004175551522415, train acc 0.46, test acc 0.4385
iter 793, avg loss train 1.6508834125440979, test loss 1.5995198437450089, train acc 0.48, test acc 0.4433
iter 794, avg loss train 1.6506083534493377, test loss 1.5545428637231449, train acc 0.52, test acc 0.457
iter 795, avg loss train 1.6503982932331291, test loss 1.5174263102305616, train acc 0.525, test acc 0.4612
iter 796, avg loss train 1.6503807936171235, test loss 1.5064117994719053, train acc 0.445, test acc 0.4645
iter 797, avg loss train 1.6502987682411674, test loss 1.5720615337104602, train acc 0.455, test acc 0.447
iter 798, avg loss train 1.6499990253744192, test loss 1.5425209128118726, train acc 0.505, test acc 0.461
iter 799, avg loss train 1.6498475051835544, test loss 1.5957500433786924, train acc 0.435, test acc 0.4349
iter 800, avg loss train 1.6495871437577772, test loss 1.6218130098984065, train acc 0.515, test acc 0.4315
iter 801, avg loss train 1.649492825281698, test loss 1.5388840507037875, train acc 0.405, test acc 0.4506
iter 802, avg loss train 1.6492724124671736, test loss 1.5310024414268926, train acc 0.465, test acc 0.4623
iter 803, avg loss train 1.6489063429877617, test loss 1.5123382597206776, train acc 0.545, test acc 0.4634
iter 804, avg loss train 1.648574186598419, test loss 1.5206537299997147, train acc 0.495, test acc 0.46
iter 805, avg loss train 1.6482360009826686, test loss 1.5595870748388867, train acc 0.51, test acc 0.452
iter 806, avg loss train 1.6481246217754988, test loss 1.5240421223408658, train acc 0.46, test acc 0.4576
iter 807, avg loss train 1.6481295961006255, test loss 1.635897124688404, train acc 0.42, test acc 0.4293
iter 808, avg loss train 1.6481315661518228, test loss 1.5641978051851493, train acc 0.39, test acc 0.4462
iter 809, avg loss train 1.6478886281186376, test loss 1.5279140171664298, train acc 0.48, test acc 0.471
iter 810, avg loss train 1.647535214040749, test loss 1.5266691840154358, train acc 0.535, test acc 0.4646
iter 811, avg loss train 1.6472456599178307, test loss 1.522417311479395, train acc 0.51, test acc 0.4689
iter 812, avg loss train 1.646907334650879, test loss 1.5007736972731576, train acc 0.54, test acc 0.4785
iter 813, avg loss train 1.6466018278436378, test loss 1.581529865086686, train acc 0.505, test acc 0.4452
iter 814, avg loss train 1.6464411274753983, test loss 1.5203174458166133, train acc 0.52, test acc 0.4604
iter 815, avg loss train 1.646176000880895, test loss 1.5715107700888937, train acc 0.45, test acc 0.4486
iter 816, avg loss train 1.6459777789504317, test loss 1.5151644145380068, train acc 0.53, test acc 0.4648
iter 817, avg loss train 1.6458993389038938, test loss 1.6122764016787718, train acc 0.485, test acc 0.4437
iter 818, avg loss train 1.6457899501240503, test loss 1.6212973616947468, train acc 0.435, test acc 0.435
iter 819, avg loss train 1.6457909396472168, test loss 1.643198557623436, train acc 0.46, test acc 0.4538
iter 820, avg loss train 1.6458767628742668, test loss 1.6224821006798629, train acc 0.465, test acc 0.4316
iter 821, avg loss train 1.6458147321919214, test loss 1.5909149205891242, train acc 0.465, test acc 0.445
iter 822, avg loss train 1.645692310654967, test loss 1.6316855219023103, train acc 0.45, test acc 0.4271
iter 823, avg loss train 1.6455284709773685, test loss 1.6010661624166835, train acc 0.47, test acc 0.43
iter 824, avg loss train 1.6455624180281285, test loss 1.6981405050105478, train acc 0.395, test acc 0.4199
iter 825, avg loss train 1.6454225506526665, test loss 1.5262433775614943, train acc 0.44, test acc 0.4607
iter 826, avg loss train 1.6452335177262933, test loss 1.505364246982059, train acc 0.465, test acc 0.473
iter 827, avg loss train 1.6451169102122654, test loss 1.5824872626070783, train acc 0.44, test acc 0.4366
iter 828, avg loss train 1.6448740213615924, test loss 1.5407590612410271, train acc 0.46, test acc 0.4566
iter 829, avg loss train 1.6446642476416715, test loss 1.5496783616267782, train acc 0.475, test acc 0.4523
iter 830, avg loss train 1.6445088551696858, test loss 1.4947033501051163, train acc 0.48, test acc 0.4711
iter 831, avg loss train 1.6441700711339124, test loss 1.551623920019152, train acc 0.555, test acc 0.4457
iter 832, avg loss train 1.6438705305592642, test loss 1.5676207005874774, train acc 0.5, test acc 0.4618
iter 833, avg loss train 1.6437990400753537, test loss 1.523879852137374, train acc 0.415, test acc 0.4634
iter 834, avg loss train 1.6435153254755788, test loss 1.5409387375283856, train acc 0.495, test acc 0.4675
iter 835, avg loss train 1.6431834299595784, test loss 1.4957236069700042, train acc 0.515, test acc 0.4725
